IncLevel1	IncLevel2	IncLevelDifference
0.009,0.008,0.009,0.01	0.007,0.023,0.013,0.012	-0.005
0.04,0.076,0.063,0.033	0.051,0.08,0.081,0.086	-0.022
0.748,0.712,0.733,0.7	0.701,0.743,0.713,0.775	-0.01
1.0,0.221,0.221,1.0	1.0,1.0,0.61,0.74	-0.227
0.168,0.242,0.256,0.173	0.276,0.285,0.304,0.319	-0.086
0.429,0.167,0.111,0.111	0.1,0.391,0.355,0.273	-0.075
0.957,1.0,1.0,1.0	0.975,0.968,0.933,0.972	0.027
0.609,0.283,0.424,0.256	0.481,0.45,0.436,0.371	-0.042
0.003,0.003,0.002,0.002	0.006,0.003,0.001,0.0	-0.0
0.21,0.134,0.15,0.117	0.084,0.173,0.145,0.156	0.013
0.053,0.074,0.071,0.038	0.063,0.053,0.058,0.056	0.002
1.0,1.0,1.0,1.0	0.943,0.967,1.0,1.0	0.022
0.057,0.064,0.022,0.022	0.035,0.017,0.066,0.035	0.003
0.1,0.089,0.095,0.114	0.101,0.139,0.148,0.1	-0.022
0.039,0.069,0.088,0.073	0.088,0.066,0.053,0.079	-0.004
0.048,0.071,0.049,0.03	0.053,0.088,0.076,0.076	-0.024
0.087,0.11,0.134,0.048	0.137,0.146,0.136,0.123	-0.041
0.024,0.0,0.017,0.0	0.07,0.053,0.021,0.012	-0.029
0.049,0.071,0.129,0.082	0.107,0.1,0.093,0.091	-0.015
0.048,0.029,0.088,0.042	0.099,0.101,0.054,0.105	-0.038
1.0,1.0,1.0,0.809	1.0,1.0,NA,1.0	-0.048
0.008,0.008,0.015,0.008	0.015,0.019,0.015,0.017	-0.007
0.731,0.833,0.877,0.873	0.75,0.926,0.851,0.914	-0.032
0.333,0.143,0.273,0.308	0.273,0.143,0.2,0.143	0.074
0.377,0.092,0.057,0.0	0.288,0.293,0.123,0.232	-0.102
0.08,0.027,0.062,0.022	0.055,0.037,0.0,0.023	0.019
0.011,0.008,0.061,0.006	0.047,0.047,0.081,0.082	-0.043
0.013,0.02,0.011,0.015	0.023,0.024,0.015,0.01	-0.003
0.216,0.182,0.195,0.091	0.165,0.13,0.133,0.094	0.04
0.936,0.989,0.991,0.976	1.0,0.956,1.0,0.982	-0.011
0.196,0.133,0.205,0.212	0.205,0.199,0.139,0.229	-0.007
1.0,1.0,0.899,0.933	0.947,0.929,1.0,1.0	-0.011
0.015,0.006,0.038,0.027	0.004,0.025,0.037,0.004	0.004
0.007,0.006,0.006,0.005	0.012,0.003,0.004,0.017	-0.003
0.692,0.867,0.714,0.375	0.667,0.571,0.636,0.778	-0.001
1.0,0.95,1.0,1.0	0.946,0.949,0.91,0.9	0.061
0.016,0.006,0.002,0.002	0.011,0.004,0.016,0.015	-0.005
0.012,0.053,0.084,0.095	0.056,0.116,0.102,0.086	-0.029
0.217,0.259,0.174,0.258	0.264,0.333,0.329,0.295	-0.078
0.022,0.089,0.095,0.052	0.027,0.036,0.148,0.068	-0.005
0.289,0.342,0.531,0.314	0.31,0.417,0.39,0.425	-0.017
0.415,0.375,0.356,0.273	0.439,0.374,0.527,0.519	-0.11
0.954,0.969,0.986,0.982	0.96,0.97,0.959,0.962	0.01
0.953,0.947,0.99,0.95	1.0,0.959,0.972,0.939	-0.008
0.248,0.288,0.312,0.214	0.267,0.256,0.205,0.229	0.026
0.558,0.628,0.657,0.538	0.624,0.634,0.628,0.66	-0.041
1.0,1.0,0.982,1.0	0.95,1.0,0.991,0.989	0.013
0.007,0.007,0.01,0.008	0.005,0.012,0.002,0.004	0.002
0.675,0.47,0.528,0.447	0.442,0.42,0.574,0.578	0.027
0.926,0.923,0.899,0.766	0.834,0.897,0.971,0.941	-0.032
0.725,0.738,0.792,0.731	0.789,0.776,0.867,0.912	-0.09
0.08,0.073,0.097,0.06	0.113,0.123,0.12,0.101	-0.037
0.007,0.003,0.03,0.018	0.032,0.023,0.007,0.023	-0.007
1.0,0.92,1.0,1.0	0.939,0.9,0.957,0.917	0.052
0.734,0.701,0.68,0.653	0.699,0.703,0.735,0.662	-0.008
0.039,0.035,0.038,0.039	0.038,0.058,0.045,0.053	-0.011
0.0,0.067,0.0,0.03	0.083,0.0,0.067,0.048	-0.025
0.035,0.017,0.033,0.026	0.052,0.032,0.038,0.032	-0.011
0.006,0.008,0.01,0.005	0.014,0.007,0.005,0.008	-0.001
0.12,0.172,0.13,0.217	0.217,0.077,0.2,0.278	-0.033
0.0,0.0,NA,0.0	0.0,0.0,0.0,0.333	-0.083
0.188,0.217,0.245,0.166	0.246,0.188,0.273,0.246	-0.034
0.316,0.441,0.455,0.308	0.528,0.396,0.43,0.371	-0.051
0.065,0.051,0.058,0.065	0.05,0.068,0.086,0.082	-0.012
0.027,0.023,0.041,0.022	0.031,0.034,0.034,0.046	-0.008
0.936,0.956,0.907,0.949	0.947,0.938,0.876,0.923	0.016
0.946,0.459,0.929,0.706	0.891,0.968,0.814,0.538	-0.043
0.051,0.149,0.169,0.044	0.101,0.158,0.164,0.108	-0.03
0.073,0.133,0.125,0.023	0.204,0.128,0.037,0.136	-0.038
0.667,1.0,0.909,1.0	0.889,0.852,1.0,0.636	0.05
0.101,0.231,0.157,0.086	0.131,0.257,0.158,0.134	-0.026
0.122,0.061,0.173,0.059	0.161,0.138,0.109,0.166	-0.04
0.179,0.188,0.21,0.241	0.297,0.26,0.339,0.173	-0.063
0.043,0.067,0.094,0.052	0.097,0.139,0.088,0.088	-0.039
0.005,0.025,0.008,0.015	0.013,0.007,0.022,0.022	-0.003
0.145,0.195,0.284,0.164	0.18,0.198,0.26,0.315	-0.041
1.0,1.0,0.811,1.0	1.0,1.0,0.857,0.923	0.008
1.0,1.0,1.0,1.0	0.953,1.0,1.0,1.0	0.012
0.011,0.06,0.076,0.029	0.017,0.067,0.085,0.02	-0.003
0.872,0.87,0.478,0.714	0.778,0.857,0.797,0.826	-0.081
0.051,0.077,0.112,0.051	0.096,0.135,0.141,0.14	-0.055
0.008,0.09,0.074,0.047	0.12,0.053,0.058,0.066	-0.02
0.975,0.923,0.895,0.902	0.925,0.925,0.931,0.966	-0.013
0.545,0.688,0.607,0.5	0.628,0.658,0.653,0.632	-0.058
0.438,0.375,0.574,0.534	0.535,0.61,0.473,0.551	-0.062
0.249,0.065,0.138,0.122	0.144,0.079,0.1,0.247	0.001
0.225,0.3,0.297,0.255	0.271,0.342,0.269,0.191	0.001
0.152,0.098,0.12,0.065	0.139,0.137,0.062,0.168	-0.018
0.1,0.154,0.17,0.15	0.106,0.09,0.059,0.341	-0.006
0.218,0.256,0.242,0.174	0.248,0.282,0.2,0.253	-0.023
0.147,0.198,0.17,0.19	0.17,0.105,0.167,0.156	0.027
0.05,0.104,0.067,0.066	0.074,0.067,0.084,0.091	-0.007
0.257,0.205,0.28,0.135	0.26,0.396,0.324,0.265	-0.092
0.163,0.216,0.277,0.12	0.208,0.282,0.252,0.22	-0.046
0.0,0.0,0.0,0.0	0.087,0.087,0.11,0.171	-0.114
0.2,0.4,0.216,0.138	0.302,0.586,0.292,0.407	-0.158
0.112,0.098,0.108,0.089	0.109,0.121,0.078,0.116	-0.004
0.18,0.2,0.211,0.122	0.19,0.206,0.176,0.205	-0.016
0.169,0.216,0.243,0.125	0.215,0.257,0.226,0.26	-0.051
1.0,0.991,0.984,0.94	0.963,0.959,0.985,0.992	0.004
0.989,0.993,0.992,0.955	0.988,0.996,0.994,1.0	-0.012
0.603,0.502,0.608,0.34	0.566,0.635,0.62,0.692	-0.115
0.294,0.27,0.262,0.186	0.28,0.321,0.292,0.391	-0.068
0.503,0.418,0.416,0.257	0.391,0.445,0.47,0.553	-0.066
0.149,0.111,0.144,0.111	0.128,0.166,0.146,0.159	-0.021
0.075,0.061,0.097,0.066	0.099,0.097,0.079,0.076	-0.013
0.072,0.093,0.128,0.094	0.099,0.177,0.111,0.121	-0.03
0.242,0.267,0.356,0.166	0.298,0.365,0.367,0.295	-0.074
0.037,0.014,0.0,0.015	0.052,0.0,0.036,0.004	-0.006
0.136,0.149,0.189,0.07	0.23,0.089,0.133,0.192	-0.025
0.101,0.2,0.333,0.18	0.258,0.254,0.194,0.178	-0.017
0.04,0.046,0.096,0.066	0.049,0.037,0.059,0.057	0.012
0.048,0.072,0.069,0.06	0.088,0.098,0.078,0.078	-0.023
0.011,0.023,0.03,0.021	0.03,0.026,0.018,0.034	-0.006
0.635,0.649,0.62,0.547	0.559,0.533,0.591,0.606	0.04
0.978,0.978,0.991,0.988	0.983,0.985,0.985,0.967	0.004
0.07,0.066,0.09,0.058	0.083,0.091,0.121,0.099	-0.027
0.56,0.68,0.659,0.551	0.546,0.634,0.565,0.553	0.038
0.269,0.152,0.283,0.197	0.314,0.286,0.375,0.29	-0.091
0.113,0.054,0.087,0.041	0.086,0.12,0.121,0.059	-0.023
0.846,0.824,0.839,0.74	0.774,0.891,0.776,0.876	-0.017
0.245,0.315,0.308,0.285	0.36,0.38,0.441,0.322	-0.088
1.0,1.0,0.97,1.0	1.0,0.986,0.931,0.903	0.037
0.197,0.151,0.242,0.164	0.209,0.222,0.237,0.251	-0.041
0.959,0.984,0.963,0.956	0.945,0.965,0.992,0.931	0.007
0.047,0.038,0.023,0.095	0.099,0.089,0.135,0.068	-0.047
0.846,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.038
0.523,0.488,0.41,0.538	0.478,0.558,0.359,0.607	-0.011
0.063,0.074,0.058,0.041	0.054,0.078,0.074,0.08	-0.013
0.085,0.0,0.099,0.029	0.061,0.056,0.108,0.146	-0.04
NA,1.0,0.391,NA	NA,1.0,0.763,1.0	-0.225
0.028,0.048,0.033,0.039	0.038,0.078,0.061,0.025	-0.013
0.855,0.828,0.889,0.832	0.906,0.963,0.83,0.786	-0.02
0.807,0.818,0.811,0.781	0.834,0.911,0.766,0.85	-0.036
0.241,0.29,0.299,0.253	0.335,0.353,0.309,0.34	-0.064
0.022,0.014,0.016,0.013	0.035,0.022,0.022,0.013	-0.007
0.026,0.036,0.041,0.012	0.047,0.044,0.022,0.032	-0.007
0.099,0.098,0.197,0.072	0.116,0.157,0.116,0.163	-0.022
0.077,0.096,0.106,0.034	0.072,0.119,0.108,0.133	-0.03
0.027,0.03,0.056,0.016	0.027,0.048,0.021,0.04	-0.002
0.366,0.495,0.519,0.328	0.551,0.555,0.559,0.545	-0.126
0.255,0.289,0.383,0.272	0.375,0.373,0.335,0.365	-0.062
0.316,0.308,0.381,0.228	0.444,0.424,0.454,0.302	-0.098
0.698,0.668,0.808,0.789	0.735,0.765,0.736,0.756	-0.007
0.954,0.925,0.931,0.942	0.97,0.923,0.975,0.942	-0.014
0.246,0.261,0.307,0.138	0.303,0.251,0.263,0.291	-0.039
0.04,0.048,0.06,0.037	0.057,0.067,0.056,0.068	-0.016
0.026,0.063,0.049,0.035	0.041,0.062,0.048,0.076	-0.014
NA,0.451,0.17,0.0	NA,0.133,0.053,0.133	0.101
0.042,0.057,0.058,0.024	0.056,0.049,0.06,0.065	-0.012
0.048,0.012,0.057,0.032	0.047,0.039,0.049,0.041	-0.007
0.017,0.026,0.048,0.014	0.031,0.024,0.04,0.044	-0.009
0.02,0.022,0.028,0.018	0.024,0.042,0.037,0.02	-0.009
1.0,0.965,1.0,1.0	1.0,0.968,0.986,1.0	0.003
0.951,0.941,0.953,0.926	0.95,0.956,0.925,0.946	-0.002
0.019,0.005,0.01,0.009	0.01,0.011,0.004,0.01	0.002
0.029,0.023,0.021,0.039	0.041,0.038,0.024,0.031	-0.005
0.0,0.001,0.001,0.001	0.001,0.001,0.001,0.001	-0.0
0.001,0.001,0.001,0.001	0.001,0.001,0.001,0.001	0.0
0.892,0.901,0.896,0.906	0.898,0.901,0.905,0.915	-0.006
1.0,1.0,1.0,1.0	1.0,0.636,1.0,1.0	0.091
0.04,0.046,0.032,0.05	0.09,0.065,0.042,0.079	-0.027
0.81,0.866,0.858,0.889	0.829,0.857,0.888,0.833	0.004
1.0,1.0,1.0,0.846	1.0,1.0,0.895,1.0	-0.012
0.0,0.056,0.089,0.04	0.132,0.095,0.092,0.095	-0.057
0.013,0.0,0.008,0.0	0.0,0.0,0.033,0.0	-0.003
0.958,0.964,1.0,1.0	1.0,1.0,1.0,0.969	-0.012
0.151,0.153,0.202,0.136	0.115,0.197,0.168,0.238	-0.019
0.983,0.967,0.962,0.969	0.962,0.975,0.98,0.973	-0.002
0.81,0.899,0.894,0.6	0.969,0.896,0.876,0.912	-0.112
0.286,0.361,0.483,0.251	0.43,0.449,0.382,0.452	-0.083
0.408,0.431,0.623,0.402	0.591,0.667,0.568,0.724	-0.171
1.0,1.0,0.909,1.0	0.905,1.0,0.75,1.0	0.063
1.0,0.938,1.0,1.0	1.0,1.0,1.0,1.0	-0.016
0.037,0.026,0.038,0.033	0.042,0.062,0.031,0.026	-0.007
1.0,0.838,0.922,1.0	0.964,1.0,0.961,0.833	0.001
0.083,0.049,0.073,0.063	0.061,0.09,0.053,0.115	-0.013
NA,0.5,0.333,0.333	0.143,NA,1.0,1.0	-0.326
0.045,0.0,0.072,0.0	0.0,0.076,0.048,0.0	-0.002
0.012,0.04,0.056,0.026	0.042,0.059,0.029,0.051	-0.012
0.036,0.062,0.08,0.048	0.076,0.087,0.076,0.092	-0.026
0.006,0.03,0.028,0.013	0.027,0.028,0.031,0.047	-0.014
0.086,0.055,0.086,0.079	0.082,0.091,0.115,0.095	-0.019
0.158,0.162,0.187,0.102	0.137,0.194,0.123,0.083	0.018
0.538,0.636,0.594,0.379	0.543,0.552,0.643,0.512	-0.026
0.006,0.004,0.036,0.017	0.028,0.043,0.02,0.016	-0.011
0.97,1.0,0.977,0.912	0.975,0.953,0.973,0.966	-0.002
0.099,0.0,0.0,0.0	0.0,0.099,0.037,0.0	-0.009
0.397,0.119,0.365,0.075	0.475,0.154,0.165,0.257	-0.024
1.0,1.0,0.962,0.826	0.906,1.0,1.0,1.0	-0.03
0.905,0.938,0.964,0.76	0.903,0.865,0.914,0.852	0.008
0.224,0.125,0.159,0.087	0.109,0.159,0.083,0.071	0.043
0.12,0.22,0.225,0.2	0.248,0.192,0.258,0.351	-0.071
0.818,0.831,0.843,0.836	0.788,0.829,0.802,0.811	0.024
0.079,0.104,0.138,0.062	0.144,0.148,0.166,0.132	-0.052
0.066,0.029,0.036,0.037	0.05,0.066,0.107,0.05	-0.026
1.0,0.667,1.0,1.0	0.75,1.0,1.0,1.0	-0.021
0.0,0.193,0.0,0.373	0.0,0.09,0.193,0.078	0.051
0.172,0.276,0.286,0.251	0.147,0.152,0.16,0.308	0.055
0.136,0.187,0.032,0.142	0.112,0.024,0.029,0.174	0.04
0.088,0.1,0.097,0.069	0.095,0.106,0.129,0.092	-0.017
0.01,0.028,0.02,0.009	0.013,0.014,0.029,0.017	-0.002
0.903,0.969,1.0,0.915	1.0,1.0,0.987,0.955	-0.039
0.177,0.225,0.185,0.146	0.245,0.215,0.228,0.176	-0.033
0.0,1.0,0.702,1.0	1.0,0.752,0.35,0.669	-0.017
1.0,1.0,1.0,1.0	1.0,0.653,1.0,0.653	0.173
1.0,1.0,1.0,1.0	1.0,1.0,0.803,1.0	0.049
0.353,0.0,0.831,0.0	0.421,0.166,0.154,0.254	0.047
0.0,1.0,0.556,1.0	0.385,0.333,0.667,0.429	0.185
0.333,1.0,0.714,0.333	0.385,0.75,0.714,0.529	0.0
0.155,0.148,0.282,0.131	0.225,0.204,0.23,0.306	-0.062
0.0,NA,0.429,0.0	0.2,NA,0.333,1.0	-0.368
1.0,0.0,0.2,0.6	0.0,0.0,0.0,NA	0.45
0.0,0.333,0.2,0.143	0.0,0.2,0.0,0.333	0.036
0.994,0.991,0.992,0.991	0.994,0.992,0.995,0.995	-0.002
0.882,0.81,0.821,0.92	0.911,0.822,0.867,0.895	-0.016
0.935,0.857,0.937,0.7	0.758,0.855,1.0,0.786	0.008
1.0,1.0,0.895,1.0	0.789,1.0,1.0,1.0	0.026
0.088,0.072,0.054,0.011	0.063,0.032,0.075,0.076	-0.005
0.995,0.984,0.987,0.989	0.987,0.988,0.994,0.981	0.001
1.0,1.0,1.0,0.818	1.0,0.932,1.0,1.0	-0.028
0.064,0.069,0.055,0.0	0.082,0.099,0.094,0.085	-0.043
0.049,0.048,0.087,0.029	0.071,0.106,0.047,0.049	-0.015
1.0,0.9,1.0,1.0	1.0,1.0,1.0,1.0	-0.025
0.321,0.571,0.438,0.288	0.276,0.475,0.377,0.406	0.021
0.042,0.033,0.078,0.061	0.034,0.092,0.07,0.065	-0.012
1.0,1.0,0.939,0.714	0.714,1.0,0.935,1.0	0.001
0.038,0.028,0.043,0.021	0.039,0.055,0.026,0.031	-0.005
0.778,1.0,0.882,0.857	1.0,0.882,1.0,1.0	-0.091
0.0,1.0,0.218,0.0	1.0,0.625,1.0,0.0	-0.352
NA,0.5,0.25,0.5	NA,0.0,NA,NA	0.417
0.006,0.006,0.013,0.006	0.008,0.005,0.012,0.017	-0.003
0.008,0.013,0.011,0.008	0.014,0.013,0.012,0.018	-0.004
0.052,0.039,0.045,0.035	0.06,0.05,0.057,0.053	-0.012
0.006,0.01,0.012,0.008	0.015,0.016,0.006,0.012	-0.003
0.129,0.124,0.187,0.089	0.181,0.152,0.129,0.145	-0.019
1.0,1.0,0.943,1.0	1.0,0.951,1.0,1.0	-0.002
0.096,0.179,0.197,0.1	0.208,0.121,0.102,0.184	-0.011
0.014,0.02,0.026,0.011	0.022,0.021,0.016,0.015	-0.001
1.0,NA,1.0,0.5	1.0,1.0,1.0,1.0	-0.167
0.143,NA,1.0,1.0	1.0,NA,1.0,NA	-0.286
0.046,0.048,0.04,0.025	0.054,0.047,0.036,0.036	-0.004
0.274,0.31,0.234,0.115	0.253,0.17,0.248,0.303	-0.01
0.081,0.0,0.024,0.0	0.022,0.0,0.059,0.053	-0.007
1.0,1.0,1.0,1.0	0.882,1.0,0.833,0.75	0.134
0.053,0.034,0.059,0.069	0.043,0.07,0.043,0.056	0.001
0.099,0.068,0.062,0.093	0.077,0.071,0.048,0.082	0.011
0.042,0.027,0.036,0.022	0.044,0.057,0.035,0.045	-0.013
0.148,0.155,0.201,0.151	0.135,0.171,0.226,0.159	-0.009
0.116,0.024,0.164,0.037	0.029,0.102,0.015,0.185	0.003
0.0,0.0,0.0,0.072	0.135,0.017,0.077,0.077	-0.059
0.036,0.067,0.053,0.032	0.057,0.078,0.042,0.056	-0.011
0.957,1.0,0.978,0.97	0.99,0.974,0.91,0.948	0.021
1.0,1.0,1.0,1.0	1.0,0.973,0.944,1.0	0.021
0.036,0.035,0.024,0.023	0.038,0.034,0.031,0.042	-0.007
0.931,0.902,0.842,0.929	1.0,0.915,0.897,0.953	-0.04
0.743,0.727,0.698,0.755	0.852,0.708,0.698,0.831	-0.041
0.019,0.008,0.016,0.009	0.011,0.01,0.009,0.015	0.002
0.2,1.0,NA,1.0	1.0,1.0,1.0,1.0	-0.267
0.034,0.029,0.027,0.026	0.033,0.025,0.028,0.033	-0.001
0.903,0.909,0.937,0.967	1.0,0.967,1.0,0.938	-0.047
0.237,0.213,0.296,0.161	0.284,0.257,0.287,0.236	-0.039
0.007,0.002,0.018,0.009	0.026,0.017,0.011,0.019	-0.009
0.03,0.025,0.025,0.039	0.039,0.03,0.031,0.031	-0.003
0.164,0.161,0.147,0.164	0.254,0.181,0.142,0.147	-0.022
0.828,0.759,0.58,0.747	0.875,0.838,0.733,0.531	-0.016
0.544,0.375,0.479,0.314	0.467,0.564,0.532,0.457	-0.077
1.0,0.843,1.0,1.0	1.0,1.0,0.85,1.0	-0.002
0.0,0.0,NA,0.143	0.2,0.333,NA,0.333	-0.241
0.385,0.448,0.446,0.161	0.282,0.267,0.408,0.326	0.039
0.304,0.5,0.287,0.171	0.425,0.226,0.256,0.271	0.021
0.644,0.786,0.72,0.639	0.77,0.745,0.699,0.82	-0.061
0.947,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.013
0.413,0.359,0.422,0.48	0.46,0.414,0.396,0.376	0.007
1.0,1.0,1.0,1.0	1.0,0.993,1.0,1.0	0.002
0.851,0.771,0.746,0.786	0.756,0.818,0.827,0.823	-0.017
0.108,0.099,0.131,0.084	0.128,0.124,0.135,0.158	-0.031
1.0,1.0,1.0,1.0	1.0,1.0,0.983,1.0	0.004
0.97,0.978,0.972,0.926	0.98,0.963,0.982,0.977	-0.014
1.0,0.993,0.997,1.0	0.993,0.997,0.986,0.993	0.005
0.157,0.283,0.283,0.206	0.248,0.271,0.226,0.282	-0.025
0.034,0.04,0.078,0.032	0.083,0.035,0.06,0.025	-0.005
0.084,0.096,0.13,0.082	0.109,0.117,0.119,0.119	-0.018
0.182,0.4,0.429,0.333	0.125,0.379,0.185,0.412	0.061
1.0,0.0,1.0,NA	0.0,0.0,1.0,0.646	0.255
0.006,0.01,0.01,0.012	0.014,0.012,0.014,0.014	-0.004
0.007,0.014,0.013,0.006	0.019,0.028,0.014,0.019	-0.01
0.222,0.2,0.588,0.517	0.636,0.463,0.154,0.143	0.033
1.0,1.0,0.572,0.0	0.0,0.401,NA,1.0	0.176
0.124,0.137,0.161,0.101	0.192,0.219,0.226,0.172	-0.071
0.037,0.011,0.01,0.077	0.043,0.037,0.036,0.053	-0.008
0.154,0.151,0.146,0.109	0.222,0.255,0.239,0.245	-0.1
1.0,1.0,1.0,1.0	1.0,0.898,1.0,1.0	0.025
0.028,0.027,0.063,0.051	0.077,0.08,0.096,0.047	-0.033
0.692,0.647,0.857,0.444	1.0,0.833,0.81,1.0	-0.251
0.0,0.014,0.034,0.045	0.011,0.011,0.033,0.032	0.002
0.093,0.0,0.0,0.0	0.103,0.079,0.069,0.103	-0.065
0.2,0.231,0.257,0.5	0.143,0.351,0.3,0.353	0.01
0.908,0.946,0.983,0.941	0.925,0.97,0.891,0.892	0.025
0.082,0.138,0.139,0.084	0.175,0.178,0.138,0.221	-0.067
1.0,0.9,0.7,NA	0.75,0.643,0.857,0.882	0.084
0.161,0.232,0.231,0.168	0.306,0.256,0.329,0.284	-0.096
0.211,0.286,0.443,0.159	0.291,0.298,0.276,0.259	-0.006
1.0,1.0,1.0,1.0	0.973,1.0,0.968,0.909	0.038
0.04,0.06,0.043,0.025	0.032,0.04,0.074,0.036	-0.004
0.123,0.085,0.084,0.058	0.125,0.126,0.09,0.104	-0.024
0.095,0.097,0.091,0.053	0.125,0.121,0.144,0.14	-0.049
0.396,0.5,0.563,0.368	0.56,0.56,0.267,0.473	-0.008
1.0,0.925,0.839,0.953	0.872,0.844,0.889,0.879	0.058
0.565,0.769,0.544,0.375	0.867,0.77,0.886,0.759	-0.257
0.014,0.062,0.244,0.037	0.125,0.243,0.232,0.253	-0.124
0.065,0.124,0.139,0.028	0.073,0.113,0.063,0.08	0.007
0.211,0.246,0.207,0.285	0.16,0.441,0.212,0.336	-0.05
0.218,0.052,0.143,0.15	0.037,0.176,0.19,0.097	0.016
0.015,0.023,0.032,0.011	0.053,0.031,0.018,0.014	-0.009
0.006,0.009,0.011,0.005	0.004,0.006,0.002,0.0	0.005
0.037,0.073,0.061,0.037	0.041,0.049,0.074,0.058	-0.003
0.867,1.0,1.0,0.714	0.722,0.913,0.778,0.905	0.066
0.0,0.0,0.0,0.0	0.0,0.143,0.0,0.0	-0.036
0.0,0.25,0.6,0.0	0.1,0.143,0.273,0.5	-0.042
0.725,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.069
0.036,0.019,0.022,0.021	0.03,0.025,0.026,0.025	-0.002
0.107,0.194,0.14,0.157	0.255,0.273,0.176,0.224	-0.082
0.025,0.015,0.033,0.029	0.015,0.015,0.021,0.049	0.001
1.0,1.0,1.0,1.0	1.0,0.979,1.0,1.0	0.005
0.553,0.637,0.642,0.773	0.67,0.645,0.68,0.784	-0.043
0.009,0.007,0.006,0.006	0.011,0.01,0.011,0.013	-0.004
1.0,1.0,1.0,1.0	0.983,0.976,1.0,0.982	0.015
1.0,1.0,1.0,1.0	1.0,1.0,0.943,0.925	0.033
0.165,0.109,0.123,0.136	0.169,0.133,0.109,0.237	-0.029
0.945,0.918,0.963,0.964	0.942,0.942,0.971,0.955	-0.005
0.012,0.037,0.033,0.017	0.025,0.042,0.021,0.025	-0.004
0.174,1.0,0.137,NA	0.22,1.0,0.717,1.0	-0.297
0.279,0.308,0.515,0.336	0.484,0.466,0.35,0.505	-0.092
1.0,0.982,0.966,0.938	0.977,0.975,0.963,0.99	-0.005
0.0,0.0,0.0,0.0	0.0,0.077,0.0,0.0	-0.019
0.056,0.03,0.033,0.015	0.081,0.082,0.084,0.081	-0.049
0.058,0.066,0.062,0.044	0.072,0.06,0.076,0.067	-0.011
0.063,0.069,0.086,0.044	0.077,0.116,0.087,0.063	-0.02
0.342,0.296,0.417,0.426	0.619,0.523,0.468,0.505	-0.158
0.017,0.014,0.026,0.015	0.027,0.032,0.026,0.032	-0.011
0.064,0.132,0.13,0.09	0.096,0.066,0.069,0.099	0.022
0.236,0.449,0.355,0.222	0.282,0.219,0.315,0.343	0.026
0.488,0.706,0.608,0.459	0.524,0.577,0.624,0.705	-0.042
1.0,1.0,1.0,1.0	1.0,1.0,0.978,0.982	0.01
1.0,1.0,1.0,1.0	1.0,0.984,0.923,0.983	0.027
1.0,0.4,0.75,1.0	1.0,0.667,1.0,1.0	-0.129
0.0,0.0,0.0,0.231	0.0,0.04,0.2,0.0	-0.002
1.0,1.0,1.0,1.0	1.0,1.0,0.82,1.0	0.045
0.5,0.0,0.0,1.0	0.556,0.143,0.263,0.5	0.009
0.333,1.0,1.0,1.0	1.0,0.333,1.0,1.0	0.0
1.0,0.0,1.0,NA	NA,1.0,0.238,1.0	-0.079
0.067,0.104,0.126,0.103	0.099,0.104,0.135,0.076	-0.004
0.042,0.05,0.136,0.042	0.108,0.115,0.126,0.05	-0.032
0.856,0.878,0.843,0.885	0.906,0.984,0.779,0.918	-0.031
0.845,0.923,0.854,0.916	0.949,0.936,0.859,0.859	-0.016
1.0,1.0,1.0,0.866	1.0,1.0,1.0,1.0	-0.033
0.238,0.833,0.76,0.5	0.6,0.581,0.481,0.462	0.052
0.412,0.647,0.581,0.455	0.619,0.588,0.704,0.652	-0.117
0.375,0.333,0.463,0.355	0.268,0.333,0.412,0.297	0.054
0.323,0.336,0.352,0.318	0.341,0.374,0.398,0.263	-0.012
0.547,0.569,0.18,0.142	0.099,0.569,0.209,0.664	-0.026
0.667,NA,1.0,1.0	NA,0.667,NA,1.0	0.055
1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.333	0.167
0.159,0.183,0.219,0.1	0.301,0.192,0.209,0.248	-0.072
0.947,1.0,0.972,1.0	1.0,0.97,0.94,1.0	0.002
0.636,0.45,0.5,0.362	0.733,0.6,0.731,0.5	-0.154
0.23,0.373,0.443,NA	0.23,NA,0.417,1.0	-0.2
0.026,0.019,0.031,0.013	0.02,0.028,0.026,0.016	-0.0
0.994,0.994,0.995,0.99	1.0,0.987,0.994,0.998	-0.002
0.044,0.07,0.056,0.035	0.049,0.066,0.046,0.052	-0.002
0.03,0.029,0.042,0.02	0.025,0.038,0.032,0.033	-0.002
0.06,0.065,0.072,0.037	0.066,0.065,0.058,0.067	-0.005
0.6,0.701,0.686,0.436	0.687,0.591,0.557,0.642	-0.013
0.076,0.0,0.0,0.0	0.147,0.0,0.117,0.0	-0.047
1.0,1.0,1.0,1.0	1.0,0.978,1.0,0.976	0.012
0.051,0.074,0.074,0.044	0.063,0.063,0.049,0.069	-0.0
0.405,0.467,0.5,0.429	0.418,0.475,0.321,0.72	-0.033
0.012,0.024,0.022,0.021	0.024,0.031,0.03,0.037	-0.011
0.009,0.014,0.01,0.015	0.012,0.021,0.012,0.015	-0.003
0.0,0.167,0.0,0.0	0.0,0.0,0.2,0.0	-0.008
