IncLevel1	IncLevel2	IncLevelDifference
1.0,1.0,1.0,0.954	1.0,1.0,1.0,1.0	-0.012
0.301,0.283,0.308,0.275	0.288,0.284,0.342,0.351	-0.025
0.97,0.976,1.0,1.0	1.0,1.0,0.975,1.0	-0.007
0.05,0.057,0.084,0.147	0.097,0.098,0.097,0.123	-0.019
NA,0.0,NA,NA	1.0,0.661,1.0,1.0	-0.915
0.716,0.601,0.676,0.656	0.578,0.709,0.694,0.642	0.007
1.0,0.763,1.0,0.912	1.0,0.951,0.848,0.816	0.015
0.117,0.104,0.117,0.0	0.128,0.085,0.094,0.0	0.008
0.002,0.004,0.001,0.004	0.0,0.007,0.004,0.007	-0.002
0.933,1.0,0.971,1.0	0.955,0.945,1.0,0.862	0.035
0.062,0.029,0.085,0.051	0.111,0.071,0.073,0.043	-0.018
0.676,0.678,0.71,0.726	0.723,0.7,0.668,0.754	-0.014
1.0,1.0,0.996,0.994	1.0,0.986,1.0,1.0	0.001
0.0,0.009,0.0,0.008	0.02,0.0,0.009,0.012	-0.006
0.919,0.844,0.784,0.831	0.904,0.985,0.902,0.901	-0.079
0.047,0.077,0.123,0.111	0.12,0.062,0.079,0.111	-0.004
0.009,0.019,0.011,0.0	0.019,0.007,0.0,0.0	0.003
0.935,1.0,1.0,1.0	0.904,1.0,0.954,1.0	0.019
0.294,0.162,0.259,0.168	0.373,0.249,0.109,0.161	-0.002
0.023,0.025,0.028,0.0	0.0,0.0,0.018,0.0	0.014
0.481,0.518,0.476,0.439	0.538,0.471,0.456,0.47	-0.005
1.0,1.0,1.0,0.958	1.0,1.0,1.0,1.0	-0.01
0.022,0.027,0.019,0.0	0.0,0.0,0.018,0.017	0.008
0.019,0.026,0.022,0.014	0.016,0.01,0.008,0.011	0.009
1.0,1.0,0.996,1.0	1.0,1.0,0.994,1.0	0.001
0.966,0.968,0.965,0.934	0.971,0.979,0.956,0.991	-0.016
0.995,0.997,0.996,0.987	0.995,0.998,0.997,1.0	-0.004
1.0,0.985,0.975,0.904	0.945,0.928,0.974,0.986	0.008
0.278,0.303,0.294,0.283	0.317,0.337,0.296,0.357	-0.037
1.0,0.992,0.987,0.992	0.997,0.997,0.995,1.0	-0.004
1.0,0.381,1.0,0.235	0.381,0.649,0.381,NA	0.184
0.381,1.0,0.291,1.0	0.11,1.0,0.316,NA	0.193
0.702,0.702,0.662,0.846	0.758,1.0,0.677,0.797	-0.08
1.0,1.0,0.99,1.0	1.0,0.985,0.994,0.994	0.004
0.023,0.025,0.022,0.008	0.014,0.03,0.014,0.017	0.001
0.913,0.929,0.912,0.905	0.923,0.876,0.918,0.912	0.007
0.962,1.0,1.0,1.0	1.0,1.0,0.978,1.0	-0.004
0.145,0.126,0.104,0.11	0.162,0.108,0.119,0.146	-0.013
0.767,0.649,0.592,0.698	0.87,0.653,0.682,0.727	-0.056
1.0,0.993,0.994,1.0	0.984,1.0,1.0,0.989	0.004
1.0,0.0,1.0,0.0	1.0,0.667,0.401,1.0	-0.267
0.813,0.833,0.833,0.802	0.754,0.851,0.781,0.784	0.028
0.394,0.0,0.0,0.0	0.369,0.218,0.196,0.0	-0.097
0.077,0.108,0.161,0.173	0.114,0.091,0.145,0.149	0.005
0.045,0.174,0.039,0.014	0.062,0.082,0.041,0.13	-0.011
1.0,1.0,0.966,1.0	1.0,1.0,1.0,1.0	-0.008
0.989,0.993,0.987,0.985	0.986,0.984,0.988,0.987	0.002
0.333,1.0,0.4,0.5	1.0,0.2,0.6,0.6	-0.042
0.101,0.146,0.108,0.094	0.059,0.116,0.084,0.073	0.029
0.0,0.082,0.055,0.06	0.0,0.0,0.019,0.041	0.034
0.824,0.797,0.857,0.804	0.778,0.818,0.863,0.785	0.009
0.768,0.762,0.755,0.787	0.33,0.578,0.816,0.775	0.143
0.946,0.828,0.966,0.953	1.0,1.0,1.0,0.921	-0.057
0.009,0.008,0.014,0.011	0.012,0.014,0.014,0.012	-0.003
0.268,0.159,0.218,0.179	0.21,0.214,0.128,0.187	0.021
1.0,1.0,1.0,1.0	1.0,0.994,1.0,1.0	0.002
1.0,1.0,1.0,1.0	1.0,1.0,0.996,1.0	0.001
0.333,0.627,0.57,0.354	0.634,0.573,0.573,0.573	-0.117
1.0,1.0,0.986,0.985	1.0,0.993,1.0,0.993	-0.004
1.0,1.0,1.0,1.0	1.0,0.995,1.0,1.0	0.001
0.085,0.017,0.099,0.118	0.084,0.249,0.119,0.104	-0.059
0.032,0.0,0.063,0.008	0.0,0.01,0.031,0.0	0.016
0.571,0.553,0.725,0.708	0.495,0.668,0.63,0.588	0.044
0.843,0.82,0.886,0.926	0.845,0.878,0.865,0.859	0.007
0.983,0.97,0.966,0.987	0.985,0.97,0.99,0.973	-0.003
0.751,0.827,0.759,0.785	0.859,0.839,0.773,0.951	-0.075
0.768,0.847,0.751,0.816	0.882,0.855,0.786,0.957	-0.075
0.918,0.948,0.894,0.939	0.969,0.95,0.925,0.988	-0.033
0.823,0.847,0.585,0.87	0.77,0.909,1.0,0.875	-0.107
0.981,0.981,0.941,0.982	0.969,0.99,1.0,0.987	-0.015
0.993,1.0,0.995,1.0	0.994,0.99,1.0,0.994	0.003
1.0,0.929,1.0,1.0	1.0,1.0,1.0,1.0	-0.018
1.0,0.98,0.988,0.982	1.0,1.0,0.967,1.0	-0.004
1.0,0.981,0.989,0.98	1.0,1.0,0.969,1.0	-0.005
0.975,1.0,1.0,1.0	0.981,1.0,1.0,1.0	-0.001
0.768,0.675,0.697,0.671	0.755,0.719,0.694,0.673	-0.008
0.984,1.0,0.996,0.996	1.0,0.988,0.996,1.0	-0.002
0.0,0.0,0.0,0.0	0.0,0.0,0.003,0.0	-0.001
0.948,0.971,0.975,0.959	0.966,0.956,0.922,1.0	0.002
1.0,1.0,1.0,1.0	1.0,0.856,1.0,1.0	0.036
0.581,0.517,0.503,0.594	0.521,0.527,0.54,0.608	-0.0
1.0,0.993,0.992,0.975	1.0,0.992,0.995,0.984	-0.003
0.993,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.002
0.0,0.0,0.005,0.0	0.008,0.003,0.012,0.0	-0.004
0.459,0.544,0.498,0.538	0.506,0.538,0.492,0.498	0.001
0.096,0.113,0.076,0.091	0.127,0.047,0.067,0.076	0.015
1.0,1.0,0.978,0.974	1.0,1.0,1.0,1.0	-0.012
1.0,1.0,0.994,0.992	1.0,1.0,1.0,1.0	-0.004
0.497,1.0,1.0,NA	1.0,NA,NA,1.0	-0.168
0.607,0.764,0.839,0.633	0.824,0.819,0.836,0.828	-0.116
0.805,0.802,0.771,0.808	0.823,0.803,0.829,0.805	-0.019
0.0,0.034,0.014,0.068	0.029,0.013,0.065,0.043	-0.009
0.01,0.047,0.104,0.085	0.108,0.062,0.057,0.051	-0.008
0.0,0.491,0.561,0.777	0.823,0.635,0.367,0.744	-0.185
0.789,0.714,1.0,1.0	0.882,0.675,0.714,1.0	0.058
0.472,0.182,0.472,0.0	0.373,0.389,0.426,0.0	-0.016
0.089,0.074,0.101,0.037	0.134,0.064,0.084,0.074	-0.014
0.03,0.018,0.035,0.024	0.052,0.045,0.021,0.048	-0.015
0.725,0.904,0.781,0.774	0.566,0.668,0.803,0.751	0.099
1.0,1.0,0.77,0.69	1.0,1.0,0.875,0.7	-0.029
0.398,0.21,0.238,0.38	0.226,0.36,0.277,0.294	0.017
0.285,0.288,0.337,0.291	0.305,0.362,0.358,0.344	-0.042
0.0,0.0,0.0,0.024	0.0,0.0,0.0,0.0	0.006
0.145,0.212,0.187,0.081	0.182,0.22,0.194,0.216	-0.047
0.02,0.035,0.069,0.082	0.122,0.062,0.096,0.063	-0.034
0.556,0.653,1.0,1.0	1.0,1.0,0.79,1.0	-0.145
1.0,1.0,1.0,0.997	1.0,1.0,1.0,1.0	-0.001
1.0,1.0,1.0,1.0	1.0,0.988,1.0,1.0	0.003
1.0,1.0,1.0,1.0	0.992,1.0,1.0,1.0	0.002
0.136,0.061,0.15,0.028	0.036,0.049,0.017,0.078	0.049
0.094,0.056,0.109,0.06	0.132,0.101,0.135,0.068	-0.029
0.0,0.0,0.0,0.0	0.0,0.026,0.021,0.0	-0.012
0.008,0.0,0.0,0.0	0.0,0.0,0.006,0.0	0.001
0.048,0.202,0.078,0.145	0.202,0.078,0.092,0.0	0.025
1.0,0.892,1.0,1.0	1.0,1.0,1.0,1.0	-0.027
0.794,0.375,0.756,0.646	0.61,0.599,0.27,0.766	0.082
1.0,0.982,1.0,1.0	1.0,1.0,1.0,1.0	-0.004
1.0,0.714,1.0,1.0	1.0,1.0,1.0,1.0	-0.072
1.0,1.0,1.0,1.0	1.0,1.0,0.95,1.0	0.012
0.003,0.002,0.005,0.0	0.0,0.009,0.003,0.003	-0.001
0.947,1.0,1.0,0.878	1.0,0.895,0.951,1.0	-0.005
1.0,0.878,0.912,0.917	1.0,0.824,0.927,0.959	-0.001
1.0,0.93,1.0,1.0	1.0,1.0,1.0,0.947	-0.004
0.084,0.065,0.032,0.075	0.071,0.062,0.091,0.045	-0.003
0.953,0.976,0.95,1.0	0.972,0.956,0.989,0.978	-0.004
1.0,1.0,0.914,0.818	0.823,1.0,1.0,1.0	-0.023
1.0,1.0,0.966,1.0	0.968,1.0,1.0,1.0	-0.0
1.0,0.349,0.547,0.446	0.484,0.707,0.221,0.617	0.078
0.506,0.234,0.436,0.33	0.437,0.266,0.398,0.389	0.004
1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.976	0.006
0.0,0.0,0.0,0.0	0.0,0.041,0.036,0.0	-0.019
0.885,0.952,0.85,0.86	0.947,0.871,0.845,0.897	-0.003
0.0,0.0,0.099,0.0	0.0,0.0,0.058,0.0	0.01
0.984,0.993,1.0,0.986	1.0,1.0,0.997,0.992	-0.006
1.0,NA,1.0,1.0	1.0,1.0,1.0,0.706	0.074
1.0,1.0,1.0,0.916	1.0,1.0,1.0,1.0	-0.021
0.956,0.931,0.9,0.884	0.918,0.933,0.877,0.871	0.018
0.729,0.811,0.656,0.776	0.584,0.726,0.756,0.632	0.069
NA,1.0,1.0,1.0	1.0,NA,0.0,NA	0.5
1.0,1.0,0.993,1.0	0.982,1.0,1.0,1.0	0.003
0.993,1.0,1.0,0.997	1.0,1.0,0.993,1.0	-0.001
0.2,0.149,0.345,0.188	0.195,0.18,0.117,0.131	0.065
0.581,0.585,0.531,0.571	0.507,0.598,0.624,0.554	-0.004
1.0,1.0,1.0,1.0	1.0,1.0,0.879,1.0	0.03
0.594,0.921,0.814,0.854	0.661,0.493,0.565,0.843	0.155
1.0,1.0,0.896,0.851	1.0,1.0,0.489,1.0	0.065
1.0,1.0,0.662,0.495	1.0,1.0,0.424,1.0	-0.067
0.947,0.958,1.0,1.0	1.0,1.0,0.979,0.945	-0.005
0.102,0.133,0.221,0.095	0.117,0.077,0.042,0.048	0.067
0.054,0.088,0.036,0.05	0.037,0.087,0.061,0.059	-0.004
0.979,0.953,0.941,1.0	0.981,0.959,0.891,0.973	0.017
1.0,1.0,0.98,1.0	1.0,0.987,1.0,1.0	-0.002
0.155,0.179,0.253,0.151	0.211,0.206,0.205,0.175	-0.015
NA,NA,0.5,NA	NA,NA,1.0,NA	-0.5
0.006,0.007,0.007,0.012	0.012,0.008,0.017,0.008	-0.003
1.0,NA,0.0,0.0	0.0,0.0,0.0,0.0	0.333
1.0,NA,NA,0.446	1.0,1.0,NA,1.0	-0.277
1.0,1.0,0.818,1.0	0.75,0.905,1.0,1.0	0.041
0.017,0.012,0.007,0.031	0.012,0.019,0.011,0.007	0.005
1.0,1.0,0.998,1.0	1.0,1.0,1.0,0.991	0.002
0.026,0.049,0.074,0.038	0.076,0.053,0.134,0.094	-0.042
0.182,0.343,0.124,0.181	0.133,0.183,0.256,0.218	0.01
0.772,0.787,1.0,1.0	0.382,1.0,1.0,1.0	0.044
0.999,0.999,0.999,0.999	1.0,0.999,1.0,0.999	-0.001
1.0,NA,NA,NA	0.0,NA,NA,NA	1.0
0.839,0.839,1.0,1.0	1.0,0.855,0.887,1.0	-0.016
0.995,1.0,1.0,1.0	0.995,0.997,1.0,0.996	0.002
0.767,0.729,0.784,0.687	0.836,0.727,0.727,0.73	-0.013
1.0,1.0,1.0,1.0	1.0,1.0,0.973,1.0	0.007
0.889,0.455,0.867,0.892	0.722,0.727,0.818,0.568	0.067
1.0,0.887,1.0,0.969	0.976,1.0,1.0,0.959	-0.02
0.905,0.944,0.96,0.976	0.947,0.975,0.922,0.932	0.002
0.014,0.014,0.004,0.009	0.018,0.01,0.014,0.016	-0.004
0.0,0.032,0.0,0.015	0.02,0.005,0.0,0.01	0.003
1.0,1.0,NA,1.0	0.333,1.0,1.0,1.0	0.167
1.0,1.0,1.0,1.0	1.0,0.991,1.0,1.0	0.002
0.795,0.699,0.72,0.639	0.71,0.81,0.729,0.739	-0.034
0.956,0.648,0.878,0.943	0.782,0.844,0.839,0.768	0.048
1.0,1.0,1.0,0.912	0.961,0.873,1.0,0.824	0.064
0.0,0.0,0.216,0.0	0.0,0.07,0.0,0.0	0.036
0.0,0.0,0.0,0.0	0.0,0.121,0.0,0.0	-0.03
0.949,1.0,1.0,1.0	1.0,0.957,0.976,1.0	0.004
1.0,1.0,1.0,1.0	0.938,0.979,1.0,1.0	0.021
0.029,0.057,0.008,0.017	0.033,0.03,0.019,0.042	-0.003
1.0,1.0,1.0,1.0	0.993,1.0,1.0,1.0	0.002
0.969,1.0,0.985,0.992	1.0,0.996,1.0,1.0	-0.013
0.955,1.0,0.972,0.986	1.0,0.992,1.0,1.0	-0.02
1.0,1.0,1.0,1.0	1.0,1.0,0.983,1.0	0.004
0.988,0.992,0.989,0.973	0.992,0.985,0.993,0.99	-0.005
1.0,1.0,1.0,1.0	1.0,0.989,1.0,1.0	0.003
0.023,0.0,0.012,0.0	0.008,0.006,0.013,0.014	-0.001
0.821,0.89,0.779,0.814	0.921,0.899,0.883,0.86	-0.065
0.0,0.0,0.031,0.0	0.012,0.0,0.016,0.027	-0.006
0.664,0.596,0.728,0.612	0.648,0.712,0.672,0.639	-0.018
1.0,1.0,1.0,0.484	0.484,0.652,NA,1.0	0.159
0.0,0.0,0.0,0.0	0.161,0.194,0.129,0.08	-0.141
0.993,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.002
0.957,1.0,0.871,0.958	0.935,0.921,0.874,0.896	0.04
0.636,0.802,0.955,0.545	0.766,0.649,0.661,0.535	0.082
1.0,1.0,1.0,0.977	1.0,1.0,1.0,1.0	-0.006
0.0,0.0,0.0,0.0	0.107,0.167,0.0,0.065	-0.085
1.0,NA,NA,0.0	NA,NA,NA,0.0	0.5
0.328,0.34,0.411,0.493	0.488,0.429,0.361,0.351	-0.014
0.0,0.006,0.005,0.006	0.0,0.0,0.0,0.005	0.003
0.056,0.063,0.0,0.039	0.043,0.009,0.111,0.042	-0.012
0.0,0.0,0.0,0.0	0.075,0.0,0.094,0.0	-0.042
0.046,0.046,0.031,0.042	0.025,0.035,0.03,0.023	0.013
0.719,0.176,0.739,0.362	0.46,0.749,0.63,0.338	-0.045
1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.998	0.0
1.0,0.95,0.916,0.987	0.944,0.933,0.986,0.935	0.014
0.076,0.121,0.109,0.055	0.096,0.148,0.091,0.053	-0.007
0.986,0.956,0.958,0.93	0.949,0.937,0.923,0.92	0.025
0.042,0.013,0.005,0.02	0.0,0.006,0.0,0.013	0.015
0.061,0.024,0.046,0.081	0.059,0.042,0.049,0.038	0.006
1.0,1.0,1.0,1.0	0.919,1.0,1.0,1.0	0.02
0.0,0.0,0.0,0.008	0.009,0.009,0.0,0.01	-0.005
0.257,0.239,0.317,0.261	0.301,0.294,0.249,0.262	-0.008
0.995,0.99,0.991,1.0	0.986,0.969,0.996,0.992	0.008
0.474,0.467,0.366,0.504	0.508,0.449,0.477,0.407	-0.008
0.399,0.166,0.427,0.218	0.449,0.271,0.318,0.352	-0.045
0.236,0.276,0.263,0.192	0.317,0.257,0.257,0.222	-0.022
0.83,0.886,0.797,0.908	0.848,0.831,0.888,0.879	-0.006
0.033,0.025,0.034,0.026	0.028,0.019,0.031,0.019	0.005
0.04,0.042,0.0,0.052	0.038,0.056,0.036,0.047	-0.011
0.165,0.075,0.0,0.147	0.067,0.161,0.158,0.127	-0.032
0.824,0.642,0.699,0.755	0.64,0.759,0.83,0.744	-0.013
0.08,0.127,0.03,0.085	0.135,0.085,0.096,0.074	-0.017
0.79,0.819,0.825,0.765	0.781,0.715,0.795,0.692	0.054
1.0,1.0,0.497,1.0	1.0,1.0,1.0,NA	-0.126
0.332,0.381,0.351,0.294	0.405,0.374,0.387,0.467	-0.069
0.625,0.632,0.643,0.687	0.637,0.668,0.656,0.678	-0.013
0.574,NA,1.0,1.0	1.0,1.0,1.0,1.0	-0.142
NA,0.258,NA,1.0	0.343,0.343,0.343,0.095	0.348
0.016,0.015,0.055,0.0	0.065,0.089,0.071,0.013	-0.038
1.0,1.0,1.0,1.0	1.0,1.0,0.994,1.0	0.002
0.0,0.0,0.0,0.0	0.02,0.026,0.013,0.016	-0.019
0.0,0.0,0.0,0.0	0.0,0.0,1.0,NA	-0.333
0.962,0.958,0.942,0.975	0.853,0.918,0.918,0.963	0.046
1.0,0.945,1.0,0.981	0.945,0.989,0.954,0.967	0.018
1.0,1.0,0.933,0.898	0.984,0.917,1.0,0.982	-0.013
0.091,0.0,0.0,0.143	0.048,0.143,0.3,0.0	-0.064
0.018,0.0,0.0,0.129	0.061,0.0,0.07,0.029	-0.003
NA,NA,NA,1.0	1.0,NA,0.0,NA	0.5
0.055,0.088,0.052,0.05	0.029,0.066,0.056,0.018	0.019
1.0,0.992,0.951,0.981	1.0,0.994,0.973,1.0	-0.011
1.0,0.989,0.964,0.96	0.979,0.977,0.976,0.99	-0.002
0.176,0.176,0.727,0.0	0.056,0.062,0.127,0.176	0.164
1.0,1.0,0.841,1.0	1.0,1.0,1.0,1.0	-0.04
0.793,0.973,0.947,0.781	0.924,0.917,0.958,0.922	-0.057
0.791,0.816,0.77,0.823	0.834,0.79,0.839,0.791	-0.014
0.927,0.934,0.904,0.858	0.878,0.83,0.918,0.83	0.042
0.032,0.032,0.036,0.022	0.022,0.033,0.029,0.036	0.001
1.0,1.0,1.0,1.0	1.0,0.775,1.0,1.0	0.056
0.042,0.319,0.211,0.154	0.289,0.156,0.115,0.237	-0.018
1.0,1.0,0.991,1.0	1.0,1.0,1.0,1.0	-0.002
0.374,0.32,0.3,0.299	0.357,0.333,0.277,0.326	0.0
0.129,0.727,0.58,0.321	0.441,0.345,0.202,0.336	0.108
0.286,0.333,0.366,0.379	0.273,0.364,0.556,0.529	-0.09
0.231,0.053,0.217,0.259	0.032,0.067,0.2,0.161	0.075
0.545,0.455,0.447,0.455	0.529,0.548,0.68,0.667	-0.131
0.524,0.143,0.308,0.355	0.189,0.282,0.375,0.316	0.042
0.404,0.184,0.328,0.379	0.153,0.253,0.213,0.172	0.126
0.72,0.806,0.775,0.675	0.74,0.852,0.801,0.811	-0.057
0.739,0.702,0.637,0.557	1.0,0.739,0.883,0.895	-0.221
0.835,0.699,0.79,0.82	0.883,0.717,0.767,0.739	0.009
1.0,0.854,1.0,NA	1.0,1.0,1.0,1.0	-0.049
0.975,1.0,0.982,1.0	1.0,0.981,0.959,1.0	0.004
0.031,0.084,0.046,0.013	0.042,0.056,0.011,0.097	-0.008
0.378,0.263,0.395,0.29	0.306,0.432,0.527,0.275	-0.053
0.041,0.048,0.031,0.052	0.039,0.059,0.031,0.045	-0.001
0.058,0.201,0.123,0.111	0.056,0.167,0.083,0.105	0.021
0.048,0.043,0.05,0.039	0.046,0.057,0.053,0.054	-0.007
0.859,0.966,0.947,1.0	0.932,0.862,0.927,1.0	0.013
0.699,0.709,0.752,0.764	0.808,0.829,0.827,0.783	-0.081
NA,NA,0.0,NA	NA,0.0,NA,0.485	-0.242
0.0,0.0,0.0,0.0	0.0,0.145,0.0,0.0	-0.036
0.349,0.763,0.707,0.0	0.801,0.0,0.617,0.446	-0.011
0.014,0.0,0.0,0.0	0.0,0.012,0.0,0.0	0.001
0.471,0.396,0.428,0.589	0.438,0.274,0.473,0.396	0.076
0.5,0.471,0.412,0.333	0.434,0.429,0.469,0.37	0.004
0.945,0.951,0.93,0.966	0.97,0.926,0.961,0.971	-0.009
0.05,0.029,0.063,0.033	0.087,0.082,0.064,0.107	-0.041
1.0,0.997,1.0,1.0	0.993,0.998,0.998,1.0	0.002
0.158,0.227,0.287,0.098	0.309,0.31,0.293,0.294	-0.109
0.955,0.976,0.952,0.96	0.948,0.961,0.983,0.964	-0.003
0.977,0.986,0.968,0.982	0.965,0.973,0.99,0.976	0.002
0.893,0.879,0.933,0.927	0.856,0.844,0.91,0.932	0.023
1.0,0.944,0.874,0.845	0.883,0.807,0.941,1.0	0.008
0.63,0.62,0.635,0.629	0.664,0.672,0.636,0.606	-0.016
0.007,0.013,0.014,0.008	0.008,0.009,0.01,0.017	-0.001
0.994,0.995,1.0,0.995	0.995,0.993,1.0,0.987	0.002
0.913,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.022
1.0,0.994,0.992,0.991	0.995,0.99,0.985,1.0	0.002
0.0,0.191,0.212,0.0	0.0,NA,0.0,NA	0.101
1.0,0.935,0.854,0.803	0.722,1.0,0.673,0.894	0.076
0.655,0.739,0.615,0.285	0.556,0.481,0.61,0.826	-0.045
0.514,0.61,0.574,0.202	0.468,0.227,0.555,0.725	-0.019
0.972,0.966,0.969,0.993	0.981,0.979,0.976,0.987	-0.006
0.558,0.407,0.279,0.396	0.57,0.24,0.558,0.265	0.002
0.629,0.388,0.707,0.636	0.52,0.553,0.468,0.582	0.059
1.0,1.0,0.5,0.666	1.0,0.666,0.863,0.631	0.001
0.14,0.073,0.41,0.157	0.175,0.2,0.125,0.248	0.008
0.985,0.986,1.0,1.0	1.0,0.991,1.0,1.0	-0.005
1.0,0.595,0.46,0.585	0.623,0.525,0.815,0.913	-0.059
0.276,0.605,0.431,0.398	0.441,0.32,0.293,0.496	0.04
1.0,1.0,1.0,0.992	1.0,1.0,1.0,0.993	-0.0
0.99,1.0,1.0,0.992	1.0,1.0,1.0,0.977	0.001
NA,NA,1.0,NA	0.0,1.0,NA,0.434	0.522
0.935,0.937,0.954,0.926	0.905,0.931,0.931,0.949	0.009
0.975,0.977,0.976,0.975	0.974,0.966,0.972,0.963	0.007
1.0,0.99,1.0,1.0	1.0,1.0,1.0,1.0	-0.002
1.0,1.0,1.0,1.0	1.0,1.0,0.996,1.0	0.001
1.0,1.0,1.0,1.0	1.0,1.0,0.732,1.0	0.067
0.114,0.098,0.083,0.095	0.052,0.099,0.08,0.106	0.013
0.751,0.879,0.899,0.897	0.819,0.799,0.79,0.887	0.033
0.095,0.049,0.065,0.103	0.099,0.079,0.068,0.103	-0.009
1.0,1.0,0.846,1.0	1.0,1.0,1.0,1.0	-0.038
0.974,0.975,0.99,0.98	0.988,0.974,0.981,0.987	-0.003
0.905,0.937,0.938,0.946	0.91,0.947,0.878,0.962	0.007
0.977,0.983,0.989,0.984	0.982,0.985,0.968,0.994	0.001
0.988,0.988,1.0,0.948	0.991,1.0,1.0,1.0	-0.017
0.876,0.86,0.804,0.861	0.771,0.93,0.901,0.85	-0.013
1.0,1.0,1.0,0.989	1.0,1.0,1.0,1.0	-0.003
0.005,0.006,0.005,0.007	0.007,0.009,0.008,0.006	-0.002
1.0,0.969,1.0,1.0	1.0,0.992,1.0,1.0	-0.006
0.97,0.979,0.969,0.988	0.978,0.987,0.923,0.978	0.01
0.693,0.832,0.747,0.838	0.821,0.882,0.739,0.744	-0.019
1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.985	0.004
0.034,0.0,0.0,0.06	0.037,0.0,0.0,0.06	-0.001
1.0,1.0,1.0,1.0	1.0,1.0,0.976,1.0	0.006
0.033,0.0,0.035,0.019	0.03,0.0,0.03,0.028	-0.0
0.074,0.087,0.0,0.031	0.047,0.022,0.069,0.022	0.008
0.12,0.0,0.0,0.0	0.0,0.0,0.0,0.0	0.03
0.889,0.846,0.881,0.874	0.859,0.866,0.869,0.856	0.01
0.434,0.381,0.385,0.399	0.393,0.371,0.397,0.428	0.003
0.664,0.71,0.71,0.708	0.68,0.694,0.655,0.716	0.012
1.0,1.0,1.0,1.0	1.0,0.961,0.938,1.0	0.025
NA,1.0,0.738,1.0	1.0,0.868,1.0,1.0	-0.054
0.148,0.276,0.343,0.171	0.293,0.285,0.262,0.194	-0.024
0.826,0.831,0.868,0.827	0.739,0.787,0.709,0.908	0.052
1.0,1.0,0.992,0.991	1.0,0.998,0.997,0.997	-0.002
0.258,0.398,0.296,0.341	0.302,0.35,0.387,0.359	-0.026
1.0,1.0,0.82,1.0	1.0,1.0,1.0,1.0	-0.045
0.901,0.965,0.959,0.949	0.981,0.966,0.973,0.934	-0.02
0.881,0.9,0.868,0.857	0.897,0.962,0.94,0.924	-0.054
0.067,0.046,0.057,0.024	0.068,0.039,0.043,0.028	0.004
0.933,1.0,1.0,1.0	0.929,1.0,1.0,1.0	0.001
1.0,0.333,0.714,1.0	1.0,1.0,1.0,1.0	-0.238
0.968,0.974,0.973,0.997	0.987,0.99,0.966,0.983	-0.003
0.025,0.012,0.053,0.029	0.025,0.022,0.032,0.016	0.006
1.0,1.0,1.0,0.973	1.0,1.0,1.0,1.0	-0.007
1.0,0.973,1.0,0.982	1.0,0.968,1.0,0.947	0.01
0.976,1.0,0.974,0.977	0.967,0.982,0.995,0.983	0.0
1.0,NA,1.0,1.0	1.0,1.0,0.75,1.0	0.062
0.922,1.0,1.0,0.94	0.966,0.97,0.971,0.915	0.01
0.976,1.0,1.0,0.981	0.99,0.99,0.99,0.966	0.005
1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.988	0.003
1.0,0.969,1.0,1.0	1.0,1.0,1.0,1.0	-0.008
0.871,0.865,1.0,0.906	0.921,0.931,0.799,0.746	0.061
0.991,0.957,0.927,0.966	0.966,0.949,0.957,0.936	0.008
0.337,0.294,0.28,0.325	0.337,0.337,0.368,0.29	-0.024
0.024,0.016,0.023,0.021	0.025,0.029,0.026,0.025	-0.005
0.251,0.701,0.343,0.402	0.54,0.155,0.627,0.251	0.031
0.101,0.0,0.079,0.0	0.065,0.004,0.097,0.025	-0.003
NA,0.0,NA,0.0	NA,1.0,0.485,1.0	-0.828
0.386,0.32,0.531,0.0	0.0,0.702,NA,0.35	-0.041
0.432,0.577,0.573,0.336	0.524,0.653,0.533,0.614	-0.101
0.128,0.125,0.279,0.077	0.085,0.13,0.146,0.227	0.005
0.0,NA,0.0,1.0	0.778,0.189,1.0,0.259	-0.223
0.0,0.008,0.0,0.007	0.015,0.006,0.011,0.005	-0.005
0.024,0.036,0.027,0.027	0.014,0.023,0.018,0.017	0.01
1.0,0.657,1.0,0.808	0.873,0.924,0.902,0.838	-0.018
1.0,1.0,1.0,0.994	0.993,0.994,1.0,0.99	0.004
0.9,1.0,1.0,1.0	1.0,1.0,0.965,1.0	-0.016
0.108,0.181,0.146,0.158	0.09,0.184,0.114,0.148	0.014
0.033,0.059,0.01,0.049	0.053,0.062,0.098,0.078	-0.035
0.53,0.297,0.31,0.175	0.179,0.287,0.25,0.195	0.1
1.0,0.982,1.0,1.0	1.0,1.0,1.0,1.0	-0.004
0.987,0.981,0.984,0.994	0.99,0.988,0.987,1.0	-0.005
0.03,0.025,0.033,0.029	0.023,0.036,0.016,0.018	0.006
0.139,0.11,0.12,0.106	0.19,0.201,0.061,0.098	-0.019
1.0,1.0,0.996,0.99	1.0,1.0,1.0,1.0	-0.004
0.998,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.0
0.964,0.973,0.986,0.983	0.976,0.971,0.966,0.981	0.003
