ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR
740	154,163,248,197	1,0,0,0	215,195,200,201	0,0,0,0	172	149	0.32434565961963	0.672561360740225
741	46,27,56,72	2,0,8,3	60,61,65,45	4,5,9,5	155	149	0.184244142391348	0.567424242895964
742	33,46,80,43	10,6,2,19	31,42,59,37	5,12,16,17	282	149	0.233953121452317	0.638803649864166
743	83,70,131,85	0,0,0,1	112,90,97,87	0,0,0,0	349	149	0.313892032405753	0.672561360740225
744	0,0,0,0	8,18,18,7	2,2,0,1	15,9,8,13	165	149	0.000244164536877922	0.0685127009251644
745	1,0,0,0	0,0,0,1	0,0,0,0	0,0,0,3	150	149	0.969079997695752	0.999202115572178
747	40,47,70,69	53,59,65,46	50,58,61,56	34,50,70,67	230	149	0.900869495389566	0.999202115572178
748	0,1,1,1	101,131,168,130	0,0,0,1	118,193,148,167	179	149	0.239151860314526	0.639713261220373
749	4,7,0,5	46,70,92,83	4,1,9,3	60,79,49,46	220	149	0.757690611410187	0.964333505431147
750	0,0,0,0	10,1,12,5	1,0,1,0	9,6,7,9	205	149	0.0129915521922978	0.226273809572387
751	63,65,38,83	351,298,435,484	39,65,53,43	356,411,467,395	357	149	0.169257715130374	0.548989735894883
752	3,1,10,2	1,4,3,3	4,7,6,3	4,2,3,5	175	149	0.865868521552522	0.999202115572178
755	579,652,855,833	0,0,0,0	621,779,699,670	0,0,0,1	204	149	0.143947747282933	0.531811242704171
757	191,266,454,335	0,3,7,1	379,464,379,332	4,6,1,4	2001	149	0.57391456509778	0.833056356454815
758	5,15,12,6	51,91,82,86	9,17,13,5	71,82,109,75	178	149	0.777219939927624	0.96924814436466
759	94,146,187,127	1,5,6,7	150,183,163,125	6,9,10,8	202	149	0.119549854038213	0.506578927740333
760	5,2,1,3	108,143,177,141	0,1,0,2	123,149,193,142	158	149	0.0279759038625584	0.32288287092104
761	11,6,9,22	87,106,96,128	13,12,11,7	106,128,111,91	289	149	0.655383981446521	0.89290276331252
762	200,240,348,181	0,0,0,0	303,363,357,241	3,0,0,0	2165	149	0.587881664359063	0.843786286793467
763	0,0,0,1	72,88,132,114	1,1,0,1	99,105,105,90	160	149	0.468763830028662	0.764893256446769
765	88,84,168,116	107,118,139,149	141,138,110,133	130,136,140,142	416	149	0.386172699116456	0.703854621185743
766	319,349,571,449	1,2,3,0	370,489,461,437	3,9,1,2	261	149	0.260506847855555	0.655701278751322
767	73,112,116,149	78,123,193,141	118,106,131,93	110,125,138,130	155	149	0.724538281897582	0.941899766466856
768	5,3,12,3	7,14,15,10	7,8,9,7	8,20,18,12	160	149	0.999202115572178	0.999202115572178
769	46,79,98,44	68,93,132,86	83,75,80,60	82,104,107,93	312	149	0.415721632130823	0.726438243442783
770	175,188,235,296	25,17,42,21	208,225,273,197	26,32,24,19	213	149	0.955277262663244	0.999202115572178
771	22,18,37,24	333,365,551,462	25,20,30,17	452,526,490,468	287	149	0.140894766261476	0.523971899204436
772	2,2,0,3	45,42,64,51	3,5,3,4	71,78,74,76	160	149	0.458041401042598	0.757646553516496
773	2,2,0,3	7,17,20,12	3,5,3,4	29,18,11,19	216	149	0.319372612355829	0.672561360740225
774	45,42,64,51	7,17,20,12	71,78,74,76	29,18,11,19	205	149	0.679824681661725	0.911173177528973
776	8,19,5,11	55,78,96,71	19,14,13,9	73,90,73,67	249	149	0.326375671985025	0.672561360740225
777	12,24,35,31	3,5,7,9	34,24,37,31	9,9,9,13	158	149	0.199917041353327	0.594225778695943
779	4,1,1,1	0,0,1,0	5,2,3,0	0,0,0,0	151	149	0.23778376884884	0.638803649864166
781	29,40,47,50	53,59,79,109	33,48,55,53	44,73,79,55	164	149	0.0231300977366333	0.307557574640523
782	248,298,409,375	122,142,186,140	289,349,331,337	135,142,142,131	182	149	0.452013416486706	0.754950456001324
783	4,0,14,14	2,0,0,0	12,7,2,6	0,0,0,0	221	149	0.406395380428229	0.720248292204637
784	0,2,0,1	0,3,0,0	2,2,1,1	2,2,1,5	285	149	0.249620938111071	0.648332519780885
785	1,1,7,0	58,63,115,75	3,8,6,1	41,78,75,73	156	149	0.0526635551694682	0.393066156249091
786	181,265,342,280	0,0,0,0	250,302,301,255	0,0,1,0	278	149	0.125940964588336	0.506578927740333
787	0,0,0,0	48,52,57,65	1,2,1,1	46,71,70,59	160	149	6.34310846392427e-06	0.00750389731282242
788	0,0,0,0	6,5,2,1	0,0,2,0	3,3,0,0	153	149	0.999202115572178	0.999202115572178
789	92,76,126,134	1,1,2,1	103,123,150,88	5,3,4,1	609	149	0.0465268364653689	0.377927099451368
792	56,62,109,63	0,3,0,1	103,104,76,71	5,1,3,2	180	149	0.0945677075018858	0.48366864879139
793	62,73,131,110	0,0,4,6	138,119,109,117	1,5,0,1	405	149	0.393150972497999	0.70866078394447
795	4,0,0,3	5,9,7,9	2,3,8,1	10,6,7,9	508	149	0.335843467074568	0.675303672990774
796	3,0,0,8	28,28,54,27	4,0,6,3	31,40,40,33	318	149	0.705435822614976	0.930818745917814
797	0,0,0,1	0,0,0,0	1,0,0,0	0,0,2,0	229	149	NA	NA
798	7,10,9,8	117,101,160,148	4,12,9,3	132,165,148,156	153	149	0.19278051746497	0.581042935442191
799	137,144,175,177	0,1,8,3	133,190,164,195	0,1,4,0	169	149	0.114470817263757	0.506578927740333
800	105,133,154,103	0,1,4,3	134,187,174,140	2,3,3,1	214	149	0.999202115572178	0.999202115572178
801	2,2,5,0	5,5,1,4	1,1,3,2	9,8,11,5	280	149	0.238530968080012	0.639558998064015
802	5,3,8,5	0,0,1,0	8,11,4,4	0,0,0,0	225	149	0.248970953100774	0.648332519780885
803	633,724,1091,652	6,1,2,7	1008,1232,1106,954	3,4,2,3	2014	149	0.37749723349741	0.697235327443303
804	251,290,365,332	55,54,90,59	292,392,353,275	48,86,56,60	180	149	0.360533249523272	0.687366372580227
805	47,52,104,74	3,3,9,10	88,72,69,66	10,12,5,11	183	149	0.160233250305673	0.545667621699867
806	33,33,50,33	832,842,1124,1223	25,42,32,37	910,1028,903,829	178	149	0.999202115572178	0.999202115572178
808	6,5,10,10	0,0,0,0	11,7,26,15	0,2,0,0	151	149	0.999202115572178	0.999202115572178
809	1,14,15,5	19,25,47,23	17,13,7,13	35,59,45,35	178	149	0.864908189481468	0.999202115572178
810	488,417,707,558	0,0,1,0	594,690,620,579	0,0,0,0	1532	149	0.269387857981699	0.661457777822995
811	45,48,65,59	50,68,101,92	51,60,64,48	61,80,111,66	224	149	0.999202115572178	0.999202115572178
812	2,9,14,4	8,2,6,5	8,8,3,6	6,9,7,7	252	149	0.38553944763376	0.703854621185743
813	30,28,73,26	5,3,13,9	32,54,40,57	4,7,4,4	728	149	0.0293049300896772	0.327054078264982
814	30,28,73,26	5,9,18,10	32,54,40,57	15,14,10,13	799	149	0.78389368817631	0.971861501024107
815	36,21,65,27	5,3,13,9	30,55,44,58	4,7,4,4	625	149	0.0175703885899592	0.263111008885085
816	36,21,65,27	5,9,18,10	30,55,44,58	15,14,10,13	696	149	0.926865379268374	0.999202115572178
817	5,3,13,9	5,9,18,10	4,7,4,4	15,14,10,13	220	149	0.0330391137768298	0.337000525696404
818	478,580,846,628	21,19,31,40	709,818,816,638	28,20,22,19	1711	149	0.0380915707657599	0.357637525522968
819	12,5,13,8	4,2,7,6	3,6,8,9	0,2,1,1	158	149	0.0252873381851493	0.309363364713359
820	59,32,60,53	11,13,15,11	48,35,63,36	6,13,18,12	158	149	0.719524227030319	0.93795830366597
821	5,7,8,0	0,1,0,0	6,6,12,5	0,0,0,0	178	149	0.234711887601618	0.638803649864166
822	143,156,233,163	1,0,1,0	171,197,214,216	0,1,2,0	618	149	0.749284708474106	0.959311482819121
823	2,5,4,1	45,39,59,53	4,5,1,6	65,60,66,40	208	149	0.85869829013925	0.999202115572178
824	8,8,18,7	10,17,21,13	11,29,22,10	19,29,15,20	196	149	0.400041732678625	0.714900732146591
825	41,60,49,76	829,1015,1302,1205	48,85,40,56	1010,1175,1085,1027	173	149	0.928635780793481	0.999202115572178
826	9,26,25,25	126,89,154,172	11,34,11,15	161,146,105,110	173	149	0.256730696812459	0.652365733980538
827	158,166,273,218	1363,1238,1868,1958	190,275,241,214	1458,1727,1688,1375	382	149	0.0366163623831304	0.349799102342212
828	22,34,43,47	3,1,2,0	33,45,61,28	2,6,4,0	179	149	0.363447412791013	0.688983774418693
829	187,222,327,268	67,76,90,69	202,245,252,212	40,42,44,49	179	149	0.00165897329475173	0.130837693846087
831	0,0,0,0	0,0,1,0	0,0,0,1	0,1,0,1	158	149	NA	NA
832	0,0,0,0	3,7,4,7	0,2,0,0	7,11,8,3	160	149	0.188112068024688	0.572809720651751
833	4,4,3,0	6,1,1,2	5,0,8,1	1,4,4,1	185	149	0.919734844967369	0.999202115572178
834	1,0,0,0	69,64,97,55	0,1,0,0	87,82,99,89	152	149	0.999202115572178	0.999202115572178
836	16,15,22,28	11,14,18,12	14,16,22,15	11,26,15,14	243	149	0.171999329720881	0.553674032815789
837	15,32,21,30	6,18,15,30	23,27,30,20	15,18,17,17	401	149	0.999202115572178	0.999202115572178
838	454,537,721,781	17,18,35,18	644,657,679,621	13,34,18,12	230	149	0.312383269658379	0.672561360740225
839	18,16,40,19	163,202,260,250	48,53,36,64	221,279,262,233	344	149	0.00606401834654124	0.194821401005419
840	404,489,652,534	0,1,0,0	571,604,597,568	3,1,1,0	195	149	0.201520125160916	0.596597745194545
841	50,72,143,41	181,166,241,255	129,150,135,112	195,226,221,182	220	149	0.000159449705802395	0.0628763339880776
842	235,268,481,249	5,3,11,5	371,434,412,359	9,8,3,6	331	149	0.551220810798113	0.819213843183627
843	366,362,579,463	5,3,11,5	437,510,498,429	9,8,3,6	260	149	0.84322867495133	0.999202115572178
844	90,94,119,95	10,12,8,7	115,116,130,103	18,20,12,7	160	149	0.23017821616979	0.636216891889864
845	16,18,22,29	0,1,3,5	16,31,34,22	2,7,2,0	158	149	0.85952141659421	0.999202115572178
846	119,114,210,189	66,66,114,105	161,213,148,147	77,98,80,90	158	149	0.302936132008071	0.670872231426987
847	27,46,65,39	2161,2007,2749,2773	29,36,42,59	2152,2298,2511,2007	254	149	0.948356108556659	0.999202115572178
848	564,678,1042,739	1,1,0,1	785,1021,960,831	1,2,0,3	799	149	0.485265936309965	0.773267705269153
850	353,400,543,395	1,0,0,0	461,631,598,458	0,0,0,0	1517	149	0.282801029376043	0.664456043201308
851	657,694,1000,789	0,1,2,2	808,1005,948,845	1,2,3,0	1517	149	0.784608644233804	0.971861501024107
852	0,1,2,0	2,4,7,6	0,0,0,0	5,0,1,0	158	149	0.181042908946399	0.564357737242662
853	10,22,18,25	0,1,2,4	16,22,19,13	4,0,6,1	229	149	0.742013065481295	0.955690208453317
854	19,37,39,40	5,6,10,44	21,29,30,21	6,14,8,2	334	149	0.57640416767876	0.834912733252877
855	9,16,23,19	5,6,10,44	9,7,17,9	6,14,8,2	254	149	0.869948690296617	0.999202115572178
858	243,231,372,312	6,7,10,2	297,392,333,347	5,7,7,4	175	149	0.408922057378499	0.721483659774444
859	10,19,13,13	4,14,17,10	21,5,20,5	8,8,8,7	295	149	0.651352071841902	0.890780183183378
860	26,18,58,21	14,26,22,11	32,42,27,35	27,31,28,23	163	149	0.277386772405766	0.664456043201308
861	4,2,14,7	0,0,8,2	7,7,11,6	0,2,1,2	261	149	0.319918096272831	0.672561360740225
862	8,7,28,14	28,51,23,43	10,14,15,11	27,32,60,19	261	149	0.901021500391656	0.999202115572178
863	152,164,264,230	1,1,0,0	226,260,234,217	0,1,0,0	452	149	0.531593639232924	0.804887250730764
864	11,8,17,23	0,3,11,9	9,8,8,19	3,4,1,1	270	149	0.256598988768011	0.652365733980538
865	9,25,22,30	13,9,16,25	10,23,9,25	7,27,12,14	270	149	0.447527312976469	0.751040378153243
867	116,164,199,158	0,0,0,1	195,183,232,166	0,0,0,1	185	149	0.981256455638464	0.999202115572178
868	262,307,401,346	1,0,0,1	305,369,336,363	0,0,0,3	432	149	0.743277964736804	0.956301852656621
869	0,0,1,0	0,0,0,0	0,3,0,1	1,0,0,1	194	149	NA	NA
870	408,474,632,487	28,31,30,38	419,602,552,512	43,44,40,27	152	149	0.326205285088724	0.672561360740225
871	404,483,776,532	9,10,17,12	518,671,631,601	12,21,16,20	170	149	0.0573899839252405	0.402921964294122
872	385,408,700,413	0,2,0,0	467,593,584,536	0,0,0,0	508	149	0.329600215497186	0.674359928859211
873	386,411,707,417	0,0,0,0	469,607,587,545	0,0,1,0	523	149	0.120710483037407	0.506578927740333
874	1,5,7,4	0,0,0,0	2,14,3,9	0,0,1,0	164	149	0.410698699841426	0.722257122018547
875	35,35,46,33	247,292,464,285	21,48,37,50	345,396,388,382	164	149	0.350387298564125	0.681718818469435
876	83,119,173,125	27,16,19,14	125,126,119,136	27,31,31,17	152	149	0.241067560929687	0.640860504673752
877	29,15,29,37	257,272,384,297	42,37,31,37	354,397,393,297	161	149	0.362687629169078	0.688146696562983
878	18,31,61,24	0,0,1,0	27,29,27,17	0,0,0,0	1095	149	0.328585884718518	0.674270774712936
880	319,461,655,563	8,11,6,11	431,647,547,554	5,16,10,7	158	149	0.925195067429198	0.999202115572178
881	48,56,38,66	4,3,2,3	51,45,36,32	4,2,4,1	187	149	0.693628702975644	0.920429338889722
882	268,264,289,295	4,3,2,3	346,208,191,277	4,2,4,1	232	149	0.958538450056554	0.999202115572178
883	222,210,251,239	2,2,0,10	297,163,155,245	2,0,0,0	194	149	0.0332149090424522	0.337000525696404
884	178,199,248,217	18,23,43,25	217,281,267,215	46,15,21,27	209	149	0.458718394477383	0.757646553516496
885	296,280,437,257	0,0,0,1	414,404,426,402	0,0,0,0	1423	149	0.283619843692276	0.664974577434596
886	17,18,25,29	1521,1511,2362,2118	24,41,31,22	1828,2195,1854,1718	312	149	0.0474364732495797	0.380241960785106
887	250,226,406,293	0,3,0,0	248,301,287,271	0,1,0,0	472	149	0.458977560147916	0.757646553516496
889	157,171,223,198	4,3,6,2	163,181,171,156	3,2,12,3	178	149	0.67138365664041	0.907710703777834
890	85,102,118,124	33,18,35,21	94,111,84,86	18,13,26,26	170	149	0.624480121893454	0.868608597264964
891	109,97,197,145	0,0,0,0	185,245,194,183	0,0,0,1	485	149	0.152652655714938	0.540086815226508
892	1,0,0,2	24,18,38,26	1,0,0,2	22,43,24,26	178	149	0.999202115572178	0.999202115572178
894	38,28,63,53	0,0,0,0	52,52,44,38	0,0,1,0	163	149	0.161440124763274	0.545667621699867
896	1,0,2,1	19,31,36,34	1,0,1,1	21,47,21,23	227	149	0.879041030048954	0.999202115572178
897	4,4,0,2	44,37,65,54	4,2,4,1	71,77,47,39	170	149	0.999202115572178	0.999202115572178
898	1,0,0,0	7,19,15,17	0,0,0,0	15,12,24,11	156	149	0.365651038652309	0.688983774418693
899	500,496,695,741	31,45,47,53	530,627,561,543	43,48,42,45	299	149	0.419499443604333	0.728453795651735
902	407,382,592,503	252,292,449,358	529,597,540,559	387,480,392,360	317	149	0.800892271512387	0.983347750076964
903	300,349,529,428	146,137,208,170	370,495,414,452	167,210,210,172	155	149	0.371225447858238	0.691590086324875
904	421,412,746,561	0,0,0,0	511,716,660,594	0,10,16,0	474	149	0.112163655774873	0.506578927740333
905	0,7,6,3	0,0,2,0	3,7,6,5	0,1,0,0	159	149	0.678765009441973	0.910923432977713
906	18,33,68,18	97,81,122,82	45,48,56,35	102,113,148,136	159	149	0.549428025435129	0.817062670131687
907	75,103,118,131	4,5,5,7	61,96,85,84	6,8,8,3	973	149	0.0855778562557186	0.463773906847634
908	323,366,595,496	0,0,4,4	454,573,428,445	0,1,1,1	177	149	0.466739183427305	0.762550571280084
909	42,73,88,104	107,98,186,178	81,110,101,82	166,181,142,130	168	149	0.33284220051774	0.675303672990774
910	4,5,5,9	0,0,1,0	7,6,10,12	0,0,0,0	163	149	0.264392648204854	0.656103289046786
911	80,90,103,102	8,3,4,5	111,124,119,93	2,4,3,6	163	149	0.157933434125955	0.545667621699867
912	73,69,94,66	9,7,13,10	115,112,104,94	12,4,6,7	164	149	0.0186385703638053	0.268826635042488
913	4,5,7,6	28,31,50,61	6,5,7,4	41,37,44,35	371	149	0.843283285616219	0.999202115572178
914	68,68,81,79	2,0,0,0	62,96,68,75	2,0,0,0	538	149	0.869532494102502	0.999202115572178
915	17,11,16,10	0,3,1,0	16,32,11,17	0,0,0,0	538	149	0.00935061028430029	0.197957935506325
916	344,432,580,611	7,7,10,1	493,496,460,380	4,3,10,4	241	149	0.999202115572178	0.999202115572178
917	4,2,10,6	102,111,115,132	4,5,6,3	102,143,118,118	230	149	0.492368058307888	0.777075268446864
918	30,19,27,41	0,0,0,1	17,31,20,27	0,0,0,0	167	149	0.329769415760823	0.674359928859211
919	55,40,58,60	0,1,0,1	34,68,54,40	0,2,0,2	167	149	0.401989277533538	0.716194751991229
920	229,193,252,285	5,0,6,6	196,248,232,198	6,4,1,3	167	149	0.799620705382108	0.983317353915836
921	5,0,9,11	0,0,0,0	13,1,8,10	0,0,1,0	428	149	0.127486790750053	0.506578927740333
922	36,38,81,48	2,0,0,2	43,50,51,49	1,1,1,3	227	149	0.628610499504553	0.871290241258214
923	134,106,207,171	2,0,0,2	158,166,164,141	1,1,1,3	244	149	0.999202115572178	0.999202115572178
924	98,68,126,123	0,0,0,0	115,116,113,93	0,0,0,1	166	149	0.178588187023763	0.564357737242662
925	58,52,106,70	0,1,0,0	65,67,71,62	0,0,0,0	244	149	0.347501019915485	0.68061871947023
926	54,64,103,97	4,5,0,5	93,136,120,83	4,5,15,14	297	149	0.207881028488178	0.603492654482243
928	394,501,593,578	2,12,25,11	474,549,497,468	9,16,12,17	277	149	0.400765723894993	0.715500503564388
929	152,141,194,222	282,319,471,434	175,227,228,144	325,422,370,332	158	149	0.157521644261224	0.545667621699867
930	49,35,76,54	1289,1434,2093,1678	58,80,66,57	1492,1755,1608,1469	226	149	0.012972175261265	0.226273809572387
931	1,7,7,2	2,2,9,2	7,3,5,1	4,11,2,2	222	149	0.683161852979809	0.912167575705546
932	17,0,18,0	143,159,199,207	13,1,18,6	175,214,158,217	158	149	0.252754991190356	0.649480636927186
933	0,0,0,0	0,1,0,1	0,1,1,4	0,0,1,0	158	149	0.00791416158095626	0.194821401005419
934	2,1,6,0	3,2,5,2	0,5,0,4	1,2,0,7	158	149	0.239284123491137	0.639713261220373
935	188,230,315,144	71,47,70,92	235,292,270,277	59,51,75,54	459	149	0.0916910296187595	0.481589810480896
936	10,9,25,8	39,36,37,55	7,13,17,19	43,50,57,37	260	149	0.999202115572178	0.999202115572178
937	0,0,0,3	1,0,1,0	5,1,3,1	1,3,0,2	213	149	0.307312050546692	0.671873360146065
938	0,2,0,3	165,175,224,283	4,2,3,1	180,230,183,153	213	149	0.0785031109348404	0.448643382782204
939	8,14,13,14	296,339,420,447	6,10,8,6	371,380,393,316	166	149	0.0250824526004166	0.309363364713359
940	10,10,23,23	0,3,0,3	24,21,16,9	2,1,1,1	259	149	0.881531545654414	0.999202115572178
941	1017,1064,1664,1494	0,0,0,4	1196,1546,1365,1341	4,4,0,6	414	149	0.0337240277772469	0.337000525696404
942	42,52,43,36	2,0,0,0	38,50,58,31	0,0,1,0	351	149	0.999202115572178	0.999202115572178
943	9,20,15,15	49,60,58,53	11,18,12,16	74,53,62,61	225	149	0.459248694455902	0.757646553516496
944	2,5,1,5	39,54,69,66	5,6,10,7	60,61,62,56	221	149	0.021349897497809	0.295402675320562
946	12,6,17,6	9,12,32,24	8,10,11,6	31,21,28,21	176	149	0.149307820561077	0.538536977982092
947	156,252,416,193	0,1,0,0	292,407,374,326	0,0,0,0	524	149	0.268000729080291	0.661198879044806
948	160,168,262,183	2,3,4,1	222,263,247,253	2,3,3,0	162	149	0.294227777600571	0.670872231426987
949	5,5,13,7	153,185,361,218	7,12,5,5	280,303,287,255	159	149	0.265532004477248	0.657852065542584
950	16,14,21,19	72,82,112,117	28,26,9,16	87,75,100,107	205	149	0.764005302884771	0.966972952442529
951	678,905,1290,956	0,0,2,4	1044,1285,1279,1030	0,0,0,0	490	149	0.00520641445368342	0.194821401005419
952	3868,5262,8955,4465	1,0,0,0	7017,8908,7207,6494	0,0,0,0	2900	149	0.292565152032592	0.670872231426987
953	584,773,1169,767	18,18,14,11	968,1167,1088,890	20,29,32,14	179	149	0.321789038452902	0.672561360740225
955	51,59,72,59	4,15,6,6	62,65,53,37	13,10,4,11	337	149	0.293454018540452	0.670872231426987
956	1396,1502,1778,2273	1,2,2,3	1350,1790,1720,1213	5,1,4,3	283	149	0.128330638974945	0.506578927740333
957	3,2,9,2	8,8,23,6	10,12,6,3	21,13,20,7	398	149	0.184226797351563	0.567424242895964
958	3,5,0,0	62,87,119,89	1,5,2,1	76,122,116,63	221	149	0.572490343256302	0.833056356454815
960	55,60,105,85	17,28,51,23	63,73,58,59	34,40,45,46	172	149	0.0043066806001828	0.181957255357723
961	2,1,2,2	1,0,0,0	11,10,10,6	0,0,0,0	153	149	0.126588095371717	0.506578927740333
962	334,536,724,464	6,0,0,2	628,830,793,630	0,0,1,0	2827	149	0.0487313735767657	0.380580613972376
965	51,105,95,69	0,0,0,1	74,97,86,109	0,0,2,0	191	149	0.999202115572178	0.999202115572178
966	56,100,97,70	12,25,35,14	79,95,117,79	21,22,28,24	163	149	0.999202115572178	0.999202115572178
970	3,6,7,3	35,35,40,49	6,9,4,4	38,56,37,45	271	149	0.779394686149265	0.970551488120611
972	4,9,2,3	0,0,0,0	8,5,9,9	0,0,0,1	514	149	0.135698063048553	0.518677895271206
973	601,643,801,719	0,0,1,2	657,773,670,622	0,0,0,0	1790	149	0.0568615772210296	0.402534558073566
975	1,1,2,4	2,4,6,12	0,0,0,1	7,15,2,6	183	149	0.0143754649581109	0.239727078909409
976	7,1,5,1	86,109,152,98	9,2,1,2	103,112,122,91	246	149	0.940080972438301	0.999202115572178
977	0,0,1,0	48,48,85,53	0,0,0,1	74,79,59,66	153	149	0.999202115572178	0.999202115572178
978	185,182,313,273	0,6,1,9	191,306,276,234	5,6,0,6	176	149	0.943427084234982	0.999202115572178
979	29,59,49,54	7,7,9,11	61,69,56,54	9,8,6,10	170	149	0.300546861260291	0.670872231426987
980	12,24,21,11	67,85,111,92	27,28,25,21	103,111,83,79	170	149	0.0402030006410531	0.36167414264917
981	112,163,220,194	144,132,214,196	159,177,204,160	174,208,149,157	244	149	0.859544414498768	0.999202115572178
982	179,220,340,294	144,132,214,196	255,275,289,231	174,208,149,157	296	149	0.833777450192573	0.999202115572178
983	136,177,271,238	144,132,214,196	200,216,241,187	174,208,149,157	298	149	0.749726474898764	0.959357944624378
984	146,195,296,253	144,132,214,196	224,227,258,210	174,208,149,157	327	149	0.701541811879531	0.927289344640765
985	78,67,129,114	11,10,9,14	100,109,101,79	4,11,16,8	201	149	0.515420274514766	0.795488825506809
986	35,24,60,58	11,10,9,14	45,50,53,35	4,11,16,8	203	149	0.464638359033301	0.760939125207388
987	45,42,85,73	11,10,9,14	69,61,70,58	4,11,16,8	232	149	0.410509417056482	0.722257122018547
988	6,4,1,12	49,47,70,68	2,4,4,5	57,63,52,49	151	149	0.68070269951058	0.911173177528973
989	16,22,26,27	49,47,70,68	26,15,21,28	57,63,52,49	180	149	0.820320801755047	0.997061871193579
990	16,21,26,26	6,3,1,11	26,15,21,27	2,4,4,4	178	149	0.469402525462148	0.765407563916914
991	0,0,2,0	1,3,11,8	0,0,0,0	6,1,8,0	152	149	0.129106971017507	0.506578927740333
992	885,1094,1437,1345	1,0,2,0	1172,1218,1171,1154	0,1,6,1	159	149	0.387291719262177	0.703854621185743
993	0,0,1,1	52,44,86,52	0,0,1,0	55,83,52,78	155	149	0.493863371590204	0.777075268446864
994	113,100,121,129	130,158,220,189	97,143,128,116	148,185,175,156	164	149	0.341124583479234	0.67639812261581
996	40,46,75,59	15,19,20,28	48,73,54,56	25,33,36,26	164	149	0.0330673073499463	0.337000525696404
997	120,90,175,104	30,34,36,26	123,135,124,112	23,31,21,28	206	149	0.132574332244008	0.512908915301386
998	34,42,34,28	0,0,0,0	38,39,27,43	1,0,0,0	264	149	0.132250171181284	0.512908915301386
999	6,6,10,5	3,4,17,8	6,8,5,2	2,8,8,6	160	149	0.999202115572178	0.999202115572178
1000	16,31,36,27	3,4,17,8	25,26,17,25	2,8,8,6	549	149	0.94344701509513	0.999202115572178
1001	14,26,34,23	4,1,8,1	21,20,15,24	2,2,3,1	538	149	0.559774713493492	0.825188144626544
1002	57,80,83,76	5,3,6,8	57,109,73,53	10,7,8,5	160	149	0.245468600981527	0.644759639015801
1003	18,32,30,23	5,3,6,8	22,25,21,28	10,7,8,5	549	149	0.203528362170298	0.597454224435392
1004	16,27,28,19	55,75,81,72	18,19,19,27	53,103,71,52	538	149	0.839797290569482	0.999202115572178
1005	12,14,40,27	5,13,30,20	11,24,17,23	17,16,23,15	161	149	0.225889609944115	0.6287703730915
1006	170,170,245,241	0,0,0,0	191,195,179,179	0,1,0,0	432	149	0.118636219772438	0.506578927740333
1008	8,10,8,7	0,2,1,0	17,17,22,20	2,3,1,1	151	149	0.999202115572178	0.999202115572178
1009	1,2,3,3	69,82,105,109	2,0,6,4	85,94,79,97	289	149	0.725437657998678	0.942551070194878
1010	200,242,398,258	1,0,2,2	328,332,306,288	0,0,0,0	651	149	0.00386993507533817	0.171460076753213
1011	208,267,399,281	0,0,0,0	332,356,338,372	0,1,0,0	1126	149	0.115037999367245	0.506578927740333
1012	74,80,111,129	0,0,0,0	94,111,128,83	0,0,1,0	1664	149	0.0868937171317701	0.467251215304018
1013	59,74,100,120	4,0,0,1	67,108,79,79	3,2,3,0	163	149	0.249351427055556	0.648332519780885
1014	2,0,2,0	102,84,129,153	3,1,0,1	100,98,110,95	223	149	0.629385642373175	0.871853881648086
1015	1,0,4,1	1,0,0,0	1,2,0,3	0,0,2,0	222	149	0.999202115572178	0.999202115572178
1016	11,4,7,19	52,37,56,43	11,7,15,9	54,51,67,42	222	149	0.999202115572178	0.999202115572178
1017	23,23,29,51	19,33,40,26	29,39,25,32	18,36,34,23	186	149	0.67035264463171	0.907359420897338
1018	18,37,61,30	156,142,155,123	39,39,40,40	166,181,173,173	266	149	0.877606071403274	0.999202115572178
1019	11,26,36,17	3,6,8,1	22,24,21,21	3,3,4,3	266	149	0.478045567607814	0.769939668951688
1020	30,58,87,57	0,0,0,0	39,45,29,37	0,0,0,2	2348	149	0.234950068946026	0.638803649864166
1022	118,171,252,181	1,2,1,0	177,271,254,208	0,0,1,0	1632	149	0.0862418931023171	0.464802549157363
1023	163,188,314,181	0,1,2,0	260,256,236,189	0,3,3,4	727	149	0.155031276134273	0.545028230807859
1024	35,40,63,60	0,2,8,1	36,48,55,46	1,0,4,5	207	149	0.924657690973522	0.999202115572178
1025	20,19,31,26	60,86,90,101	17,32,28,27	71,91,90,84	260	149	0.55208752541534	0.819986870767542
1026	15,16,29,16	97,104,175,120	38,35,17,21	149,166,189,152	182	149	0.773605486014271	0.96924814436466
1029	0,1,4,0	1,0,0,1	2,0,3,3	0,4,0,2	153	149	0.836973312209466	0.999202115572178
1030	27,33,28,30	78,62,95,94	29,21,37,24	92,133,104,100	153	149	0.0960737284233619	0.486170029984775
1032	0,3,2,1	17,13,23,23	3,3,0,0	20,18,23,19	159	149	0.731713770411924	0.948102289591791
1033	124,182,199,197	4,3,5,8	176,209,187,199	0,1,1,2	200	149	0.00369377750862487	0.171362305596205
1034	157,167,291,193	9,9,4,10	227,281,248,227	7,6,9,12	158	149	0.678490866071829	0.910923432977713
1035	0,1,0,1	0,2,2,2	0,0,0,1	3,3,4,6	158	149	0.269503507109623	0.661457777822995
