ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
209	111,130,192,133	0,0,3,1	152,189,127,138	0,0,2,1	298	149
210	114,131,180,121	0,0,2,0	180,169,148,138	0,0,1,1	298	149
211	101,111,140,119	0,0,0,0	133,146,114,104	0,3,0,0	264	149
212	44,61,77,61	0,2,1,0	69,82,60,60	0,0,0,0	264	149
213	45,61,77,61	1,5,0,0	69,83,59,60	0,0,0,0	264	149
214	35,53,63,47	0,2,1,0	35,73,53,45	0,0,0,0	298	149
215	1,1,4,0	1,5,0,0	2,10,3,3	0,0,0,0	298	149
216	92,103,126,105	0,0,0,0	99,133,109,89	0,0,1,0	298	149
217	58,51,67,58	1,0,0,0	66,70,59,47	0,1,0,0	298	149
218	21,28,41,26	1,5,0,0	33,32,34,30	0,0,0,0	224	149
219	21,26,40,26	1,0,0,0	33,32,35,30	0,1,0,0	224	149
220	55,81,101,73	1,1,4,0	67,101,87,75	2,7,3,3	224	149
221	0,2,2,2	27,35,58,35	7,2,2,0	53,33,37,54	205	149
222	0,0,1,0	27,35,58,35	6,0,2,0	53,33,37,54	201	149
223	12,36,52,35	17,15,22,8	42,47,25,31	16,27,13,25	284	149
224	62,62,90,70	4,0,1,0	76,81,63,73	0,0,0,0	270	149
225	15,14,13,7	1,1,2,2	9,17,7,10	3,0,3,0	208	149
226	54,48,62,46	0,1,0,0	51,61,52,45	0,2,0,0	199	149
228	0,1,2,0	40,37,42,35	1,0,2,0	44,45,39,32	281	149
230	76,66,84,63	0,0,0,0	77,73,73,61	1,0,0,0	258	149
231	0,0,0,0	48,34,54,35	0,0,2,0	47,39,52,42	298	149
232	315,299,531,228	0,0,2,0	395,592,583,496	0,0,0,0	213	149
233	3,5,9,4	0,0,0,0	4,6,4,5	1,0,0,0	213	149
234	227,185,419,165	0,0,0,0	309,444,420,332	1,0,0,0	277	149
235	539,478,939,389	0,0,0,0	701,1030,1000,823	1,0,0,0	277	149
237	195,193,402,151	64,54,112,61	263,354,359,286	100,127,113,116	244	149
238	204,185,345,171	0,3,0,0	247,334,389,237	0,0,0,0	244	149
239	434,494,816,318	1,1,3,0	602,893,887,698	0,0,5,0	298	149
240	178,162,333,141	1,2,4,0	228,324,331,282	0,2,3,3	298	149
241	31,59,90,43	0,0,0,0	41,71,64,71	0,2,2,0	227	149
242	67,115,125,78	0,0,0,1	96,145,134,130	0,0,0,0	298	149
244	7,9,20,20	0,0,0,0	8,21,10,12	0,0,0,2	245	149
246	18,21,36,24	0,0,0,0	23,33,23,33	0,6,0,0	257	149
247	14,13,22,17	0,0,1,0	19,59,38,47	0,0,2,2	298	149
248	0,0,0,0	14,13,22,17	0,0,1,1	19,55,32,45	214	149
249	0,1,4,0	0,0,0,0	0,0,0,1	1,0,1,2	228	149
250	23,25,39,17	0,0,3,3	55,57,60,50	1,0,0,0	231	149
251	254,284,375,387	0,0,0,0	318,366,292,286	0,1,0,1	298	149
253	8,18,18,9	1,2,1,0	15,20,8,9	1,3,0,0	239	149
254	5,9,13,2	2,2,5,8	4,14,9,9	2,1,3,1	198	149
255	11,10,28,14	1,0,0,0	20,24,15,24	0,0,0,0	298	149
256	0,2,2,2	0,0,0,1	1,1,0,1	0,0,0,0	217	149
257	1,0,6,3	7,6,6,12	3,1,4,2	14,10,8,6	217	149
258	0,0,0,1	7,6,6,12	0,1,2,0	14,10,8,6	230	149
259	0,2,0,2	1,0,4,3	0,2,2,0	2,1,4,1	230	149
260	2,0,1,0	0,0,0,0	0,0,2,3	0,2,0,0	291	149
261	0,0,0,4	0,0,0,0	1,0,0,2	0,0,1,0	236	149
264	0,0,0,2	0,0,2,0	1,4,1,1	0,0,0,0	278	149
265	25,34,35,40	0,0,1,0	22,30,26,30	0,0,0,0	262	149
266	4,6,4,8	0,0,0,0	8,6,16,5	0,0,2,0	187	149
268	0,0,0,4	86,135,179,156	1,3,0,0	128,203,162,139	178	149
269	526,582,850,750	1,3,11,3	598,698,672,494	3,2,3,7	261	149
270	288,312,484,429	0,1,0,1	346,424,383,249	0,0,0,0	265	149
271	30,34,54,57	3,0,2,0	44,46,53,47	0,0,0,0	223	149
272	30,45,71,41	1,1,0,2	39,40,49,54	2,2,2,0	256	149
273	7,8,2,17	2,1,0,1	10,15,10,5	6,0,3,0	269	149
274	248,283,360,300	798,778,1145,844	299,410,433,287	948,1121,966,853	269	149
275	431,478,686,561	9,8,8,5	468,724,667,511	4,7,5,2	269	149
276	731,844,1190,926	1259,1438,1923,1504	841,1245,1218,874	1421,1948,1853,1389	269	149
277	4,4,7,4	798,778,1145,844	9,6,7,7	948,1121,966,853	296	149
278	11,11,15,8	1259,1438,1923,1504	7,13,9,9	1421,1948,1853,1389	296	149
279	3,5,7,5	304,377,518,378	3,6,5,7	378,533,555,366	296	149
280	3028,3308,4518,3498	0,2,0,0	3650,4596,4066,3538	0,0,0,1	298	149
281	4992,5311,7728,5858	0,0,0,0	5875,7840,6766,6227	0,2,0,0	298	149
282	4339,4731,6770,5112	0,0,0,0	5187,6733,5912,5423	0,0,1,0	223	149
283	2577,2674,3981,2818	0,2,0,0	3160,3911,3361,3216	0,0,0,0	215	149
284	3224,3444,4982,3639	10,18,13,8	3558,4846,4418,3870	5,38,32,8	215	149
285	67,88,148,83	10,18,13,8	132,111,130,104	5,38,32,8	240	149
286	894,973,1366,1068	1892,2098,2858,2219	1278,1352,1193,1164	2086,2828,2617,2226	240	149
288	5,3,0,0	20,30,40,43	3,2,2,1	24,40,32,15	258	149
289	56,92,115,132	0,0,0,1	86,126,125,80	0,0,0,1	298	149
290	26,45,66,72	0,0,0,1	48,63,71,53	0,0,0,1	298	149
291	247,338,406,384	0,0,4,0	298,361,327,364	1,2,0,0	298	149
292	230,320,361,322	0,0,0,0	283,330,344,280	0,2,1,0	287	149
293	208,221,243,241	1,2,0,0	204,260,236,218	0,0,0,0	217	149
294	8,9,21,18	0,1,0,0	16,21,14,14	0,0,0,0	293	149
295	5,16,8,5	0,0,0,0	14,12,9,8	1,0,0,0	298	149
296	7,14,17,17	2,4,2,4	12,18,18,15	2,9,9,0	298	149
297	7,15,31,27	0,1,0,0	22,24,36,22	0,0,0,0	257	149
298	15,22,31,26	0,3,1,0	21,31,38,24	0,2,0,0	284	149
300	14,15,18,21	0,0,0,2	8,18,25,16	2,1,1,3	298	149
301	4,4,4,12	0,0,2,0	2,2,14,7	0,1,0,0	298	149
302	16,10,10,23	0,0,2,0	11,22,18,21	0,1,0,0	298	149
303	26,21,24,31	0,0,0,1	15,37,28,27	0,0,0,0	298	149
304	464,504,540,619	0,4,0,0	490,509,471,415	0,0,0,0	258	149
305	10,9,6,9	245,353,354,446	13,9,9,10	337,346,280,329	244	149
306	4,5,6,4	31,22,36,26	3,4,3,3	35,49,26,36	244	149
307	251,358,357,453	31,22,36,26	336,360,284,333	35,49,26,36	158	149
308	15,12,10,20	0,0,2,1	14,23,17,17	0,0,0,0	158	149
309	3,0,2,2	19,27,20,22	1,4,3,1	24,33,42,29	250	149
310	0,0,0,1	4,0,12,6	0,0,0,0	3,1,11,2	250	149
311	82,109,139,115	1,0,0,1	109,129,146,110	3,2,2,3	298	149
312	79,111,133,105	0,0,0,0	106,134,142,106	1,1,3,0	298	149
313	118,133,175,142	4,7,1,8	143,180,178,152	5,7,3,2	298	149
314	95,132,151,127	4,0,12,6	129,162,179,133	3,1,11,2	298	149
315	80,113,139,111	0,0,0,1	108,140,146,110	2,0,1,0	298	149
316	163,203,256,213	3,0,5,1	235,264,259,222	4,0,5,4	250	149
317	183,199,295,234	0,0,0,0	255,329,255,227	0,0,0,2	282	149
319	240,310,420,307	1,0,0,0	361,450,382,295	0,4,3,3	246	149
321	218,228,354,295	1,0,0,0	368,362,331,279	3,0,1,1	246	149
322	92,86,130,122	0,0,0,0	129,131,130,104	0,0,0,2	294	149
323	197,195,296,274	0,0,0,0	335,294,280,255	0,0,0,1	294	149
324	95,85,134,106	0,0,0,1	99,95,109,115	0,0,0,0	298	149
325	83,87,131,84	3,0,0,0	82,110,108,104	0,1,0,0	241	149
326	24,30,57,36	1,0,0,0	38,52,44,32	0,0,0,2	298	149
327	23,36,48,29	1,0,0,0	31,51,26,33	0,0,0,0	276	149
328	0,1,0,2	8,23,10,3	2,0,0,1	10,15,16,11	212	149
335	9,7,21,21	1,0,0,0	15,21,23,11	0,0,0,1	234	149
336	10,13,10,11	1,0,0,0	13,8,8,14	0,0,0,0	186	149
339	1,3,3,3	1,0,1,2	3,1,2,5	1,0,1,1	227	149
340	24,38,65,41	0,0,0,1	43,59,47,28	4,0,1,0	298	149
341	26,36,70,46	0,0,0,1	42,60,49,30	4,0,1,0	298	149
342	62,89,132,79	0,0,0,0	97,134,123,87	0,0,0,1	298	149
343	55,66,118,68	0,0,1,0	82,111,94,85	0,0,0,0	298	149
345	47,58,60,62	0,0,0,0	122,117,90,51	2,0,0,0	203	149
346	73,92,149,98	0,0,0,0	113,133,154,106	0,0,0,1	257	149
348	70,60,139,66	0,2,0,0	125,144,139,137	0,0,0,0	179	149
349	20,24,36,28	0,0,0,1	43,21,25,35	0,0,0,0	203	149
350	63,85,153,74	0,0,0,0	115,116,124,113	0,0,0,2	203	149
351	18,27,42,27	0,0,0,0	38,42,41,31	0,0,0,2	203	149
352	33,51,79,37	0,0,0,0	50,53,73,53	0,1,5,1	298	149
353	33,51,79,37	0,0,0,0	50,53,73,55	0,0,0,2	298	149
354	84,116,202,90	0,0,0,0	132,143,194,144	0,1,5,1	298	149
356	0,0,0,0	1,6,6,1	0,1,0,0	3,3,3,2	279	149
357	0,0,1,0	1,0,0,2	2,0,0,0	0,2,1,0	182	149
360	1,2,9,6	1,2,3,0	1,14,8,3	8,0,1,1	191	149
361	6,14,5,10	0,0,0,1	8,13,7,12	0,0,1,0	298	149
362	6,3,3,7	1,0,0,0	11,6,11,7	0,0,0,0	298	149
364	42,50,80,63	0,1,0,0	81,64,63,62	0,0,0,0	298	149
366	794,953,1122,1278	3,7,14,4	875,1147,932,841	3,6,4,0	233	149
367	47,42,56,58	0,0,1,0	46,57,65,71	0,1,0,0	243	149
368	20,18,34,26	7,10,5,8	27,18,46,27	6,9,8,7	243	149
370	10,11,5,16	7,10,5,8	10,10,12,19	6,9,8,7	186	149
371	56,46,46,59	19,12,22,13	44,52,55,77	19,11,29,12	186	149
372	39,33,39,37	1,0,1,0	45,45,50,35	1,0,0,0	206	149
373	0,0,0,0	2,0,0,0	3,0,0,1	0,0,0,0	206	149
374	61,54,70,61	0,0,1,0	80,80,83,87	0,0,0,0	229	149
375	144,174,217,218	0,0,0,0	194,223,208,197	1,0,0,0	256	149
376	163,180,240,211	0,0,1,0	189,216,191,196	0,0,0,0	220	149
377	326,372,477,392	0,0,0,1	316,429,403,385	0,0,0,0	298	149
378	502,583,743,666	0,0,0,0	574,710,736,696	0,0,2,0	298	149
379	539,504,783,819	53,59,110,83	528,753,694,624	42,59,118,77	239	149
380	98,126,214,212	257,263,396,362	127,205,194,175	260,317,313,350	296	149
381	304,377,532,479	0,0,0,0	346,443,436,423	0,1,0,0	191	149
382	527,536,754,779	1,0,0,0	576,693,651,613	0,0,0,0	298	149
384	176,223,232,288	0,0,0,0	250,270,235,193	0,0,0,2	214	149
385	442,522,647,708	0,0,1,0	531,581,617,513	0,0,0,0	243	149
387	3,2,0,5	17,22,15,30	2,4,3,1	22,15,23,26	298	149
389	345,346,495,394	0,1,0,0	420,441,380,383	0,2,1,0	190	149
390	85,80,98,82	0,1,0,0	75,82,84,81	0,2,1,0	211	149
391	8,21,28,17	300,358,466,428	24,25,35,25	395,406,347,358	259	149
392	21,27,39,48	2,1,1,0	41,40,33,30	0,1,0,0	263	149
393	340,296,374,389	0,0,0,0	387,411,342,320	1,0,0,0	286	149
394	272,260,348,389	58,48,61,63	275,350,310,285	59,80,56,50	227	149
395	16,23,39,36	3,6,6,7	34,28,32,31	5,7,13,10	204	149
396	453,618,740,712	52,58,85,74	650,682,656,627	53,77,95,72	233	149
397	620,745,1007,919	8,2,7,10	768,937,817,835	4,5,4,4	245	149
398	350,424,521,475	0,0,0,0	414,539,421,434	0,0,0,1	272	149
399	542,581,654,789	0,0,0,0	621,612,597,561	0,0,0,1	298	149
400	283,298,323,400	0,0,0,0	318,301,294,260	0,0,0,1	298	149
401	20,16,21,34	0,0,0,0	12,15,19,21	0,0,2,0	298	149
402	67,77,115,100	0,0,0,0	79,93,108,88	0,0,2,0	298	149
403	0,0,0,0	4,6,12,17	2,0,0,0	13,15,16,11	221	149
404	8,10,9,15	0,10,1,6	25,10,15,11	1,5,1,4	257	149
405	4,7,5,11	1,0,0,1	10,8,11,9	0,0,0,0	257	149
406	6,25,10,11	1,0,0,1	11,17,18,11	0,0,0,0	298	149
407	10,20,13,9	0,2,0,0	25,14,21,9	0,0,0,0	298	149
408	25,45,35,47	12,12,17,21	43,38,33,33	6,25,18,17	239	149
409	4,12,14,4	56,50,85,41	10,13,11,10	52,80,83,61	224	149
410	1,4,0,0	0,0,0,1	1,1,0,1	0,0,0,0	224	149
411	1,6,10,0	0,0,2,0	8,5,9,9	0,0,0,0	224	149
412	81,91,122,75	0,0,0,1	78,102,121,93	0,0,0,0	228	149
413	34,52,59,43	0,2,0,0	37,43,56,44	1,0,0,0	228	149
414	134,152,207,166	8,4,5,0	179,172,159,124	4,2,0,1	272	149
415	190,284,337,296	0,0,0,0	275,263,291,302	5,0,0,0	298	149
416	112,96,151,118	0,0,1,0	123,148,90,134	0,0,0,0	298	149
417	103,167,182,213	0,0,1,0	202,220,168,184	0,0,0,0	255	149
418	214,202,314,279	0,0,0,2	233,284,205,257	0,0,0,0	288	149
419	167,178,263,239	0,7,8,5	218,247,239,252	7,4,8,7	287	149
420	138,167,226,203	0,0,2,2	194,210,188,190	3,0,0,0	219	149
421	99,125,160,178	0,0,2,2	175,196,140,153	3,0,0,0	228	149
422	324,411,573,520	0,0,0,0	386,452,440,399	1,0,0,0	266	149
423	167,174,247,222	1,0,0,0	204,213,184,180	0,0,0,0	260	149
424	447,481,697,666	0,0,0,2	607,629,567,522	0,0,0,0	298	149
425	15,54,16,26	0,2,0,0	26,19,26,20	0,0,0,0	298	149
426	0,3,3,3	4,4,2,4	3,3,0,3	5,3,4,1	196	149
427	5,7,11,4	4,10,9,4	6,11,4,3	4,7,3,11	244	149
428	8,7,6,5	6,5,4,5	4,5,5,4	5,13,5,6	244	149
429	2,5,13,4	9,5,6,8	4,10,2,5	8,6,4,10	244	149
430	5,6,6,5	3,7,9,7	3,5,1,7	4,12,5,3	244	149
431	61,70,98,62	3,9,15,10	66,74,84,75	9,8,3,10	285	149
432	72,87,114,71	21,36,51,41	77,90,92,84	30,39,39,34	285	149
433	64,80,106,62	63,55,92,73	70,81,85,84	71,82,77,81	285	149
434	69,75,103,66	0,4,0,2	74,80,86,83	0,1,2,4	285	149
435	60,69,96,58	3,9,15,10	66,72,81,74	9,8,3,10	281	149
436	62,73,98,59	21,36,51,41	74,77,88,79	30,39,39,34	281	149
437	66,74,100,62	63,55,92,73	71,85,86,79	71,82,77,81	281	149
438	63,76,105,64	0,4,0,2	70,84,86,76	0,1,2,4	281	149
439	213,245,312,263	1,0,4,0	246,286,257,248	3,0,1,0	290	149
440	255,264,353,295	0,0,1,0	287,329,295,295	0,0,0,0	290	149
441	233,251,328,269	0,0,0,0	257,334,279,280	0,0,1,0	218	149
442	83,120,169,103	113,138,194,143	109,122,151,117	144,189,148,170	257	149
443	86,119,84,121	106,99,164,133	106,142,85,116	130,130,136,128	298	149
444	477,550,729,598	1,0,0,0	549,636,626,641	0,0,0,0	298	149
445	404,513,696,617	5,3,5,2	506,626,523,614	2,4,4,7	248	149
446	5,3,5,3	52,53,85,63	2,3,4,7	56,60,60,73	283	149
447	671,725,1072,907	0,0,0,1	759,929,797,859	0,0,1,0	298	149
448	529,585,816,750	0,0,1,1	636,762,735,686	1,2,0,0	265	149
449	709,780,1124,1007	0,1,0,0	1047,1048,957,948	0,0,0,0	298	149
450	102,148,148,135	0,0,0,0	155,141,167,154	1,0,0,0	232	149
451	195,177,235,230	0,0,0,0	247,231,255,236	0,2,0,0	249	149
452	44,61,63,63	0,0,0,0	58,57,65,58	1,0,0,0	226	149
453	115,141,265,162	0,1,0,0	214,223,203,192	0,0,0,0	264	149
454	115,127,233,151	2,1,1,5	203,237,239,209	0,5,7,0	298	149
455	88,90,119,97	0,0,3,0	109,128,109,130	0,0,0,0	298	149
456	306,334,477,451	1,2,1,1	375,420,333,360	0,4,4,1	298	149
457	496,585,810,794	1,2,1,1	654,699,647,536	0,4,4,1	298	149
458	111,109,139,95	2,0,0,0	96,118,136,80	0,1,2,1	241	149
459	352,339,509,405	7,5,14,17	395,427,391,349	10,11,11,15	240	149
460	737,940,1168,1065	1,0,2,1	822,996,1008,937	0,5,2,0	237	149
461	889,1072,1220,1139	0,1,3,3	887,1064,1075,954	1,0,0,2	256	149
462	814,1042,1343,1276	1,0,0,0	961,1167,1097,977	0,0,0,0	266	149
463	644,746,929,991	0,0,0,0	674,877,826,715	0,0,0,3	190	149
464	22,35,41,57	0,0,0,0	26,35,44,50	0,0,0,3	164	149
465	7,5,0,5	516,611,763,849	2,1,4,2	540,709,663,605	298	149
466	543,650,815,893	2,0,1,0	580,759,716,650	0,0,0,3	218	149
467	169,195,217,245	2,0,1,0	147,217,220,174	0,0,0,3	279	149
468	325,325,348,391	0,0,0,0	344,304,385,315	0,1,2,0	216	149
469	204,241,301,216	0,0,4,4	302,345,256,271	1,1,2,2	298	149
470	433,494,638,493	0,0,4,4	601,712,544,564	1,1,2,2	298	149
471	229,253,337,277	0,0,0,0	299,369,288,293	0,1,0,0	298	149
472	158,176,209,186	0,0,4,4	207,252,192,195	1,1,2,2	257	149
474	8,15,9,14	0,0,0,0	5,9,18,10	1,0,0,0	298	149
475	14,17,10,13	0,0,0,0	6,9,21,8	1,0,0,0	281	149
476	4,10,14,9	0,0,0,3	7,5,12,5	0,0,0,0	206	149
477	5,14,16,16	0,0,0,0	14,18,12,13	0,1,0,0	298	149
479	2,3,9,3	0,0,0,1	8,5,5,0	0,0,0,0	239	149
480	3,6,2,2	0,1,0,0	0,3,1,2	0,0,0,2	265	149
481	1,5,0,0	1,5,0,2	5,3,2,1	3,4,1,2	257	149
482	121,133,103,140	0,1,0,0	129,152,116,133	1,0,0,2	207	149
483	4,2,1,4	82,87,82,113	2,2,5,8	104,118,88,93	283	149
484	280,365,374,349	0,1,0,0	362,315,352,350	2,1,0,2	298	149
485	4,0,5,2	0,1,0,1	4,2,3,0	0,0,0,0	248	149
486	6,10,14,6	0,1,3,0	15,8,8,6	0,3,1,0	230	149
487	3,1,5,2	0,1,2,0	2,8,2,0	0,1,0,0	204	149
488	3,6,4,4	3,7,6,7	4,7,8,0	0,7,7,4	212	149
489	49,74,86,89	0,0,0,0	82,85,86,57	3,0,0,0	191	149
490	88,85,117,111	1,0,2,0	85,101,114,110	0,0,0,0	298	149
491	1,0,0,0	6,5,10,15	0,0,0,0	7,15,6,17	298	149
492	1,0,0,0	19,10,35,22	0,0,2,3	24,29,30,19	298	149
493	16,10,18,17	0,0,0,0	16,18,19,14	0,0,0,1	196	149
494	31,31,40,49	1,0,0,4	46,46,49,40	0,0,3,0	250	149
495	33,55,50,43	0,0,1,1	47,52,70,35	0,1,0,0	291	149
496	15,37,32,20	8,1,2,1	20,47,18,21	5,5,2,3	218	149
498	3,6,3,1	4,0,4,6	0,4,5,9	1,1,1,3	189	149
499	6,0,6,9	0,0,0,0	5,3,3,6	2,0,0,1	190	149
500	13,23,22,18	41,27,53,29	13,17,18,11	33,28,51,35	298	149
502	10,6,22,12	41,27,53,29	12,16,21,16	33,28,51,35	260	149
503	18,18,26,25	56,33,56,48	24,26,27,26	23,35,64,55	260	149
504	2,1,0,0	10,8,18,16	0,0,0,1	13,20,18,16	180	149
506	0,0,0,0	2,1,0,0	0,1,1,1	0,0,0,1	298	149
508	198,180,258,199	0,0,1,0	171,181,220,216	0,1,2,0	298	149
509	213,186,261,218	0,1,0,0	161,188,233,236	0,0,0,0	298	149
510	45,32,44,71	0,1,0,0	48,39,59,54	0,0,0,0	250	149
511	24,14,21,14	61,49,60,80	16,10,11,12	57,54,82,70	212	149
512	4,3,8,9	89,91,123,119	9,3,3,8	90,117,102,115	212	149
513	84,70,90,112	89,91,123,119	83,85,107,92	90,117,102,115	194	149
514	44,32,46,41	0,0,2,2	34,38,34,27	1,0,0,1	194	149
515	347,405,480,512	0,0,0,2	286,359,388,401	0,0,0,0	287	149
516	39,36,60,78	29,17,33,31	60,68,60,60	34,30,19,45	298	149
517	18,6,12,26	2,4,3,2	12,19,21,22	0,1,1,4	298	149
518	19,7,12,29	1,0,2,0	12,18,21,23	0,1,1,2	298	149
519	19,6,12,27	0,0,1,0	12,17,21,22	0,1,0,0	298	149
520	37,42,69,66	0,0,1,0	56,65,55,53	0,0,0,0	298	149
521	24,21,17,20	0,0,0,0	27,29,31,16	0,2,0,0	204	149
522	52,38,49,51	2,4,3,2	61,59,49,61	0,1,1,4	199	149
523	45,51,64,71	0,0,0,0	75,80,69,54	0,2,0,0	199	149
524	32,39,43,44	1,0,2,0	38,49,38,60	0,1,1,2	216	149
525	2,1,0,0	0,0,1,0	1,1,0,0	0,1,0,0	216	149
526	30,35,40,42	1,1,0,3	38,48,37,56	0,1,0,1	216	149
527	0,0,0,0	1,0,0,1	1,3,0,0	0,0,0,0	216	149
528	28,25,64,39	0,0,1,0	28,42,31,28	0,1,0,0	228	149
529	28,26,62,42	1,0,0,1	28,42,30,27	0,0,0,0	228	149
530	95,97,152,136	0,0,1,0	107,140,105,120	1,4,4,1	228	149
531	43,70,127,89	0,0,1,0	66,69,64,90	0,0,0,0	298	149
533	0,1,0,0	205,233,323,339	0,0,0,0	220,273,276,233	226	149
534	193,195,271,239	0,0,0,2	197,219,217,221	0,0,0,0	298	149
535	204,202,275,249	0,0,0,2	200,226,221,227	0,0,0,0	298	149
536	277,308,402,360	0,0,0,2	293,362,316,310	0,0,0,0	298	149
537	121,140,176,157	0,0,0,0	130,170,129,124	1,0,0,0	199	149
538	43,55,51,50	0,0,0,0	38,56,48,32	1,0,0,0	247	149
539	0,5,0,5	0,0,0,0	0,5,0,2	0,1,0,0	298	149
540	32,38,47,47	1,1,2,0	29,42,38,37	0,0,0,0	194	149
541	34,20,44,30	0,0,0,1	20,30,26,35	0,0,0,0	176	149
542	46,56,60,54	0,0,0,0	63,48,50,58	0,0,0,1	298	149
543	28,40,66,34	0,0,2,0	44,41,60,36	0,0,0,0	298	149
544	10,12,21,8	0,2,3,2	15,5,11,11	3,1,2,2	158	149
545	1,1,0,1	9,19,28,12	0,0,1,0	26,22,26,16	158	149
546	0,2,5,2	9,19,28,12	3,1,3,4	26,22,26,16	158	149
547	9,14,23,8	0,1,0,1	17,5,12,14	0,0,0,0	158	149
548	14,19,16,9	0,0,0,0	10,14,12,13	0,0,0,1	296	149
549	34,45,71,46	0,0,2,0	65,64,55,36	0,0,0,0	221	149
550	32,28,61,31	0,0,2,0	61,55,68,57	0,0,0,0	235	149
551	53,63,81,50	0,0,0,0	60,85,77,72	0,0,0,1	229	149
552	25,27,49,37	12,15,16,4	36,41,57,38	26,22,21,17	228	149
553	91,89,147,111	0,1,0,4	80,96,77,76	0,0,2,0	245	149
554	1,2,7,1	0,0,0,1	1,11,0,5	0,0,0,4	284	149
555	0,0,0,2	0,0,0,0	0,0,1,0	0,1,0,0	197	149
556	0,0,0,2	1,0,0,1	0,0,0,0	1,2,4,0	197	149
559	3,5,1,4	4,4,1,1	2,3,4,4	2,3,0,1	298	149
560	3,7,1,4	3,2,6,5	5,4,7,7	7,4,5,2	298	149
563	726,741,942,872	1,3,2,0	725,894,966,783	14,5,1,3	204	149
564	600,576,793,686	0,0,9,0	600,779,779,708	0,2,0,3	204	149
565	0,0,1,0	12,10,9,15	0,0,0,0	8,17,12,9	209	149
566	20,30,49,25	0,0,0,0	37,27,31,24	1,0,0,0	236	149
567	41,53,94,62	0,0,0,0	71,57,55,58	1,0,0,0	240	149
568	28,31,43,31	1,0,0,3	29,28,28,31	1,0,1,1	298	149
569	21,26,48,40	1,1,1,3	35,34,25,34	0,3,1,0	298	149
570	54,52,73,54	0,3,2,3	53,55,45,42	1,4,0,0	223	149
571	23,20,25,27	0,0,2,0	30,24,15,13	2,0,0,2	298	149
572	8,21,14,15	0,0,0,0	7,14,12,11	0,0,0,1	298	149
573	3,3,11,6	0,0,0,0	7,7,1,3	1,1,0,0	298	149
574	172,167,202,201	0,0,0,0	212,237,182,105	1,0,0,0	254	149
575	14239,17822,24604,16255	0,10,11,0	23006,18862,20240,18086	6,0,0,0	298	149
576	1149,1534,2184,1388	4,0,0,0	2155,1685,1836,1643	0,0,0,0	298	149
577	3770,4904,6775,4353	4,0,0,0	6275,5199,5278,5424	0,0,0,0	298	149
578	6988,8844,12753,8334	13,0,24,0	12599,9529,9962,9819	0,18,15,20	298	149
579	9606,12215,17345,11298	0,0,0,0	16717,13038,13404,13600	0,0,0,8	298	149
580	3,3,0,1	0,1,0,0	10,2,1,2	0,0,0,0	217	149
581	0,0,2,0	3,2,0,1	0,3,0,0	1,0,4,0	186	149
582	1,2,7,11	0,0,2,2	3,5,2,2	2,3,0,0	279	149
583	12,10,19,12	1,4,4,4	17,24,27,15	3,7,2,2	276	149
584	2,12,21,12	0,0,0,0	11,23,23,12	0,1,0,0	212	149
585	0,4,10,3	0,0,0,0	5,4,3,1	0,0,1,0	212	149
586	5,11,26,6	0,0,0,0	19,24,16,7	0,0,1,0	298	149
587	8,19,39,16	0,0,2,0	25,42,36,18	0,0,0,0	298	149
588	3,11,16,11	0,0,1,1	6,23,23,12	0,0,0,0	298	149
589	2,6,14,1	0,0,1,1	20,13,13,9	0,0,0,0	247	149
590	7,16,38,6	0,3,3,1	39,36,27,16	0,4,3,1	247	149
591	9,6,19,3	0,0,0,1	16,16,8,9	0,0,0,0	246	149
592	648,884,1212,998	1434,1617,2333,1792	926,969,879,787	1465,2036,2187,1538	226	149
593	754,815,1171,893	0,0,0,0	719,1057,1096,714	0,1,0,0	239	149
594	647,798,1097,987	0,0,0,0	885,962,894,763	1,1,0,0	239	149
596	18,3,16,6	1170,1373,1983,1665	12,15,3,4	1422,1699,1780,1416	298	149
597	12,10,8,16	0,0,0,0	5,22,9,4	0,1,0,0	254	149
598	0,3,6,2	0,0,0,0	0,2,3,5	0,0,2,0	207	149
599	15,23,34,9	0,0,1,0	16,22,41,19	0,3,0,0	198	149
600	14,15,33,12	0,0,0,1	12,22,34,17	0,1,0,0	198	149
601	28,27,52,25	0,2,3,3	19,40,53,35	1,2,4,5	198	149
603	0,5,7,0	0,0,0,1	3,3,2,0	0,1,0,0	269	149
604	0,0,1,0	0,2,3,3	0,3,3,0	1,2,4,5	269	149
605	1,13,12,1	3,0,2,5	6,1,9,3	0,1,0,1	269	149
606	6,7,8,2	1,1,2,1	4,4,16,7	1,6,3,0	269	149
607	1,7,6,1	17,12,21,18	4,1,10,3	7,21,19,20	269	149
608	1,3,4,2	17,12,21,18	1,11,8,2	7,21,19,20	271	149
609	5,2,4,2	0,0,0,0	0,8,14,6	1,0,3,0	271	149
610	292,329,435,442	0,0,2,0	335,388,391,290	1,0,3,0	280	149
611	689,768,1008,1027	0,0,2,0	796,978,941,755	1,0,3,0	216	149
613	607,616,815,700	0,1,0,0	656,838,775,604	0,0,0,1	222	149
614	77,89,90,95	0,0,1,1	99,88,110,84	1,0,0,1	277	149
615	187,238,252,227	94,85,100,77	231,229,275,220	94,103,138,75	277	149
616	141,205,214,161	94,85,100,77	160,175,181,166	94,103,138,75	239	149
