ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
14265	599,613,891,646	7,1,9,5	610,780,759,652	4,6,12,0	295	149
14266	493,506,721,597	2,4,1,0	543,615,632,550	2,1,0,2	224	149
14267	189,199,270,204	1,1,3,5	199,217,228,193	4,0,1,1	224	149
14268	189,230,350,280	1,1,3,5	225,258,240,241	4,0,1,1	233	149
14269	1,1,1,0	0,0,0,0	0,1,0,4	0,0,2,0	233	149
14270	489,533,801,671	0,3,2,2	569,657,642,600	2,1,2,4	233	149
14271	130,201,251,245	0,0,0,0	191,207,210,199	0,0,2,0	227	149
14272	457,555,821,709	1,0,0,0	589,654,644,600	0,1,0,3	227	149
14273	510,664,950,815	2,2,0,1	675,711,709,647	0,0,0,1	260	149
14274	278,360,470,417	0,0,1,0	329,387,347,359	0,0,0,0	272	149
14275	74,101,134,105	275,328,525,444	102,117,114,122	372,451,378,312	234	149
14276	45,53,47,47	3,1,3,6	47,64,68,28	1,1,8,3	212	149
14277	262,352,445,407	1,4,0,1	304,464,387,353	0,0,6,1	298	149
14278	954,1117,1182,1642	0,0,0,0	1192,1123,973,996	0,0,1,0	298	149
14279	1876,2044,2510,2853	0,0,0,0	2224,1989,1925,2048	0,1,0,0	298	149
14280	53,45,90,61	1,0,1,1	66,58,74,46	3,1,0,1	232	149
14281	42,52,69,95	2,3,0,0	57,75,72,79	0,2,1,2	274	149
14282	59,53,61,60	0,3,2,2	52,46,69,50	0,1,0,0	209	149
14283	245,254,359,299	32,55,59,52	260,282,299,275	31,56,35,40	209	149
14284	4,1,1,2	279,301,436,376	0,0,1,2	316,411,316,298	179	149
14285	267,296,382,342	2,1,1,0	310,374,314,314	0,0,3,0	237	149
14286	538,586,796,696	5,2,1,1	615,758,614,603	0,0,0,1	237	149
14287	656,723,1033,884	7,9,1,11	777,889,767,724	3,12,6,8	281	149
14288	303,318,493,396	0,0,2,0	295,388,371,385	0,0,0,0	265	149
14289	618,652,976,813	0,0,2,0	654,777,789,758	0,0,0,0	278	149
14290	209,219,289,303	0,0,1,0	239,282,264,231	0,0,1,0	225	149
14292	1,1,1,0	2,0,0,0	0,0,3,4	0,0,0,0	187	149
14293	2,1,0,0	0,0,0,0	0,3,1,1	1,0,0,0	226	149
14294	8,5,13,12	0,0,2,0	15,10,15,5	1,0,0,0	298	149
14295	8,3,4,5	0,0,1,0	7,3,6,1	0,0,2,0	234	149
14296	14,21,14,14	0,0,0,0	14,16,13,9	1,0,0,0	298	149
14297	13,8,6,9	0,0,1,0	9,14,10,7	0,0,0,0	298	149
14298	6,5,15,6	0,2,2,3	5,8,7,9	1,2,0,1	232	149
14299	262,253,341,354	1,1,0,0	267,308,302,279	0,0,0,0	260	149
14300	491,586,928,676	0,1,1,4	782,751,760,737	1,1,1,0	298	149
14301	382,452,603,515	0,0,0,1	567,616,591,503	0,1,0,0	298	149
14302	569,707,1023,823	0,0,3,0	920,975,902,815	0,0,0,0	254	149
14303	585,644,952,777	0,0,0,0	850,977,819,842	0,1,0,0	298	149
14304	13,22,28,17	0,0,4,0	27,15,24,34	2,4,0,0	212	149
14305	27,33,44,21	69,103,152,132	36,51,40,36	91,135,124,92	296	149
14306	0,0,3,0	5,7,2,4	2,6,0,3	13,4,3,3	296	149
14307	10,2,14,3	34,66,78,67	4,15,7,9	61,50,66,68	296	149
14308	206,250,362,334	5,7,2,4	316,403,350,315	13,4,3,3	298	149
14309	70,105,153,138	34,66,78,67	94,140,128,92	61,50,66,68	298	149
14310	70,103,153,133	0,2,0,0	91,135,121,94	0,0,0,0	298	149
14311	164,179,252,223	0,0,0,0	259,315,268,256	0,2,0,3	298	149
14312	28,34,43,27	10,2,11,3	37,52,46,33	2,11,7,9	298	149
14313	168,191,278,207	34,66,78,67	286,270,245,247	61,50,66,68	272	149
14314	5,12,3,4	0,2,0,0	12,3,4,1	0,0,0,0	272	149
14315	163,184,276,203	10,2,11,3	273,268,242,247	2,11,7,9	272	149
14316	300,330,487,405	1,2,2,6	497,534,471,466	3,5,7,0	272	149
14317	120,129,190,178	1,0,2,1	190,231,199,194	0,0,0,2	272	149
14318	253,319,428,379	0,2,0,0	417,404,345,347	0,0,0,0	248	149
14319	220,255,352,318	1,0,2,1	359,359,286,279	0,0,0,2	248	149
14320	399,461,651,542	0,5,1,0	667,662,556,561	1,0,1,0	248	149
14321	0,0,2,2	0,0,0,0	2,0,0,2	0,2,0,0	230	149
14322	644,789,1098,903	0,0,3,3	1012,946,896,902	2,0,0,2	258	149
14324	0,0,5,0	0,0,1,0	1,1,0,0	0,0,1,0	235	149
14325	0,0,0,2	0,0,4,0	2,5,0,2	0,0,0,0	298	149
14326	0,0,0,0	0,0,4,0	0,1,0,1	0,0,0,0	298	149
14327	6012,6121,8743,9229	3,3,0,1	6987,8086,7164,6352	0,0,17,0	268	149
14328	5729,5810,8255,8716	0,0,0,4	6703,7544,6992,6264	0,0,0,0	274	149
14329	5,5,5,2	0,0,0,0	3,9,3,2	0,0,1,0	232	149
14332	24,37,55,45	0,1,0,0	34,44,53,37	0,0,0,0	262	149
14333	31,45,67,30	1,3,2,2	46,39,57,45	0,0,0,0	286	149
14335	138,126,172,159	5,1,3,4	149,140,175,141	1,2,1,9	248	149
14336	64,62,78,74	3,1,4,6	73,60,71,67	4,4,4,1	248	149
14337	61,65,115,94	3,1,4,6	68,72,94,71	4,4,4,1	276	149
14338	130,128,206,174	0,1,0,0	143,151,197,136	0,0,0,0	276	149
14339	79,54,93,95	9,5,15,10	106,132,116,101	12,12,13,6	298	149
14340	343,403,501,462	5,8,15,6	338,462,453,442	10,6,14,4	220	149
14341	166,175,216,211	1,0,0,0	160,192,190,184	0,0,0,2	220	149
14342	96,99,107,126	1,0,0,0	78,93,117,93	0,0,0,2	242	149
14343	260,284,350,360	14,4,12,16	230,327,343,325	9,16,13,12	242	149
14345	4,6,4,7	1,0,0,0	12,8,8,11	1,0,0,0	298	149
14346	10,4,3,5	0,2,1,1	1,7,6,8	0,0,0,0	188	149
14347	3,0,0,0	57,61,110,87	0,1,0,2	62,73,71,62	272	149
14348	2,0,0,0	0,1,0,3	0,1,0,2	0,2,2,0	272	149
14349	165,181,273,278	0,2,1,2	184,228,224,211	0,0,1,3	298	149
14350	108,121,163,194	0,0,0,2	122,157,155,149	0,0,0,0	298	149
14351	154,163,246,250	0,0,0,0	168,194,229,211	1,0,0,0	215	149
14352	53,70,87,74	1,0,4,0	57,54,52,56	0,0,3,0	223	149
14353	216,234,314,284	0,0,0,2	230,241,286,283	0,0,0,0	298	149
14354	2687,2876,3764,3747	3,2,2,3	2930,3658,3700,2961	3,2,0,2	227	149
14355	1979,2190,2948,2874	5,2,2,1	2234,2830,2800,2308	1,7,7,3	216	149
14356	1199,1358,1779,1606	2,0,0,1	1438,1672,1744,1459	0,4,2,0	191	149
14357	864,959,1247,1188	0,0,0,0	994,1212,1223,1059	0,0,1,0	191	149
14358	967,1142,1438,1388	0,0,1,0	1113,1239,1275,1149	0,0,1,0	281	149
14359	1,0,2,3	1,0,0,0	0,3,1,0	0,0,0,0	298	149
14360	1464,1649,1990,2015	0,0,2,3	1682,1791,1905,1798	0,3,1,0	245	149
14361	2063,2218,2952,3033	1,0,1,0	2396,2532,2588,2486	1,0,0,0	298	149
14362	1840,2007,2678,2363	0,0,2,0	2171,2388,2277,2246	0,0,0,0	253	149
14363	1124,1358,1534,1158	0,1,0,0	1134,1318,1162,1093	1,2,0,2	202	149
14364	1312,1692,1858,1722	0,0,0,0	1644,1585,1550,1527	0,0,2,0	284	149
14365	216,261,336,338	0,0,0,0	241,296,369,248	1,0,0,0	199	149
14366	492,565,651,645	1,1,0,6	534,625,739,494	2,3,1,4	298	149
14367	288,375,413,449	1,1,0,6	333,430,517,320	2,3,1,4	296	149
14368	140,118,134,188	0,0,0,2	130,210,154,152	0,0,0,0	298	149
14369	520,552,692,665	1,0,0,0	563,735,705,613	1,2,0,0	298	149
14370	495,497,668,636	0,1,3,0	540,654,720,637	0,0,0,2	201	149
14371	615,708,1037,922	0,3,0,0	797,1031,965,898	0,0,0,0	263	149
14372	329,376,596,497	0,0,1,0	447,528,536,521	0,0,0,2	263	149
14373	68,113,74,98	0,0,1,0	66,116,79,83	0,0,0,2	188	149
14374	373,467,556,557	21,32,47,38	449,646,540,493	38,34,41,47	188	149
14375	871,918,1270,1073	0,0,0,0	895,1120,1108,1019	0,0,0,1	267	149
14376	377,417,594,446	0,0,0,0	406,520,504,426	0,0,0,1	298	149
14377	567,561,812,711	32,32,68,52	593,848,771,703	47,44,34,38	298	149
14378	603,597,727,801	3,3,4,1	583,795,679,544	0,3,0,4	239	149
14379	259,256,287,325	0,0,0,0	227,318,288,217	0,2,0,0	239	149
14380	147,146,204,164	0,0,0,0	166,176,178,138	0,2,0,0	215	149
14381	489,487,639,638	4,4,3,2	523,641,560,454	10,3,1,1	215	149
14382	20,21,29,42	0,0,5,2	26,44,30,26	0,0,0,0	298	149
14383	11,14,25,20	0,0,0,0	11,21,12,10	0,1,0,0	285	149
14384	31,33,38,41	0,1,0,0	44,51,40,50	0,0,0,0	278	149
14385	61,77,72,67	0,1,0,0	120,88,73,88	0,0,0,0	298	149
14386	52,34,66,65	0,0,2,3	56,70,58,58	1,4,0,5	223	149
14387	23,12,37,32	1,2,1,1	22,15,20,11	0,1,4,6	219	149
14389	0,0,3,2	10,11,14,6	2,1,1,1	8,6,7,12	298	149
14390	0,0,2,2	0,0,0,0	2,1,1,0	0,1,0,0	298	149
14391	43,86,88,66	0,1,0,2	62,73,78,87	0,0,0,0	298	149
14392	21,41,40,32	0,0,0,0	23,32,37,46	0,2,0,0	298	149
14393	39,46,47,46	0,0,0,0	50,28,47,40	0,0,2,0	293	149
14394	58,51,42,56	0,0,0,0	41,40,63,58	0,1,0,0	298	149
14395	2053,2211,2937,2666	0,0,0,0	2002,2888,2809,2034	0,0,2,0	198	149
14396	756,868,1057,1049	2738,2946,3741,3337	767,1139,1103,848	3050,3890,3623,3008	267	149
14397	1675,1936,2659,2480	0,0,0,0	1709,2680,2426,1942	0,6,0,0	267	149
14398	4675,5124,6746,5916	0,0,0,0	5377,6912,6332,5266	0,6,0,0	267	149
14399	1944,2190,3019,2587	921,1073,1607,1432	2344,3036,2738,2268	950,1546,1335,1097	267	149
14400	3,4,3,0	1,0,0,0	4,2,10,3	0,0,0,0	267	149
14401	4316,4801,6999,5441	1,0,0,0	4954,6711,5975,5101	0,0,0,0	275	149
14402	5777,6377,8995,7136	1,0,1,0	6801,8841,7959,6777	2,0,2,0	275	149
14403	233,277,385,311	0,0,0,0	376,354,277,308	2,0,0,0	254	149
14404	219,284,395,313	0,0,0,1	362,334,328,319	1,0,0,0	227	149
14405	166,208,301,218	0,0,0,0	275,318,274,287	0,1,0,0	263	149
14406	937,1008,1437,1266	1,0,2,0	1218,1284,1240,1193	0,0,0,0	298	149
14407	889,960,1344,1196	0,1,0,0	1067,1233,1210,1054	0,0,0,0	298	149
14408	1026,1067,1466,1461	0,0,1,0	1256,1503,1382,1291	0,0,0,0	298	149
14409	2466,2495,3222,3585	0,0,0,0	3013,3508,3147,2859	0,2,0,2	239	149
14410	2836,2811,3841,4081	0,0,0,0	3400,3955,3674,3278	3,0,0,0	259	149
14411	3231,3259,4422,4752	0,0,3,0	3707,4455,4227,3816	0,0,0,0	266	149
14412	2028,2136,2784,3015	2,2,1,0	2315,2868,2557,2359	0,3,4,2	243	149
14413	2080,2386,3333,3589	2,1,1,1	2690,3229,2895,2817	0,1,0,0	289	149
14414	2,1,4,1	0,0,0,1	0,1,0,0	0,0,0,0	269	149
14415	1928,2186,3030,3388	0,1,0,0	2365,2900,2634,2461	0,0,1,0	269	149
14416	2213,2458,3148,3458	0,0,3,0	2511,3155,2820,2623	0,0,0,0	282	149
14417	1219,1230,1618,1740	0,0,0,1	1256,1562,1477,1383	0,0,0,0	295	149
14418	1539,1751,2201,2154	0,0,0,0	1748,2095,2030,1952	0,0,2,0	246	149
14419	1425,1601,2112,2103	0,0,0,0	1701,1980,1968,1783	0,1,0,0	206	149
14420	1025,1197,1571,1561	1,0,0,0	1257,1454,1472,1285	0,0,0,0	298	149
14421	1110,1248,1449,1481	0,0,0,1	1195,1536,1524,1491	0,0,0,0	198	149
14422	1024,1141,1513,1549	0,0,2,0	1152,1404,1345,1191	0,0,0,0	287	149
14423	1841,2057,2573,2656	0,0,3,0	2059,2505,2446,2294	0,0,0,0	287	149
14424	1740,1904,2535,2565	0,1,0,5	1927,2409,2327,2088	4,0,0,0	240	149
14425	612,641,814,895	1,2,0,0	645,802,836,693	0,1,2,0	260	149
14426	336,317,435,429	141,126,213,193	307,414,396,370	156,169,177,171	167	149
14427	45,54,57,82	0,0,0,1	95,83,73,51	0,0,0,0	215	149
14428	47,71,95,105	0,0,4,1	125,123,93,84	0,1,1,0	246	149
14429	132,162,216,106	0,0,0,0	220,207,233,179	0,0,2,0	269	149
14430	181,181,294,201	13,16,23,15	204,238,199,220	30,20,30,11	264	149
14431	155,191,294,195	1,0,4,0	218,219,223,238	0,0,0,0	278	149
14432	117,123,173,138	0,0,1,0	144,193,160,163	0,0,0,0	278	149
14433	19,16,13,20	0,1,0,0	20,15,27,21	0,0,3,0	211	149
14434	289,306,398,408	0,0,0,0	323,384,382,300	0,0,1,0	275	149
14435	24,37,42,56	217,196,312,291	26,48,36,43	215,320,238,204	298	149
14436	327,287,482,374	0,1,0,0	286,358,379,333	0,2,0,0	275	149
14437	210,180,332,234	0,1,0,0	205,219,221,220	0,2,0,0	278	149
14438	227,198,339,269	0,1,0,0	230,241,237,223	0,2,0,0	298	149
14439	37,33,28,26	126,140,164,133	28,19,33,15	154,137,174,150	236	149
14440	268,311,454,408	0,0,0,3	345,369,391,336	4,2,2,2	285	149
14441	122,100,133,146	2,1,4,1	136,146,150,148	1,0,1,0	298	149
14442	60,49,63,76	0,2,0,0	71,72,74,75	0,0,0,0	298	149
14443	37,20,32,36	0,2,0,0	27,29,36,29	0,0,0,0	225	149
14444	97,68,101,105	0,0,3,0	91,103,110,105	0,1,0,4	225	149
14445	309,322,471,370	0,0,0,0	422,453,344,395	0,1,0,0	245	149
14446	2710,2832,4116,4111	2,2,0,0	3350,3845,3397,3094	0,0,0,0	237	149
14447	3388,3612,5101,5155	0,0,0,0	4192,4715,4182,3935	12,12,0,0	244	149
14448	4675,4729,6771,6860	1,3,0,2	5029,6050,5465,4764	2,4,0,0	215	149
14449	60,94,104,131	0,0,1,0	110,122,93,64	0,0,0,0	283	149
14450	288,284,440,367	0,0,0,0	301,359,349,323	1,0,0,0	298	149
14451	34,39,46,40	60,87,100,98	50,51,52,29	83,112,98,91	226	149
14452	9,18,21,20	60,87,100,98	25,16,22,10	83,112,98,91	170	149
14455	0,0,2,0	2,0,0,0	2,2,0,0	0,0,0,0	298	149
14457	109,159,202,192	6,9,14,11	187,202,165,153	7,16,13,19	234	149
14458	5,8,12,8	0,0,0,0	6,9,9,14	1,0,0,0	254	149
14459	138,232,305,254	0,0,0,0	278,243,219,236	0,1,0,0	298	149
14460	0,0,0,0	0,3,0,3	0,2,2,0	4,6,2,2	186	149
14461	0,0,0,0	3,3,23,4	2,2,0,0	10,17,12,21	186	149
14462	0,6,2,8	3,3,23,4	8,8,9,6	10,17,12,21	298	149
14463	84,106,149,117	6,4,4,9	127,123,103,98	8,15,5,13	260	149
14464	19,29,37,26	8,6,1,12	44,38,33,36	3,7,3,8	202	149
14465	25,26,38,28	5,8,8,6	27,29,20,30	6,10,2,3	209	149
14466	22,32,30,20	38,33,50,65	24,22,12,16	50,50,51,51	185	149
14467	160,214,212,181	0,0,0,0	217,236,204,190	0,1,0,0	298	149
14468	920,1193,1252,1248	1,0,0,0	1193,1134,1287,1056	0,0,0,0	298	149
14469	933,1190,1292,1306	0,0,1,0	1273,1232,1264,1126	0,0,0,0	298	149
14470	1085,1274,1451,1411	0,0,0,0	1419,1381,1172,1277	0,0,1,0	298	149
14471	489,514,641,629	63,58,66,89	623,623,578,566	73,69,69,70	176	149
14472	53,66,80,83	0,1,0,0	89,91,85,75	0,1,1,1	176	149
14473	330,416,497,462	0,1,0,0	498,446,452,414	0,1,1,1	270	149
14474	706,808,998,924	0,0,2,0	961,913,876,843	0,1,1,2	270	149
14475	460,592,693,663	0,1,0,0	690,615,635,610	0,0,3,0	205	149
14476	617,679,740,785	0,0,0,0	869,725,703,666	0,1,0,0	208	149
14477	15,12,10,22	0,0,2,2	27,23,14,19	0,0,0,0	298	149
14478	109,117,166,173	0,0,0,0	163,183,141,137	0,0,1,0	282	149
14479	179,250,285,317	0,0,0,1	259,324,247,274	0,0,0,0	298	149
14480	926,1009,1460,1269	0,0,0,2	1108,1240,1171,1129	0,0,0,0	182	149
14481	737,779,1145,1044	4,5,2,0	835,960,944,866	3,0,1,3	185	149
14482	896,994,1317,1230	0,0,0,0	959,1088,1147,1005	0,0,1,0	236	149
14483	1015,1058,1557,1403	1,0,0,0	1107,1289,1267,1184	0,0,0,0	208	149
14484	301,336,466,446	1,0,0,0	317,395,402,369	0,0,0,0	227	149
14485	1315,1389,1944,1814	0,0,0,0	1425,1667,1559,1469	0,1,0,0	277	149
14486	268,356,425,379	0,0,0,0	304,366,466,292	0,0,0,1	263	149
14487	20,33,57,24	229,248,356,332	47,43,30,26	217,296,320,285	298	149
14488	41,41,70,35	225,259,306,343	57,54,40,48	257,285,308,248	298	149
14489	635,774,1009,890	18,18,36,28	794,896,858,770	28,23,23,24	296	149
14490	202,263,354,277	1,0,0,0	301,314,310,282	0,0,1,0	230	149
14491	114,156,203,220	0,1,0,0	152,166,183,148	0,0,0,0	298	149
14492	62,76,101,80	0,2,0,0	60,95,81,84	0,0,0,1	244	149
14493	1,11,4,1	0,0,0,0	8,5,4,6	0,0,2,0	298	149
14494	0,2,0,0	3,1,2,3	0,0,0,2	3,1,4,1	298	149
14495	46,48,74,50	0,0,0,0	36,45,55,45	0,0,0,1	298	149
14496	25,30,44,32	3,1,2,3	13,17,34,29	3,1,4,1	298	149
14497	26,39,48,33	0,0,0,0	21,22,36,34	0,0,0,1	298	149
14498	81,73,76,125	1,0,0,0	89,126,113,67	0,0,0,0	298	149
14499	23,39,11,18	0,0,0,0	48,28,19,7	0,1,0,0	245	149
14500	9,33,5,7	0,0,0,0	27,17,9,7	0,1,0,0	276	149
14501	88,134,181,138	2,0,4,1	128,175,119,124	0,0,0,2	298	149
14502	94,111,173,146	0,0,0,0	121,164,147,136	0,0,0,1	298	149
14503	296,355,502,435	0,0,1,0	325,435,422,390	0,0,0,0	298	149
14504	162,178,281,209	1,0,0,0	179,205,166,199	0,0,0,1	276	149
14505	103,94,170,139	1,1,2,1	115,156,109,107	0,0,4,5	258	149
14506	120,109,188,177	3,1,6,2	152,183,113,146	2,1,5,3	245	149
14507	495,654,770,732	0,2,1,0	723,827,795,682	2,1,1,0	298	149
14508	213,250,323,355	3,0,0,0	318,381,343,291	1,0,0,1	247	149
14509	135,132,184,171	0,0,0,0	170,239,200,148	5,0,0,0	228	149
14510	134,128,177,168	0,0,0,0	164,225,192,139	5,0,0,0	217	149
14511	2,4,2,8	0,1,0,1	10,4,0,4	0,1,1,0	298	149
14512	1,1,2,2	0,1,0,0	1,3,2,6	0,1,0,0	224	149
14513	6,7,7,7	0,0,0,0	5,13,12,12	0,0,0,1	202	149
14514	1,0,3,0	6,3,7,9	1,0,1,3	4,4,3,6	170	149
14515	1,2,2,2	0,2,6,5	12,3,10,9	9,5,3,3	298	149
14516	0,3,3,0	0,0,0,0	9,5,6,2	0,1,1,0	236	149
14517	0,7,16,3	9,8,17,4	27,16,13,11	3,15,5,12	236	149
14518	9,6,15,5	0,1,0,2	4,16,4,14	1,2,0,0	270	149
14519	5,9,17,10	0,0,0,0	21,22,15,14	0,0,2,0	280	149
14520	14,17,34,14	0,1,0,2	24,35,19,25	1,2,0,0	280	149
14521	5,12,16,10	0,2,2,1	28,27,25,32	0,0,2,0	238	149
14522	0,0,0,0	0,3,6,3	0,0,4,1	5,3,6,3	238	149
14523	5,13,16,12	0,1,1,1	29,29,23,32	1,5,1,9	238	149
14524	0,0,0,1	1,1,0,0	0,0,4,1	0,3,5,1	238	149
14525	5,11,11,6	0,3,6,3	19,10,9,7	5,3,6,3	214	149
14526	5,10,10,6	1,1,0,0	19,15,8,13	0,3,5,1	214	149
14527	10,21,23,14	0,0,0,0	49,42,26,37	0,0,7,1	214	149
14528	10,15,19,18	0,0,0,0	11,15,24,17	0,1,0,0	207	149
14529	32,48,53,36	0,1,0,0	71,55,91,65	0,0,4,0	220	149
14530	13,14,14,8	0,0,2,0	30,14,26,10	0,0,0,0	220	149
14531	11,23,34,15	0,0,2,0	20,34,41,24	0,0,0,0	256	149
14532	31,56,72,44	0,0,1,0	61,76,102,81	0,0,0,0	256	149
14533	18,24,44,21	0,0,1,0	25,31,41,35	0,0,0,0	257	149
14534	31,23,60,39	3,6,12,0	34,53,80,56	17,7,12,13	222	149
14535	38,34,43,49	2,6,4,6	38,94,73,50	10,16,12,10	298	149
14536	95,97,167,116	0,0,2,1	143,148,165,142	0,0,0,2	215	149
14537	10,15,28,15	1,0,0,0	9,15,12,19	0,0,1,0	298	149
14538	0,6,4,0	1,0,2,1	4,0,2,0	4,2,0,0	284	149
14539	107,128,155,175	0,0,4,0	134,175,121,144	2,0,0,0	244	149
14540	34,50,43,61	0,0,1,0	35,74,51,42	0,0,0,0	244	149
14541	0,0,2,0	0,0,1,0	2,4,0,0	0,0,0,0	230	149
14542	95,127,143,159	0,0,0,1	149,143,102,147	0,4,0,1	230	149
14543	53,54,59,62	0,0,0,1	56,61,35,68	0,0,0,0	230	149
14544	101,123,206,183	0,0,1,0	193,173,145,97	0,1,0,0	232	149
14545	250,247,390,364	5,7,3,3	352,372,288,235	3,11,7,9	232	149
14546	101,121,210,176	0,0,1,0	188,175,134,89	0,1,0,0	247	149
14547	111,143,243,212	5,7,3,3	207,185,153,108	3,11,7,9	247	149
14548	4,7,11,8	0,1,0,0	2,4,8,5	0,0,0,0	298	149
14549	10,13,20,21	0,1,0,0	8,14,16,12	0,0,0,0	298	149
14551	5,6,19,12	0,0,0,0	13,30,14,14	0,0,2,0	298	149
14553	5,5,15,3	0,0,0,2	14,16,5,10	2,0,0,0	255	149
14555	0,0,2,0	2,3,4,0	0,4,0,0	8,7,3,4	260	149
14556	138,159,181,193	0,0,1,0	170,178,226,134	0,0,0,1	292	149
14559	95,117,149,115	0,1,0,0	109,104,114,97	0,3,1,0	237	149
14560	108,90,135,98	34,32,33,27	96,121,109,101	28,23,41,33	293	149
14561	34,35,33,27	1,0,0,0	29,23,41,33	0,0,0,0	298	149
14562	89,129,163,114	0,3,0,0	122,171,158,136	1,0,0,0	247	149
14563	91,136,181,139	0,0,0,0	146,176,144,170	0,0,0,2	298	149
14564	24,24,38,17	7,3,10,6	44,42,58,41	19,26,8,16	298	149
14565	4,4,8,7	1,1,0,4	12,12,16,6	0,1,0,0	298	149
14566	45,31,93,31	7,3,10,6	83,99,115,84	19,26,8,16	246	149
14567	27,23,71,25	1,0,0,0	67,65,87,48	0,0,0,0	298	149
14568	11,8,17,10	1,0,0,0	21,24,28,18	0,0,0,0	200	149
14569	1,0,0,0	0,0,0,0	2,0,0,0	0,0,1,1	200	149
14570	10,8,13,9	1,0,0,0	13,17,23,13	0,0,0,0	196	149
14572	1,0,0,0	0,0,0,0	2,0,0,0	0,0,1,1	256	149
14573	28,15,40,25	0,0,0,0	41,46,45,36	0,1,0,0	256	149
14574	18,4,22,8	0,0,0,0	27,30,24,26	0,0,2,0	256	149
14575	18,5,22,9	1,0,0,0	27,30,28,26	0,2,1,0	256	149
14576	18,4,22,8	0,0,0,0	28,30,24,26	2,1,0,0	256	149
14577	0,0,0,0	1,0,0,0	0,0,0,2	0,2,1,0	201	149
14578	2,1,0,2	0,0,0,0	0,1,0,0	2,1,0,0	201	149
14579	7,9,7,14	0,1,0,1	8,4,10,7	1,1,4,0	201	149
14580	9,10,7,16	0,0,0,0	8,5,10,5	2,0,0,0	201	149
14581	18,22,72,19	0,0,0,0	55,60,70,62	1,0,0,3	208	149
14582	76,77,160,90	2,6,6,7	194,226,191,221	7,4,6,0	226	149
14583	2,5,8,5	1,0,0,1	4,5,2,0	0,0,0,2	231	149
14584	37,41,108,37	0,2,0,0	112,116,93,124	0,0,0,0	231	149
14585	35,35,93,37	0,0,0,0	96,110,86,116	0,1,0,0	231	149
14586	51,37,117,43	2,6,16,2	109,128,125,109	20,7,7,8	218	149
14587	18,17,30,21	1,1,2,0	36,49,43,39	2,2,0,0	218	149
14588	18,17,29,21	0,0,1,2	37,49,43,39	1,0,0,0	218	149
14589	14,11,35,14	1,0,0,0	27,36,47,49	0,2,1,0	179	149
14590	14,11,35,14	0,1,0,1	28,36,45,49	1,1,4,0	179	149
14591	16,17,51,16	1,1,2,0	47,43,52,57	2,2,0,0	179	149
14592	49,31,123,37	0,0,1,0	100,118,128,120	0,0,0,0	179	149
14593	22,16,35,15	0,0,1,0	35,53,61,54	0,0,0,0	173	149
14594	10,10,28,18	1,0,0,0	31,29,18,21	0,0,0,0	211	149
14595	11,11,28,17	0,0,1,2	33,29,18,21	1,0,0,0	211	149
14596	10,10,28,17	0,0,0,0	31,28,18,21	1,0,0,0	211	149
14597	14,39,46,17	0,0,0,0	52,62,63,65	2,0,0,0	263	149
14598	60,98,197,101	0,1,0,0	205,240,266,212	1,5,0,0	237	149
14599	63,70,101,73	16,13,13,5	149,193,168,157	4,7,12,16	288	149
14600	75,63,82,96	2,1,0,1	128,98,96,109	0,0,0,0	298	149
14601	32,21,62,34	0,0,0,1	58,34,32,40	0,0,0,2	298	149
14602	48,49,73,49	1,1,4,2	82,37,59,55	3,3,3,6	298	149
14603	41,46,80,70	0,2,0,0	78,63,63,63	0,1,0,0	298	149
14604	56,52,77,88	0,1,0,0	102,92,73,81	0,0,0,0	298	149
14605	20,27,30,43	0,0,0,0	38,34,30,35	0,0,1,0	237	149
14606	52,46,45,72	0,0,0,0	62,78,49,64	0,0,3,0	237	149
14607	105,152,136,134	0,2,1,2	134,152,122,116	0,0,1,0	218	149
14608	239,226,365,343	0,1,0,0	264,353,278,286	1,1,0,0	197	149
14609	80,84,101,99	0,1,0,0	83,108,70,85	1,1,0,0	254	149
14610	325,359,517,497	0,0,2,0	387,521,406,411	0,0,1,0	262	149
14611	144,132,217,204	0,0,0,0	159,229,189,181	0,3,0,0	262	149
14612	15,17,12,15	0,0,1,0	9,12,7,13	0,0,0,0	262	149
14613	230,240,379,406	0,0,0,0	258,336,308,279	0,3,0,0	293	149
14614	423,478,693,714	11,10,13,12	502,643,540,527	5,11,10,13	293	149
14615	599,655,906,728	0,0,3,1	627,741,688,533	3,1,4,0	231	149
14617	157,209,338,291	0,0,0,0	256,264,203,213	1,0,0,0	298	149
14618	152,201,320,282	5,0,4,2	245,254,196,203	0,1,0,0	298	149
14619	367,420,653,604	0,0,0,0	462,548,453,437	1,0,0,0	298	149
14620	155,203,324,292	5,0,4,2	247,259,196,206	0,1,0,0	298	149
14621	421,444,641,663	0,0,1,0	419,579,508,506	1,0,0,1	298	149
14622	229,226,362,334	0,0,1,0	221,307,272,249	1,0,0,1	298	149
14623	209,227,312,351	0,0,1,0	203,290,251,275	1,0,0,1	298	149
14624	33,19,26,38	0,0,0,1	22,43,31,27	0,0,0,0	228	149
14625	151,116,193,182	3,3,6,3	206,172,147,181	0,8,0,1	298	149
14626	69,90,142,105	0,0,0,0	123,130,91,102	0,0,0,2	298	149
14627	56,42,55,56	73,78,128,80	50,54,66,61	67,107,128,83	298	149
