refseq_mrna	ensembl_transcript_id
NM_027972	ENSMUST00000085894
NM_027992	ENSMUST00000031556
NM_028004	ENSMUST00000011934
NM_028007	ENSMUST00000034140
NM_028024	ENSMUST00000017981
NM_028233	ENSMUST00000112308
NM_028264	ENSMUST00000029875
NM_028390	ENSMUST00000040912
NM_028638	ENSMUST00000240548
NM_028785	ENSMUST00000025831
NM_028813	ENSMUST00000024880
NM_028925	ENSMUST00000029741
NM_029007	ENSMUST00000020926
NM_029141	ENSMUST00000014673
NM_029286	ENSMUST00000238759
NM_029348	ENSMUST00000108639
NM_029628	ENSMUST00000132661
NM_029690	ENSMUST00000047630
NM_029846	ENSMUST00000027512
NM_029870	ENSMUST00000062519
NM_029963	ENSMUST00000028852
NM_029972	ENSMUST00000090940
NM_030678	ENSMUST00000003964
NM_031199	ENSMUST00000032066
NM_031373	ENSMUST00000029087
NM_033565	ENSMUST00000060945
NM_033589	ENSMUST00000195823
NM_033593	ENSMUST00000193404
NM_053085	ENSMUST00000006818
NM_053156	ENSMUST00000020965
NM_133183	ENSMUST00000183200
NM_133256	ENSMUST00000040477
NM_133717	ENSMUST00000032134
NM_133721	ENSMUST00000044165
NM_133783	ENSMUST00000028162
NM_133932	ENSMUST00000032410
NM_133941	ENSMUST00000033290
NM_134071	ENSMUST00000151524
NM_134215	ENSMUST00000076897
NM_134469	ENSMUST00000081848
NM_138579	ENSMUST00000109689
NM_138582	ENSMUST00000007245
NM_139001	ENSMUST00000035661
NM_139309	ENSMUST00000128667
NM_139310	ENSMUST00000047025
NM_144539	ENSMUST00000192195
NM_144835	ENSMUST00000059270
NM_144937	ENSMUST00000127569
NM_145452	ENSMUST00000109552
NM_145489	ENSMUST00000150819
NM_145505	ENSMUST00000036407
NM_145564	ENSMUST00000202447
NM_145629	ENSMUST00000033547
NM_145832	ENSMUST00000125276
NM_145955	ENSMUST00000057557
NM_145999	ENSMUST00000043897
NM_146009	ENSMUST00000220346
NM_146013	ENSMUST00000019512
NM_146063	ENSMUST00000023799
NM_146073	ENSMUST00000089185
NM_146090	ENSMUST00000060223
NM_146169	ENSMUST00000058383
NM_146218	ENSMUST00000038739
NM_146241	ENSMUST00000239411
NM_146243	ENSMUST00000000137
NM_146255	ENSMUST00000106713
NM_146258	ENSMUST00000110483
NM_146417	ENSMUST00000086063
NM_146866	ENSMUST00000054868
NM_146897	ENSMUST00000099804
NM_148925	ENSMUST00000084715
NM_148938	ENSMUST00000005493
NM_152803	ENSMUST00000045617
NM_152811	ENSMUST00000031183
NM_152839	ENSMUST00000087033
NM_153100	ENSMUST00000199891
NM_153128	ENSMUST00000112232
NM_153155	ENSMUST00000061545
NM_153598	ENSMUST00000031181
NM_170687	ENSMUST00000092433
NM_170704	ENSMUST00000017799
NM_171826	ENSMUST00000162057
NM_172143	ENSMUST00000054635
NM_172502	ENSMUST00000041367
NM_172601	ENSMUST00000022765
NM_172711	ENSMUST00000087228
NM_172733	ENSMUST00000087675
NM_172757	ENSMUST00000034079
NM_172784	ENSMUST00000019931
NM_172834	ENSMUST00000096547
NM_172840	ENSMUST00000026068
NM_172878	ENSMUST00000207854
NM_172894	ENSMUST00000064099
NM_172916	ENSMUST00000043141
NM_173347	ENSMUST00000015855
NM_173383	ENSMUST00000061522
NM_173388	ENSMUST00000042561
NM_174997	ENSMUST00000047534
NM_175115	ENSMUST00000046306
NM_175145	ENSMUST00000035871
NM_175155	ENSMUST00000015449
NM_175158	ENSMUST00000004470
NM_175300	ENSMUST00000028341
NM_175343	ENSMUST00000118917
NM_175366	ENSMUST00000082237
NM_175490	ENSMUST00000109430
NM_175501	ENSMUST00000061318
NM_175523	ENSMUST00000042766
NM_175645	ENSMUST00000032892
NM_175667	ENSMUST00000121717
NM_175750	ENSMUST00000115096
NM_176844	ENSMUST00000093844
NM_177006	ENSMUST00000159584
NM_177093	ENSMUST00000078717
NM_177215	ENSMUST00000001202
NM_177239	ENSMUST00000075872
NM_177260	ENSMUST00000107682
NM_177306	ENSMUST00000050455
NM_177368	ENSMUST00000061506
NM_177371	ENSMUST00000062246
NM_177462	ENSMUST00000046751
NM_177711	ENSMUST00000052978
NM_177716	ENSMUST00000031914
NM_177763	ENSMUST00000162280
NM_177782	ENSMUST00000036719
NM_178055	ENSMUST00000188290
NM_178112	ENSMUST00000044616
NM_178612	ENSMUST00000110934
NM_178618	ENSMUST00000093019
NM_178679	ENSMUST00000064656
NM_178779	ENSMUST00000058688
NM_181328	ENSMUST00000021693
NM_181390	ENSMUST00000040715
NM_182808	ENSMUST00000122120
NM_183162	ENSMUST00000108831
NM_183335	ENSMUST00000072037
NM_183355	ENSMUST00000176540
NM_194053	ENSMUST00000102842
NM_197944	ENSMUST00000072097
NM_198007	ENSMUST00000035606
NM_198031	ENSMUST00000000776
NM_198103	ENSMUST00000098312
NM_198166	ENSMUST00000070531
NM_198303	ENSMUST00000027252
NM_198411	ENSMUST00000101029
NM_199013	ENSMUST00000205776
NM_199306	ENSMUST00000043305
NM_199447	ENSMUST00000038677
NM_201367	ENSMUST00000039160
NM_201641	ENSMUST00000113142
NM_205769	ENSMUST00000061294
NM_001001983	ENSMUST00000036161
NM_001003908	ENSMUST00000103186
NM_001003949	ENSMUST00000052885
NM_001004164	ENSMUST00000020251
NM_001004761	ENSMUST00000055946
NM_001007568	ENSMUST00000080406
NM_001011771	ENSMUST00000214317
NM_001012765	ENSMUST00000114913
NM_001013028	ENSMUST00000095383
NM_001013749	ENSMUST00000180252
NM_001013806	ENSMUST00000040787
NM_001025358	ENSMUST00000120544
NM_001025432	ENSMUST00000023165
NM_001025438	ENSMUST00000199300
NM_001029836	ENSMUST00000042744
NM_001033219	ENSMUST00000151288
NM_001033222	ENSMUST00000099274
NM_001033263	ENSMUST00000039259
NM_001033279	ENSMUST00000114863
NM_001033322	ENSMUST00000115733
NM_001033441	ENSMUST00000100309
NM_001033451	ENSMUST00000111333
NM_001034907	ENSMUST00000082183
NM_001037136	ENSMUST00000190096
NM_001038613	ENSMUST00000100244
NM_001038663	ENSMUST00000115731
NM_001038710	ENSMUST00000215036
NM_001039089	ENSMUST00000021347
NM_001039094	ENSMUST00000074015
NM_001039385	ENSMUST00000041543
NM_001039389	ENSMUST00000176922
NM_001039493	ENSMUST00000097713
NM_001040131	ENSMUST00000161051
NM_001042438	ENSMUST00000110168
NM_001042528	ENSMUST00000041342
NM_001042620	ENSMUST00000199321
NM_001045536	ENSMUST00000069395
NM_001080747	ENSMUST00000082057
NM_001080931	ENSMUST00000043624
NM_001080968	ENSMUST00000239447
NM_001081034	ENSMUST00000005504
NM_001081267	ENSMUST00000107153
NM_001081286	ENSMUST00000191428
NM_001081326	ENSMUST00000040603
NM_001081379	ENSMUST00000098334
NM_001081414	ENSMUST00000125009
NM_001093764	ENSMUST00000203328
NM_001102430	ENSMUST00000088615
NM_001103162	ENSMUST00000098350
NM_001103181	ENSMUST00000149756
NM_001104617	ENSMUST00000061352
NM_001110499	ENSMUST00000179865
NM_001110778	ENSMUST00000068150
NM_001111289	ENSMUST00000111147
NM_001113373	ENSMUST00000105900
NM_001113569	ENSMUST00000077458
NM_001114140	ENSMUST00000109510
NM_001114332	ENSMUST00000092566
NM_001122594	ENSMUST00000179721
NM_001122683	ENSMUST00000115227
NM_001130529	ENSMUST00000013262
NM_001135019	ENSMUST00000174462
NM_001135192	ENSMUST00000064595
NM_001135577	ENSMUST00000165561
NM_001136066	ENSMUST00000004172
NM_001141965	ENSMUST00000110000
NM_001145804	ENSMUST00000189946
NM_001145947	ENSMUST00000078111
NM_001159375	ENSMUST00000163666
NM_001160017	ENSMUST00000105616
NM_001160182	ENSMUST00000097526
NM_001160319	ENSMUST00000097822
NM_001162943	ENSMUST00000078482
NM_001163016	ENSMUST00000113136
NM_001163448	ENSMUST00000115228
NM_001163480	ENSMUST00000111807
NM_001163486	ENSMUST00000112803
NM_001163501	ENSMUST00000046266
NM_001163635	ENSMUST00000025729
NM_001164528	ENSMUST00000111416
NM_001164583	ENSMUST00000106933
NM_001164584	ENSMUST00000038207
NM_001164663	ENSMUST00000069098
NM_001165902	ENSMUST00000178812
NM_001166585	ENSMUST00000084705
NM_001168255	ENSMUST00000132607
NM_001168296	ENSMUST00000085169
NM_001168471	ENSMUST00000178105
NM_001170401	ENSMUST00000070174
NM_001170742	ENSMUST00000038193
NM_001172113	ENSMUST00000176652
NM_001177397	ENSMUST00000182356
NM_001177615	ENSMUST00000178410
NM_001177617	ENSMUST00000159451
NM_001177844	ENSMUST00000176828
NM_001177956	ENSMUST00000112223
NM_001177959	ENSMUST00000112224
NM_001190437	ENSMUST00000111216
NM_001193305	ENSMUST00000037991
NM_001194940	ENSMUST00000163663
NM_001198866	ENSMUST00000113913
NM_001199044	ENSMUST00000025253
NM_001199136	ENSMUST00000106224
NM_001201416	ENSMUST00000160775
NM_001204166	ENSMUST00000028525
NM_001205234	ENSMUST00000113462
NM_001205235	ENSMUST00000077182
NM_001244618	ENSMUST00000220055
NM_001252072	ENSMUST00000106437
NM_001253892	ENSMUST00000080067
NM_001256431	ENSMUST00000199856
NM_001271727	ENSMUST00000107691
NM_001271858	ENSMUST00000204059
NM_001276341	ENSMUST00000230022
NM_001277100	ENSMUST00000237430
NM_001277186	ENSMUST00000109567
NM_001282000	ENSMUST00000211136
NM_001282071	ENSMUST00000183018
NM_001282945	ENSMUST00000086465
NM_001283028	ENSMUST00000095797
NM_001284258	ENSMUST00000035142
NM_001285999	ENSMUST00000105661
NM_001286260	ENSMUST00000075922
NM_001286346	ENSMUST00000054955
NM_001286376	ENSMUST00000211737
NM_001286584	ENSMUST00000095974
NM_001286714	ENSMUST00000226284
NM_001286786	ENSMUST00000089317
NM_001289651	ENSMUST00000029090
NM_001289826	ENSMUST00000202651
NM_001290434	ENSMUST00000108191
NM_001290472	ENSMUST00000077078
NM_001290535	ENSMUST00000119299
NM_001290685	ENSMUST00000137217
NM_001290712	ENSMUST00000089024
NM_001290764	ENSMUST00000003044
NM_001291039	ENSMUST00000089461
NM_001291104	ENSMUST00000011285
NM_001291137	ENSMUST00000109485
NM_001293622	ENSMUST00000070198
NM_001301306	ENSMUST00000106845
NM_001301641	ENSMUST00000055483
NM_001302950	ENSMUST00000052011
NM_001302955	ENSMUST00000006754
NM_001304266	ENSMUST00000187040
NM_001309437	ENSMUST00000160836
NM_001310085	ENSMUST00000154658
NM_001310604	ENSMUST00000199942
NM_001310712	ENSMUST00000112113
NM_001311157	ENSMUST00000194959
NM_001313984	ENSMUST00000019649
NM_001316664	ENSMUST00000110113
NM_001317244	ENSMUST00000111467
NM_001329622	ENSMUST00000154166
NM_001329869	ENSMUST00000013842
NM_001331108	ENSMUST00000108344
NM_001345902	ENSMUST00000031170
NM_007386	ENSMUST00000102973
NM_007525	ENSMUST00000027393
NM_007552	ENSMUST00000028071
NM_007567	ENSMUST00000035208
NM_007569	ENSMUST00000038377
NM_007625	ENSMUST00000026665
NM_007690	ENSMUST00000024627
NM_007694	ENSMUST00000028826
NM_007756	ENSMUST00000046892
NM_007789	ENSMUST00000002412
NM_007798	ENSMUST00000006235
NM_007840	ENSMUST00000021062
NM_007901	ENSMUST00000055676
NM_007937	ENSMUST00000053733
NM_008171	ENSMUST00000053880
NM_008210	ENSMUST00000161308
NM_008226	ENSMUST00000099513
NM_008308	ENSMUST00000022235
NM_008421	ENSMUST00000025202
NM_008445	ENSMUST00000020999
NM_008447	ENSMUST00000217895
NM_008538	ENSMUST00000092584
NM_008567	ENSMUST00000027601
NM_008594	ENSMUST00000032825
NM_008632	ENSMUST00000114015
NM_008745	ENSMUST00000224259
NM_008839	ENSMUST00000029201
NM_008881	ENSMUST00000163139
NM_008907	ENSMUST00000132846
NM_008913	ENSMUST00000056758
NM_008957	ENSMUST00000021921
NM_008973	ENSMUST00000101534
NM_008981	ENSMUST00000248537
NM_009034	ENSMUST00000035029
NM_009038	ENSMUST00000021290
NM_009120	ENSMUST00000020285
NM_009127	ENSMUST00000041331
NM_009128	ENSMUST00000026221
NM_009149	ENSMUST00000169020
NM_009155	ENSMUST00000159216
NM_009190	ENSMUST00000094646
NM_009215	ENSMUST00000004480
NM_009234	ENSMUST00000079063
NM_009238	ENSMUST00000067230
NM_009270	ENSMUST00000022977
NM_009305	ENSMUST00000069520
NM_009451	ENSMUST00000071135
NM_009469	ENSMUST00000031490
NM_009503	ENSMUST00000030164
NM_009536	ENSMUST00000067664
NM_009572	ENSMUST00000070143
NM_009609	ENSMUST00000071555
NM_009622	ENSMUST00000020706
NM_009655	ENSMUST00000023312
NM_009696	ENSMUST00000174064
NM_009725	ENSMUST00000118209
NM_009758	ENSMUST00000049005
NM_009783	ENSMUST00000100561
NM_009790	ENSMUST00000110082
NM_009840	ENSMUST00000026704
NM_009846	ENSMUST00000058714
NM_009859	ENSMUST00000165594
NM_009955	ENSMUST00000022629
NM_009963	ENSMUST00000090559
NM_009974	ENSMUST00000056919
NM_010022	ENSMUST00000000349
NM_010050	ENSMUST00000082432
NM_010097	ENSMUST00000031249
NM_010243	ENSMUST00000084770
NM_010307	ENSMUST00000076605
NM_010439	ENSMUST00000085546
NM_010448	ENSMUST00000074669
NM_010487	ENSMUST00000003501
NM_010591	ENSMUST00000107094
NM_010595	ENSMUST00000055168
NM_010673	ENSMUST00000082065
NM_010683	ENSMUST00000027752
NM_010748	ENSMUST00000110559
NM_010864	ENSMUST00000123128
NM_010881	ENSMUST00000085814
NM_010890	ENSMUST00000034740
NM_010893	ENSMUST00000007253
NM_010897	ENSMUST00000071325
NM_010923	ENSMUST00000109526
NM_010942	ENSMUST00000031009
NM_011101	ENSMUST00000059595
NM_011102	ENSMUST00000100301
NM_011104	ENSMUST00000097275
NM_011154	ENSMUST00000188509
NM_011184	ENSMUST00000160027
NM_011213	ENSMUST00000049074
NM_011215	ENSMUST00000070733
NM_011224	ENSMUST00000035269
NM_011277	ENSMUST00000076110
NM_011358	ENSMUST00000092404
NM_011586	ENSMUST00000092887
NM_011587	ENSMUST00000047421
NM_011630	ENSMUST00000113460
NM_011654	ENSMUST00000077577
NM_011680	ENSMUST00000058860
NM_011699	ENSMUST00000028583
NM_011714	ENSMUST00000002825
NM_011945	ENSMUST00000109267
NM_011967	ENSMUST00000090569
NM_012038	ENSMUST00000072299
NM_013415	ENSMUST00000047889
NM_013502	ENSMUST00000079746
NM_013509	ENSMUST00000004378
NM_013562	ENSMUST00000001672
NM_013853	ENSMUST00000030795
NM_013864	ENSMUST00000004673
NM_016676	ENSMUST00000021001
NM_016686	ENSMUST00000018521
NM_016699	ENSMUST00000017408
NM_016744	ENSMUST00000102655
NM_016889	ENSMUST00000089257
NM_017382	ENSMUST00000172298
NM_018763	ENSMUST00000036267
NM_018871	ENSMUST00000055808
NM_019411	ENSMUST00000020608
NM_019445	ENSMUST00000030039
NM_019472	ENSMUST00000110457
NM_019626	ENSMUST00000034076
NM_019677	ENSMUST00000131552
NM_019939	ENSMUST00000036236
NM_019982	ENSMUST00000075387
NM_020289	ENSMUST00000051201
NM_020332	ENSMUST00000022875
NM_021320	ENSMUST00000020204
NM_021337	ENSMUST00000046022
NM_021424	ENSMUST00000034510
NM_021458	ENSMUST00000131309
NM_021473	ENSMUST00000030455
NM_021530	ENSMUST00000023776
NM_021921	ENSMUST00000023291
NM_022410	ENSMUST00000016771
NM_023045	ENSMUST00000022696
NM_023290	ENSMUST00000000449
NM_023565	ENSMUST00000002790
NM_023651	ENSMUST00000020523
NM_024181	ENSMUST00000028392
NM_024207	ENSMUST00000022993
NM_024226	ENSMUST00000060992
NM_024459	ENSMUST00000102880
NM_025352	ENSMUST00000061326
NM_025356	ENSMUST00000197859
NM_025359	ENSMUST00000020896
NM_025451	ENSMUST00000050918
NM_025698	ENSMUST00000151189
NM_025804	ENSMUST00000212571
NM_025818	ENSMUST00000021135
NM_025938	ENSMUST00000023924
NM_026081	ENSMUST00000113144
NM_026162	ENSMUST00000028081
NM_026202	ENSMUST00000100026
NM_026432	ENSMUST00000033933
NM_026455	ENSMUST00000003123
NM_026521	ENSMUST00000078976
NM_026609	ENSMUST00000033910
NM_026891	ENSMUST00000110701
NM_026917	ENSMUST00000147563
NM_026988	ENSMUST00000032216
NM_027088	ENSMUST00000022458
NM_027357	ENSMUST00000027432
NM_027410	ENSMUST00000085701
NM_027452	ENSMUST00000046254
NM_027491	ENSMUST00000098190
NM_027629	ENSMUST00000084935
NM_027799	ENSMUST00000107818
NM_027870	ENSMUST00000081834
NM_027886	ENSMUST00000027414
NM_027901	ENSMUST00000088010
NM_027992	ENSMUST00000031556
NM_028906	ENSMUST00000034960
NM_029012	ENSMUST00000031530
NM_029872	ENSMUST00000007980
NM_029947	ENSMUST00000112959
NM_030203	ENSMUST00000047935
NM_030238	ENSMUST00000018851
NM_030691	ENSMUST00000047194
NM_031156	ENSMUST00000131070
NM_031179	ENSMUST00000027127
NM_032393	ENSMUST00000094639
NM_033218	ENSMUST00000023100
NM_033524	ENSMUST00000028829
NM_033565	ENSMUST00000060945
NM_033617	ENSMUST00000036380
NM_053089	ENSMUST00000029303
NM_053201	ENSMUST00000033578
NM_054051	ENSMUST00000018691
NM_080466	ENSMUST00000000811
NM_080555	ENSMUST00000064139
NM_126165	ENSMUST00000034388
NM_130893	ENSMUST00000096365
NM_133218	ENSMUST00000041124
NM_133716	ENSMUST00000043200
NM_133752	ENSMUST00000160597
NM_133780	ENSMUST00000124973
NM_134028	ENSMUST00000043654
NM_134040	ENSMUST00000071103
NM_134096	ENSMUST00000068088
NM_134448	ENSMUST00000097785
NM_138659	ENSMUST00000018449
NM_144858	ENSMUST00000007747
NM_144859	ENSMUST00000172733
NM_144887	ENSMUST00000035840
NM_144895	ENSMUST00000044116
NM_144958	ENSMUST00000163666
NM_145426	ENSMUST00000020830
NM_145452	ENSMUST00000109552
NM_145475	ENSMUST00000044332
NM_145505	ENSMUST00000036407
NM_145534	ENSMUST00000075410
NM_145984	ENSMUST00000072406
NM_145999	ENSMUST00000043897
NM_146019	ENSMUST00000108661
NM_146243	ENSMUST00000000137
NM_147778	ENSMUST00000061158
NM_147779	ENSMUST00000182014
NM_148938	ENSMUST00000005493
NM_152234	ENSMUST00000076454
NM_153457	ENSMUST00000078505
NM_153539	ENSMUST00000074622
NM_153559	ENSMUST00000036187
NM_153743	ENSMUST00000172689
NM_170593	ENSMUST00000037547
NM_172261	ENSMUST00000038696
NM_172263	ENSMUST00000162412
NM_172406	ENSMUST00000027186
NM_172606	ENSMUST00000090227
NM_172683	ENSMUST00000107270
NM_172694	ENSMUST00000107359
NM_172739	ENSMUST00000075845
NM_172748	ENSMUST00000033081
NM_172867	ENSMUST00000098070
NM_172871	ENSMUST00000094993
NM_172890	ENSMUST00000032451
NM_172916	ENSMUST00000043141
NM_173404	ENSMUST00000031278
NM_173423	ENSMUST00000036226
NM_173446	ENSMUST00000110969
NM_173781	ENSMUST00000035155
NM_174998	ENSMUST00000059667
NM_175015	ENSMUST00000018914
NM_175021	ENSMUST00000208199
NM_175115	ENSMUST00000046306
NM_175145	ENSMUST00000035871
NM_175251	ENSMUST00000096250
NM_175266	ENSMUST00000060711
NM_175274	ENSMUST00000042661
NM_175310	ENSMUST00000016569
NM_175402	ENSMUST00000055843
NM_175502	ENSMUST00000067469
NM_175510	ENSMUST00000061620
NM_175535	ENSMUST00000065496
NM_175696	ENSMUST00000032479
NM_175750	ENSMUST00000115096
NM_176841	ENSMUST00000040182
NM_176987	ENSMUST00000121401
NM_177034	ENSMUST00000025830
NM_177124	ENSMUST00000067689
NM_177231	ENSMUST00000098266
NM_177343	ENSMUST00000044009
NM_177378	ENSMUST00000078525
NM_177407	ENSMUST00000102888
NM_177582	ENSMUST00000111596
NM_177608	ENSMUST00000053699
NM_177762	ENSMUST00000003710
NM_177763	ENSMUST00000162280
NM_177899	ENSMUST00000137573
NM_177906	ENSMUST00000115243
NM_178005	ENSMUST00000091636
NM_178113	ENSMUST00000073127
NM_178119	ENSMUST00000027521
NM_178405	ENSMUST00000085913
NM_178634	ENSMUST00000122912
NM_178651	ENSMUST00000162372
NM_178678	ENSMUST00000105439
NM_178725	ENSMUST00000059049
NM_178726	ENSMUST00000029355
NM_178772	ENSMUST00000046515
NM_178874	ENSMUST00000045473
NM_178880	ENSMUST00000114037
NM_181071	ENSMUST00000100330
NM_181324	ENSMUST00000217034
NM_181419	ENSMUST00000086281
NM_181595	ENSMUST00000035813
NM_181750	ENSMUST00000036288
NM_182809	ENSMUST00000039438
NM_182993	ENSMUST00000085374
NM_183064	ENSMUST00000100024
NM_183315	ENSMUST00000053252
NM_198250	ENSMUST00000058667
NM_198862	ENSMUST00000056484
NM_198894	ENSMUST00000108407
NM_199200	ENSMUST00000049057
NM_201361	ENSMUST00000040368
NM_207239	ENSMUST00000055506
NM_207677	ENSMUST00000058702
NM_001003908	ENSMUST00000103186
NM_001003934	ENSMUST00000065304
NM_001004143	ENSMUST00000041683
NM_001004359	ENSMUST00000113144
NM_001008533	ENSMUST00000086465
NM_001024602	ENSMUST00000101018
NM_001025254	ENSMUST00000153478
NM_001025309	ENSMUST00000172818
NM_001025358	ENSMUST00000120544
NM_001025431	ENSMUST00000091556
NM_001025572	ENSMUST00000038116
NM_001033254	ENSMUST00000099557
NM_001033258	ENSMUST00000215836
NM_001033263	ENSMUST00000039259
NM_001036684	ENSMUST00000089003
NM_001037136	ENSMUST00000190096
NM_001037878	ENSMUST00000057934
NM_001038612	ENSMUST00000102879
NM_001038658	ENSMUST00000231171
NM_001039000	ENSMUST00000099172
NM_001040131	ENSMUST00000161051
NM_001048008	ENSMUST00000109830
NM_001077514	ENSMUST00000080210
NM_001077515	ENSMUST00000111212
NM_001080388	ENSMUST00000164205
NM_001080931	ENSMUST00000043624
NM_001080932	ENSMUST00000106113
NM_001081055	ENSMUST00000000384
NM_001081235	ENSMUST00000094463
NM_001081290	ENSMUST00000182660
NM_001081300	ENSMUST00000060303
NM_001081344	ENSMUST00000141722
NM_001081377	ENSMUST00000195826
NM_001081979	ENSMUST00000033770
NM_001083891	ENSMUST00000064798
NM_001099641	ENSMUST00000155218
NM_001109750	ENSMUST00000117945
NM_001109988	ENSMUST00000168890
NM_001110253	ENSMUST00000167595
NM_001110796	ENSMUST00000182407
NM_001111314	ENSMUST00000068681
NM_001113199	ENSMUST00000092048
NM_001113569	ENSMUST00000077458
NM_001122953	ENSMUST00000092532
NM_001130149	ENSMUST00000169061
NM_001136058	ENSMUST00000114158
NM_001145977	ENSMUST00000120898
NM_001159290	ENSMUST00000118955
NM_001160016	ENSMUST00000165335
NM_001163449	ENSMUST00000117509
NM_001164503	ENSMUST00000123853
NM_001164504	ENSMUST00000026494
NM_001166273	ENSMUST00000035058
NM_001169577	ENSMUST00000128141
NM_001170537	ENSMUST00000199450
NM_001170868	ENSMUST00000119730
NM_001173506	ENSMUST00000110639
NM_001177779	ENSMUST00000113735
NM_001177957	ENSMUST00000112227
NM_001198825	ENSMUST00000227021
NM_001199136	ENSMUST00000106224
NM_001204915	ENSMUST00000217841
NM_001205234	ENSMUST00000113462
NM_001243757	ENSMUST00000084894
NM_001252061	ENSMUST00000121390
NM_001252459	ENSMUST00000093165
NM_001252554	ENSMUST00000106983
NM_001253755	ENSMUST00000169504
NM_001253756	ENSMUST00000033915
NM_001253805	ENSMUST00000110361
NM_001277122	ENSMUST00000131671
NM_001285454	ENSMUST00000106992
NM_001286376	ENSMUST00000211737
NM_001286448	ENSMUST00000078505
NM_001286465	ENSMUST00000065601
NM_001286584	ENSMUST00000095974
NM_001286662	ENSMUST00000052462
NM_001289521	ENSMUST00000177302
NM_001289546	ENSMUST00000200466
NM_001289744	ENSMUST00000059049
NM_001290678	ENSMUST00000109412
NM_001290714	ENSMUST00000120204
NM_001290745	ENSMUST00000111760
NM_001290750	ENSMUST00000238748
NM_001290817	ENSMUST00000108858
NM_001290989	ENSMUST00000105691
NM_001290995	ENSMUST00000060537
NM_001291149	ENSMUST00000109441
NM_001293684	ENSMUST00000105431
NM_001294150	ENSMUST00000086819
NM_001302635	ENSMUST00000128646
NM_001302642	ENSMUST00000112476
NM_001302957	ENSMUST00000037942
NM_001306069	ENSMUST00000112237
NM_001309460	ENSMUST00000129241
NM_001310083	ENSMUST00000087871
NM_001310647	ENSMUST00000177207
NM_001310666	ENSMUST00000007961
NM_001310702	ENSMUST00000113309
NM_001311090	ENSMUST00000162899
NM_001311107	ENSMUST00000132435
NM_001313934	ENSMUST00000110082
NM_001318131	ENSMUST00000086854
NM_007395	ENSMUST00000000544
NM_007462	ENSMUST00000079362
NM_007481	ENSMUST00000050063
NM_007505	ENSMUST00000026495
NM_007506	ENSMUST00000090541
NM_007590	ENSMUST00000019514
NM_007614	ENSMUST00000007130
NM_007789	ENSMUST00000002412
NM_007874	ENSMUST00000006027
NM_007930	ENSMUST00000041623
NM_007988	ENSMUST00000055655
NM_008054	ENSMUST00000063091
NM_008139	ENSMUST00000025541
NM_008241	ENSMUST00000021333
NM_008306	ENSMUST00000237783
NM_008420	ENSMUST00000207917
NM_008421	ENSMUST00000025202
NM_008441	ENSMUST00000030806
NM_008449	ENSMUST00000028102
NM_008634	ENSMUST00000064762
NM_008729	ENSMUST00000081728
NM_008855	ENSMUST00000064989
NM_008913	ENSMUST00000056758
NM_008973	ENSMUST00000101534
NM_008996	ENSMUST00000163483
NM_009128	ENSMUST00000026221
NM_009142	ENSMUST00000034230
NM_009167	ENSMUST00000239056
NM_009221	ENSMUST00000163779
NM_009260	ENSMUST00000102838
NM_009306	ENSMUST00000064054
NM_009441	ENSMUST00000117648
NM_009468	ENSMUST00000025379
NM_009622	ENSMUST00000020706
NM_009656	ENSMUST00000031411
NM_009721	ENSMUST00000027863
NM_009729	ENSMUST00000024932
NM_009790	ENSMUST00000110082
NM_009792	ENSMUST00000115295
NM_009946	ENSMUST00000026985
NM_010123	ENSMUST00000025955
NM_010414	ENSMUST00000080036
NM_010432	ENSMUST00000029438
NM_010480	ENSMUST00000094361
NM_010508	ENSMUST00000023689
NM_010690	ENSMUST00000165952
NM_010881	ENSMUST00000085814
NM_010897	ENSMUST00000071325
NM_010942	ENSMUST00000031009
NM_011221	ENSMUST00000179343
NM_011246	ENSMUST00000102534
NM_011393	ENSMUST00000005220
NM_011462	ENSMUST00000095797
NM_011571	ENSMUST00000060864
NM_011600	ENSMUST00000052011
NM_011653	ENSMUST00000097014
NM_011695	ENSMUST00000022293
NM_013494	ENSMUST00000048967
NM_013507	ENSMUST00000162415
NM_013568	ENSMUST00000185333
NM_013625	ENSMUST00000021091
NM_013697	ENSMUST00000075312
NM_015781	ENSMUST00000065917
NM_015818	ENSMUST00000088174
NM_016748	ENSMUST00000030381
NM_016965	ENSMUST00000028386
NM_017382	ENSMUST00000172298
NM_018763	ENSMUST00000036267
NM_018804	ENSMUST00000090945
NM_019472	ENSMUST00000110457
NM_019632	ENSMUST00000028926
NM_019641	ENSMUST00000030636
NM_019754	ENSMUST00000096057
NM_019757	ENSMUST00000140901
NM_019760	ENSMUST00000020027
NM_019791	ENSMUST00000026142
NM_019914	ENSMUST00000065482
NM_020027	ENSMUST00000025253
NM_020253	ENSMUST00000236635
NM_020267	ENSMUST00000102573
NM_020615	ENSMUST00000114897
NM_021366	ENSMUST00000063694
NM_021399	ENSMUST00000109891
NM_022408	ENSMUST00000003621
NM_022423	ENSMUST00000094151
NM_025287	ENSMUST00000107724
NM_025451	ENSMUST00000050918
NM_025698	ENSMUST00000151189
NM_026361	ENSMUST00000102754
NM_026375	ENSMUST00000027768
NM_026988	ENSMUST00000032216
NM_027347	ENSMUST00000020159
NM_027395	ENSMUST00000058845
NM_027629	ENSMUST00000084935
NM_027758	ENSMUST00000034145
NM_028041	ENSMUST00000031598
NM_028053	ENSMUST00000030127
