IncLevel1	IncLevel2	IncLevelDifference
0.0,NA,NA,NA	NA,1.0,1.0,1.0	-1.0
0.034,0.039,0.05,0.02	0.058,0.049,0.049,0.044	-0.014
0.009,0.008,0.009,0.01	0.007,0.023,0.013,0.012	-0.005
0.052,0.057,0.073,0.029	0.051,0.068,0.071,0.072	-0.013
0.693,0.667,0.684,0.618	0.65,0.693,0.672,0.731	-0.021
1.0,0.221,0.221,1.0	1.0,1.0,0.61,0.74	-0.227
0.183,0.248,0.266,0.177	0.262,0.295,0.305,0.35	-0.084
0.454,0.185,0.145,0.185	0.112,0.312,0.254,0.361	-0.017
0.957,1.0,1.0,1.0	0.979,0.979,0.953,0.976	0.017
0.516,0.299,0.48,0.286	0.57,0.566,0.537,0.483	-0.144
0.001,0.002,0.002,0.001	0.002,0.003,0.001,0.001	-0.0
0.179,0.136,0.146,0.101	0.12,0.134,0.142,0.136	0.007
0.02,0.019,0.023,0.01	0.016,0.016,0.015,0.014	0.003
1.0,1.0,1.0,1.0	0.939,0.952,1.0,1.0	0.027
0.036,0.024,0.016,0.03	0.043,0.043,0.02,0.044	-0.011
0.1,0.089,0.095,0.114	0.101,0.139,0.148,0.1	-0.022
0.039,0.069,0.088,0.073	0.088,0.066,0.053,0.079	-0.004
0.051,0.054,0.069,0.049	0.067,0.075,0.057,0.065	-0.01
0.073,0.093,0.113,0.04	0.118,0.119,0.118,0.101	-0.034
0.029,0.004,0.012,0.009	0.054,0.017,0.028,0.016	-0.015
0.059,0.09,0.125,0.087	0.113,0.106,0.099,0.089	-0.012
0.048,0.029,0.088,0.042	0.099,0.101,0.054,0.105	-0.038
1.0,1.0,1.0,0.809	1.0,1.0,NA,1.0	-0.048
0.008,0.008,0.015,0.008	0.015,0.019,0.015,0.017	-0.007
0.791,0.858,0.907,0.904	0.837,0.935,0.88,0.936	-0.032
0.314,0.478,0.255,0.289	0.286,0.169,0.234,0.132	0.129
0.377,0.092,0.057,0.0	0.288,0.293,0.123,0.232	-0.102
0.08,0.027,0.062,0.022	0.055,0.037,0.0,0.023	0.019
0.011,0.008,0.061,0.006	0.047,0.047,0.081,0.082	-0.043
0.013,0.02,0.011,0.015	0.023,0.024,0.015,0.01	-0.003
0.135,0.132,0.149,0.054	0.15,0.096,0.157,0.096	-0.007
0.936,0.989,0.991,0.976	1.0,0.956,1.0,0.982	-0.011
0.193,0.131,0.203,0.209	0.21,0.196,0.143,0.226	-0.01
1.0,1.0,0.928,0.952	0.965,0.945,1.0,1.0	-0.008
0.015,0.006,0.038,0.027	0.004,0.025,0.037,0.004	0.004
0.007,0.006,0.006,0.005	0.012,0.003,0.004,0.017	-0.003
0.674,0.866,0.772,0.603	0.717,0.623,0.683,0.86	0.008
1.0,0.95,1.0,1.0	0.945,0.947,0.914,0.906	0.059
0.016,0.006,0.002,0.002	0.011,0.004,0.016,0.015	-0.005
0.012,0.053,0.084,0.095	0.056,0.116,0.102,0.086	-0.029
0.212,0.292,0.249,0.318	0.316,0.434,0.294,0.355	-0.082
0.022,0.089,0.095,0.052	0.027,0.036,0.148,0.068	-0.005
0.29,0.334,0.523,0.29	0.282,0.427,0.39,0.39	-0.013
0.427,0.374,0.363,0.261	0.434,0.378,0.521,0.516	-0.106
0.947,0.962,0.983,0.979	0.955,0.964,0.956,0.956	0.01
0.917,0.912,0.984,0.911	1.0,0.935,0.957,0.898	-0.016
0.229,0.338,0.293,0.193	0.309,0.292,0.259,0.248	-0.014
0.581,0.609,0.649,0.547	0.636,0.637,0.621,0.655	-0.041
1.0,1.0,0.984,1.0	0.951,1.0,0.992,0.99	0.013
0.01,0.004,0.009,0.008	0.009,0.008,0.007,0.007	0.0
0.675,0.47,0.528,0.447	0.442,0.42,0.574,0.578	0.027
0.926,0.923,0.899,0.766	0.834,0.897,0.971,0.941	-0.032
0.709,0.745,0.802,0.705	0.765,0.785,0.875,0.917	-0.095
0.08,0.073,0.097,0.06	0.113,0.123,0.12,0.101	-0.037
0.007,0.003,0.03,0.018	0.032,0.023,0.007,0.023	-0.007
1.0,0.899,1.0,1.0	0.942,0.891,0.946,0.925	0.049
0.734,0.701,0.68,0.653	0.699,0.703,0.736,0.662	-0.008
0.013,0.015,0.016,0.013	0.02,0.024,0.017,0.024	-0.007
0.0,0.06,0.0,0.036	0.051,0.0,0.078,0.029	-0.015
0.035,0.017,0.033,0.026	0.052,0.032,0.038,0.032	-0.011
0.004,0.007,0.007,0.008	0.011,0.008,0.011,0.008	-0.003
0.101,0.122,0.195,0.152	0.248,0.406,0.256,0.22	-0.14
0.0,0.0,NA,0.0	0.0,0.059,0.0,0.158	-0.054
0.188,0.217,0.245,0.166	0.246,0.188,0.273,0.249	-0.035
0.316,0.441,0.455,0.308	0.528,0.396,0.43,0.371	-0.051
0.065,0.051,0.058,0.065	0.05,0.068,0.086,0.082	-0.012
0.023,0.024,0.04,0.019	0.035,0.027,0.027,0.043	-0.007
0.939,0.955,0.909,0.953	0.948,0.937,0.892,0.928	0.013
0.931,0.465,0.92,0.613	0.868,0.961,0.803,0.527	-0.057
0.051,0.149,0.169,0.044	0.101,0.158,0.164,0.108	-0.03
0.073,0.133,0.125,0.023	0.204,0.128,0.037,0.136	-0.038
0.7,1.0,0.903,1.0	0.896,0.842,1.0,0.666	0.05
0.101,0.231,0.157,0.086	0.131,0.257,0.158,0.134	-0.026
0.122,0.061,0.173,0.059	0.161,0.138,0.109,0.166	-0.04
0.179,0.188,0.21,0.241	0.297,0.26,0.339,0.173	-0.063
0.053,0.074,0.111,0.051	0.11,0.149,0.11,0.107	-0.047
0.005,0.025,0.008,0.015	0.013,0.007,0.022,0.022	-0.003
0.129,0.185,0.299,0.163	0.192,0.194,0.243,0.248	-0.025
1.0,1.0,0.807,1.0	1.0,1.0,0.843,0.894	0.017
1.0,1.0,1.0,1.0	0.948,1.0,1.0,1.0	0.013
0.038,0.053,0.061,0.038	0.053,0.069,0.056,0.02	-0.002
0.0,NA,0.0,0.304	0.0,0.0,0.0,NA	0.101
0.834,0.867,0.697,0.729	0.76,0.884,0.769,0.842	-0.032
0.066,0.091,0.087,0.051	0.075,0.151,0.148,0.171	-0.063
0.008,0.09,0.074,0.047	0.12,0.053,0.058,0.066	-0.02
0.971,0.91,0.88,0.892	0.909,0.914,0.917,0.958	-0.011
0.507,0.645,0.561,0.461	0.57,0.615,0.593,0.569	-0.043
0.415,0.371,0.561,0.528	0.544,0.603,0.461,0.518	-0.063
0.249,0.065,0.138,0.122	0.144,0.079,0.1,0.247	0.001
0.225,0.3,0.297,0.255	0.271,0.342,0.269,0.191	0.001
0.157,0.143,0.166,0.064	0.142,0.159,0.058,0.199	-0.007
0.1,0.154,0.17,0.15	0.106,0.09,0.059,0.341	-0.006
0.218,0.256,0.242,0.174	0.248,0.282,0.2,0.253	-0.023
0.147,0.198,0.17,0.19	0.17,0.105,0.167,0.156	0.027
0.05,0.104,0.067,0.066	0.074,0.067,0.084,0.091	-0.007
0.257,0.205,0.28,0.135	0.26,0.396,0.324,0.265	-0.092
0.183,0.226,0.28,0.133	0.222,0.278,0.261,0.226	-0.041
0.0,0.0,0.0,0.0	0.087,0.087,0.11,0.171	-0.114
0.196,0.394,0.212,0.135	0.313,0.594,0.301,0.402	-0.168
0.117,0.099,0.11,0.089	0.105,0.123,0.085,0.117	-0.004
0.178,0.203,0.207,0.122	0.187,0.207,0.179,0.2	-0.016
0.181,0.223,0.24,0.133	0.225,0.263,0.236,0.26	-0.052
1.0,0.991,0.985,0.939	0.967,0.961,0.987,0.993	0.002
0.988,0.992,0.991,0.953	0.988,0.995,0.994,1.0	-0.013
0.603,0.502,0.626,0.372	0.59,0.647,0.625,0.696	-0.114
0.274,0.259,0.274,0.187	0.278,0.316,0.286,0.381	-0.067
0.505,0.418,0.416,0.257	0.391,0.445,0.47,0.553	-0.066
0.146,0.117,0.143,0.114	0.127,0.164,0.147,0.164	-0.021
0.071,0.1,0.106,0.078	0.1,0.122,0.097,0.105	-0.017
0.074,0.09,0.12,0.092	0.1,0.166,0.103,0.11	-0.026
0.269,0.257,0.354,0.178	0.346,0.373,0.383,0.344	-0.097
0.014,0.02,0.01,0.025	0.029,0.008,0.027,0.013	-0.002
0.141,0.165,0.187,0.086	0.249,0.13,0.172,0.182	-0.038
0.175,0.249,0.354,0.181	0.242,0.234,0.202,0.228	0.013
0.04,0.046,0.096,0.066	0.049,0.037,0.059,0.057	0.012
0.051,0.041,0.054,0.035	0.056,0.074,0.07,0.07	-0.022
0.011,0.023,0.03,0.021	0.03,0.026,0.018,0.034	-0.006
0.635,0.649,0.62,0.547	0.559,0.533,0.591,0.606	0.04
0.961,0.959,0.984,0.976	0.971,0.973,0.977,0.946	0.003
0.061,0.052,0.075,0.04	0.069,0.071,0.102,0.081	-0.024
0.56,0.68,0.659,0.551	0.546,0.635,0.565,0.553	0.038
0.221,0.195,0.299,0.174	0.3,0.288,0.353,0.325	-0.094
0.106,0.057,0.088,0.045	0.091,0.118,0.112,0.058	-0.021
0.818,0.809,0.845,0.671	0.748,0.886,0.731,0.851	-0.018
0.245,0.315,0.31,0.285	0.36,0.38,0.441,0.322	-0.087
1.0,1.0,0.97,1.0	1.0,0.986,0.931,0.903	0.037
0.209,0.162,0.237,0.149	0.21,0.227,0.228,0.259	-0.042
0.959,0.984,0.963,0.956	0.945,0.965,0.992,0.931	0.007
0.047,0.038,0.023,0.095	0.099,0.089,0.135,0.068	-0.047
0.811,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.047
0.597,0.542,0.52,0.639	0.562,0.628,0.473,0.666	-0.008
0.065,0.066,0.054,0.04	0.058,0.075,0.064,0.078	-0.013
0.091,0.02,0.095,0.027	0.059,0.066,0.104,0.148	-0.036
NA,1.0,0.391,NA	NA,1.0,0.763,1.0	-0.225
0.021,0.034,0.028,0.028	0.032,0.059,0.046,0.022	-0.012
0.758,0.729,0.827,0.727	0.847,0.939,0.743,0.674	-0.04
0.807,0.818,0.811,0.781	0.834,0.911,0.766,0.85	-0.036
0.241,0.285,0.291,0.238	0.312,0.354,0.294,0.329	-0.058
0.022,0.014,0.016,0.013	0.035,0.022,0.022,0.013	-0.007
0.025,0.036,0.035,0.012	0.045,0.041,0.025,0.032	-0.009
0.092,0.097,0.178,0.069	0.116,0.154,0.132,0.175	-0.035
0.074,0.096,0.103,0.031	0.071,0.121,0.108,0.138	-0.034
0.027,0.03,0.056,0.016	0.027,0.048,0.021,0.04	-0.002
0.4,0.503,0.552,0.368	0.574,0.593,0.628,0.554	-0.132
0.234,0.277,0.354,0.265	0.335,0.356,0.313,0.334	-0.052
0.297,0.317,0.406,0.258	0.459,0.457,0.469,0.319	-0.106
0.666,0.658,0.79,0.764	0.722,0.748,0.729,0.734	-0.014
0.949,0.921,0.925,0.939	0.966,0.92,0.973,0.934	-0.015
0.218,0.249,0.288,0.14	0.281,0.243,0.25,0.268	-0.037
0.035,0.045,0.067,0.038	0.065,0.076,0.073,0.077	-0.027
0.049,0.057,0.063,0.052	0.065,0.056,0.055,0.06	-0.004
NA,0.451,0.17,0.0	NA,0.133,0.053,0.133	0.101
0.042,0.057,0.058,0.024	0.056,0.049,0.06,0.065	-0.012
0.048,0.012,0.057,0.032	0.047,0.039,0.049,0.041	-0.007
0.017,0.026,0.048,0.014	0.031,0.024,0.04,0.044	-0.009
0.02,0.022,0.028,0.018	0.024,0.042,0.037,0.02	-0.009
1.0,0.965,1.0,1.0	1.0,0.968,0.986,1.0	0.003
0.951,0.941,0.953,0.926	0.95,0.956,0.925,0.946	-0.002
0.012,0.006,0.01,0.006	0.009,0.009,0.006,0.007	0.001
0.029,0.023,0.021,0.039	0.041,0.038,0.024,0.031	-0.005
0.0,0.001,0.001,0.001	0.001,0.001,0.001,0.001	-0.0
0.001,0.001,0.001,0.001	0.001,0.001,0.001,0.001	0.0
0.885,0.895,0.888,0.899	0.891,0.894,0.898,0.909	-0.006
1.0,1.0,1.0,1.0	1.0,0.758,1.0,1.0	0.06
0.039,0.045,0.036,0.056	0.095,0.067,0.046,0.082	-0.029
0.792,0.853,0.845,0.87	0.826,0.84,0.876,0.83	-0.003
1.0,1.0,1.0,0.834	1.0,1.0,0.878,1.0	-0.011
0.0,0.056,0.089,0.04	0.132,0.095,0.092,0.095	-0.057
0.013,0.0,0.008,0.0	0.0,0.0,0.033,0.0	-0.003
0.958,0.964,1.0,1.0	1.0,1.0,1.0,0.969	-0.012
0.133,0.126,0.169,0.14	0.135,0.208,0.187,0.249	-0.053
0.984,0.969,0.964,0.971	0.964,0.976,0.981,0.975	-0.002
0.828,0.9,0.894,0.715	0.974,0.901,0.896,0.916	-0.088
0.286,0.361,0.483,0.251	0.43,0.449,0.382,0.452	-0.083
0.394,0.417,0.593,0.376	0.599,0.665,0.572,0.723	-0.195
1.0,1.0,0.893,1.0	0.895,1.0,0.631,1.0	0.092
1.0,0.925,1.0,1.0	1.0,1.0,1.0,1.0	-0.019
0.037,0.026,0.038,0.033	0.042,0.062,0.031,0.026	-0.007
1.0,0.877,0.919,1.0	0.952,1.0,0.959,0.815	0.018
0.065,0.062,0.073,0.049	0.083,0.088,0.056,0.076	-0.013
NA,0.441,0.283,0.283	0.116,NA,1.0,1.0	-0.37
0.045,0.0,0.072,0.0	0.0,0.076,0.048,0.0	-0.002
0.012,0.04,0.056,0.026	0.042,0.059,0.029,0.051	-0.012
0.053,0.08,0.088,0.053	0.093,0.089,0.093,0.114	-0.029
0.009,0.025,0.034,0.018	0.032,0.032,0.034,0.051	-0.016
0.086,0.055,0.086,0.079	0.082,0.091,0.115,0.095	-0.019
0.158,0.162,0.187,0.102	0.137,0.194,0.123,0.083	0.018
0.515,0.637,0.49,0.44	0.475,0.569,0.532,0.521	-0.004
0.006,0.004,0.036,0.017	0.028,0.043,0.02,0.016	-0.011
0.97,1.0,0.977,0.912	0.975,0.953,0.973,0.966	-0.002
0.099,0.0,0.0,0.0	0.0,0.099,0.037,0.0	-0.009
0.388,0.111,0.354,0.069	0.465,0.144,0.17,0.243	-0.025
1.0,1.0,0.967,0.858	0.912,1.0,1.0,1.0	-0.022
0.904,0.937,0.964,0.758	0.902,0.864,0.916,0.851	0.008
0.278,0.122,0.148,0.067	0.093,0.142,0.076,0.08	0.056
0.109,0.201,0.2,0.171	0.214,0.164,0.23,0.309	-0.059
0.818,0.831,0.843,0.836	0.788,0.829,0.802,0.811	0.024
0.082,0.104,0.135,0.063	0.143,0.15,0.165,0.133	-0.052
0.06,0.04,0.032,0.03	0.043,0.069,0.12,0.052	-0.03
1.0,0.759,1.0,1.0	0.782,1.0,1.0,1.0	-0.006
0.0,0.193,0.0,0.373	0.0,0.09,0.193,0.078	0.051
0.207,0.276,0.286,0.251	0.147,0.152,0.16,0.308	0.063
0.136,0.187,0.032,0.142	0.112,0.024,0.029,0.174	0.04
0.089,0.1,0.097,0.069	0.095,0.107,0.129,0.092	-0.017
0.01,0.028,0.02,0.009	0.013,0.014,0.029,0.018	-0.002
0.885,0.964,1.0,0.899	1.0,1.0,0.985,0.947	-0.046
0.177,0.225,0.185,0.146	0.245,0.215,0.228,0.176	-0.033
0.0,1.0,0.702,1.0	1.0,0.752,0.35,0.669	-0.017
1.0,1.0,1.0,1.0	1.0,0.653,1.0,0.653	0.173
1.0,1.0,1.0,1.0	1.0,1.0,0.803,1.0	0.049
0.353,0.0,0.831,0.0	0.421,0.166,0.154,0.254	0.047
0.0,1.0,0.593,1.0	0.378,0.327,0.66,0.421	0.202
0.317,1.0,0.699,0.41	0.367,0.736,0.699,0.511	0.028
0.142,0.155,0.296,0.119	0.233,0.219,0.299,0.359	-0.099
0.0,NA,0.412,0.0	0.189,NA,0.318,1.0	-0.365
1.0,0.0,0.14,0.395	0.567,0.303,0.0,NA	0.094
0.0,0.369,0.149,0.135	0.0,0.081,0.226,0.189	0.039
0.994,0.991,0.992,0.991	0.994,0.992,0.995,0.995	-0.002
0.889,0.86,0.85,0.926	0.91,0.819,0.86,0.909	0.007
0.942,0.871,0.94,0.689	0.734,0.837,1.0,0.785	0.022
1.0,1.0,0.888,1.0	0.766,1.0,1.0,1.0	0.03
0.066,0.051,0.051,0.011	0.056,0.028,0.065,0.066	-0.009
0.995,0.986,0.988,0.991	0.989,0.99,0.995,0.984	0.0
1.0,1.0,1.0,0.823	1.0,0.919,1.0,1.0	-0.024
0.064,0.069,0.055,0.0	0.082,0.099,0.094,0.085	-0.043
0.053,0.048,0.071,0.035	0.067,0.104,0.048,0.053	-0.016
1.0,0.892,1.0,1.0	1.0,1.0,1.0,1.0	-0.027
0.342,0.565,0.387,0.278	0.293,0.465,0.383,0.392	0.01
0.042,0.033,0.078,0.061	0.034,0.092,0.07,0.065	-0.012
1.0,1.0,0.928,0.672	0.714,1.0,0.936,1.0	-0.012
0.037,0.043,0.067,0.019	0.036,0.064,0.024,0.038	0.001
0.724,1.0,0.908,0.749	1.0,0.807,1.0,1.0	-0.106
0.0,1.0,0.218,0.0	1.0,0.625,1.0,0.0	-0.352
NA,0.364,0.223,0.364	NA,0.0,NA,NA	0.317
0.006,0.006,0.01,0.005	0.009,0.005,0.011,0.013	-0.003
0.008,0.013,0.011,0.008	0.014,0.013,0.012,0.018	-0.004
0.042,0.043,0.049,0.036	0.066,0.06,0.057,0.053	-0.016
0.004,0.007,0.006,0.005	0.008,0.009,0.006,0.009	-0.002
0.125,0.125,0.189,0.09	0.183,0.149,0.133,0.141	-0.019
1.0,1.0,0.945,1.0	1.0,0.952,1.0,1.0	-0.002
0.096,0.179,0.197,0.1	0.208,0.121,0.102,0.184	-0.011
0.012,0.018,0.024,0.011	0.02,0.018,0.014,0.014	-0.0
1.0,NA,1.0,0.349	1.0,1.0,1.0,1.0	-0.217
0.087,NA,1.0,1.0	1.0,NA,1.0,NA	-0.304
0.046,0.048,0.04,0.025	0.054,0.047,0.036,0.036	-0.004
0.274,0.31,0.234,0.115	0.253,0.17,0.248,0.303	-0.01
0.019,0.02,0.021,0.0	0.029,0.049,0.058,0.041	-0.029
1.0,1.0,1.0,1.0	0.9,1.0,0.815,0.809	0.119
0.061,0.032,0.059,0.065	0.05,0.068,0.042,0.058	-0.0
0.099,0.068,0.062,0.093	0.077,0.071,0.048,0.082	0.011
0.04,0.026,0.036,0.022	0.043,0.055,0.035,0.044	-0.013
0.14,0.155,0.188,0.138	0.128,0.17,0.228,0.148	-0.013
0.116,0.024,0.164,0.037	0.029,0.117,0.015,0.185	-0.001
0.0,0.0,0.0,0.072	0.135,0.017,0.077,0.077	-0.059
0.036,0.065,0.055,0.033	0.057,0.077,0.043,0.054	-0.01
0.922,1.0,0.959,0.945	0.983,0.956,0.849,0.914	0.031
1.0,1.0,1.0,1.0	1.0,0.969,0.925,1.0	0.026
0.03,0.034,0.027,0.02	0.035,0.037,0.028,0.041	-0.008
0.927,0.906,0.865,0.926	1.0,0.924,0.897,0.954	-0.038
0.743,0.727,0.698,0.755	0.852,0.708,0.698,0.831	-0.041
0.019,0.008,0.016,0.007	0.01,0.013,0.008,0.013	0.001
0.3,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.175
0.025,0.026,0.035,0.018	0.026,0.028,0.021,0.036	-0.002
0.898,0.91,0.942,0.965	1.0,0.965,1.0,0.937	-0.047
0.247,0.217,0.294,0.164	0.29,0.257,0.291,0.243	-0.04
0.008,0.005,0.015,0.01	0.025,0.015,0.01,0.015	-0.007
0.03,0.025,0.025,0.039	0.039,0.03,0.031,0.031	-0.003
0.163,0.142,0.14,0.137	0.269,0.169,0.128,0.133	-0.029
0.828,0.732,0.569,0.706	0.885,0.828,0.712,0.507	-0.024
0.542,0.374,0.501,0.301	0.509,0.561,0.52,0.463	-0.084
1.0,0.843,1.0,1.0	1.0,1.0,0.85,1.0	-0.002
0.148,0.0,1.0,0.055	0.207,0.303,1.0,0.303	-0.153
0.422,0.41,0.427,0.193	0.296,0.307,0.397,0.386	0.016
0.283,0.499,0.344,0.249	0.38,0.249,0.231,0.331	0.046
0.629,0.766,0.726,0.594	0.757,0.758,0.717,0.776	-0.073
0.977,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.006
0.413,0.359,0.422,0.48	0.46,0.414,0.396,0.376	0.007
1.0,1.0,1.0,1.0	1.0,0.993,1.0,1.0	0.002
0.858,0.768,0.741,0.783	0.757,0.827,0.83,0.827	-0.023
0.114,0.1,0.129,0.085	0.13,0.134,0.14,0.164	-0.035
1.0,1.0,1.0,1.0	1.0,1.0,0.98,1.0	0.005
0.965,0.974,0.968,0.913	0.977,0.957,0.98,0.974	-0.017
1.0,0.993,0.997,1.0	0.993,0.997,0.986,0.993	0.005
0.174,0.289,0.275,0.194	0.244,0.278,0.21,0.258	-0.015
0.034,0.03,0.07,0.031	0.063,0.035,0.063,0.028	-0.006
0.106,0.103,0.121,0.084	0.119,0.131,0.133,0.136	-0.026
0.237,0.518,0.472,0.477	0.207,0.374,0.361,0.586	0.044
1.0,0.0,1.0,NA	0.0,0.0,1.0,0.646	0.255
NA,NA,0.0,0.0	0.0,0.044,NA,0.0	-0.015
0.005,0.008,0.01,0.011	0.011,0.014,0.01,0.013	-0.003
0.007,0.014,0.013,0.006	0.019,0.028,0.014,0.019	-0.01
0.275,0.228,0.567,0.514	0.689,0.454,0.139,0.228	0.018
1.0,1.0,0.572,0.0	0.0,0.401,NA,1.0	0.176
0.124,0.137,0.161,0.101	0.192,0.219,0.226,0.172	-0.071
0.037,0.011,0.01,0.077	0.043,0.037,0.036,0.053	-0.008
0.154,0.151,0.146,0.109	0.222,0.255,0.239,0.245	-0.1
1.0,1.0,1.0,1.0	1.0,0.878,1.0,1.0	0.03
0.028,0.027,0.063,0.051	0.077,0.08,0.096,0.047	-0.033
0.643,0.577,0.866,0.385	1.0,0.758,0.75,1.0	-0.259
0.009,0.06,0.033,0.044	0.062,0.043,0.05,0.038	-0.012
0.093,0.0,0.0,0.0	0.103,0.079,0.069,0.103	-0.065
0.284,0.155,0.193,0.379	0.155,0.469,0.395,0.34	-0.087
0.795,0.894,0.969,0.878	0.864,0.941,0.79,0.814	0.032
0.091,0.146,0.17,0.13	0.188,0.174,0.153,0.175	-0.038
1.0,0.859,0.753,1.0	0.702,0.684,0.878,0.899	0.112
0.201,0.261,0.205,0.141	0.276,0.236,0.311,0.282	-0.074
0.212,0.27,0.423,0.153	0.301,0.305,0.258,0.271	-0.019
1.0,1.0,1.0,1.0	0.972,1.0,0.964,0.915	0.037
0.04,0.06,0.043,0.025	0.032,0.04,0.074,0.036	-0.004
0.123,0.085,0.084,0.058	0.125,0.126,0.09,0.104	-0.024
0.094,0.096,0.09,0.052	0.127,0.122,0.151,0.138	-0.052
0.411,0.538,0.586,0.421	0.576,0.567,0.308,0.478	0.007
1.0,0.929,0.839,0.953	0.872,0.844,0.889,0.879	0.059
0.513,0.713,0.555,0.418	0.863,0.744,0.882,0.748	-0.259
0.043,0.08,0.245,0.057	0.101,0.266,0.192,0.245	-0.095
0.054,0.116,0.15,0.023	0.081,0.114,0.08,0.082	-0.004
0.211,0.246,0.207,0.285	0.16,0.441,0.212,0.336	-0.05
0.218,0.052,0.143,0.15	0.037,0.176,0.19,0.097	0.016
0.042,0.032,0.047,0.014	0.042,0.038,0.031,0.024	0.0
0.002,0.006,0.005,0.001	0.002,0.005,0.007,0.003	-0.001
0.057,0.071,0.068,0.046	0.06,0.063,0.075,0.072	-0.007
0.86,1.0,1.0,0.697	0.711,0.927,0.809,0.894	0.054
0.0,0.0,0.055,0.072	0.0,0.072,0.0,0.037	0.005
0.0,0.303,0.567,0.0	0.088,0.127,0.246,0.635	-0.057
0.725,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.069
0.025,0.021,0.019,0.023	0.025,0.021,0.03,0.026	-0.003
0.1,0.188,0.165,0.147	0.277,0.273,0.188,0.236	-0.093
0.015,0.015,0.027,0.02	0.012,0.015,0.016,0.032	0.001
1.0,1.0,1.0,1.0	1.0,0.979,1.0,1.0	0.005
0.553,0.637,0.642,0.773	0.67,0.645,0.68,0.784	-0.043
0.009,0.007,0.006,0.006	0.011,0.01,0.011,0.013	-0.004
1.0,1.0,1.0,1.0	0.985,0.977,1.0,0.985	0.013
1.0,1.0,1.0,1.0	1.0,1.0,0.921,0.9	0.045
0.145,0.103,0.131,0.119	0.187,0.148,0.119,0.254	-0.052
0.944,0.916,0.963,0.963	0.94,0.94,0.97,0.955	-0.005
0.019,0.036,0.036,0.019	0.035,0.041,0.025,0.023	-0.003
0.174,1.0,0.137,NA	0.22,1.0,0.717,1.0	-0.297
0.296,0.33,0.53,0.36	0.497,0.48,0.382,0.531	-0.094
1.0,0.981,0.965,0.938	0.977,0.975,0.964,0.99	-0.006
0.0,0.0,0.0,0.0	0.0,0.071,0.0,0.0	-0.018
0.04,0.024,0.041,0.023	0.074,0.052,0.069,0.069	-0.034
0.048,0.049,0.051,0.031	0.061,0.059,0.062,0.055	-0.014
0.049,0.059,0.072,0.033	0.074,0.096,0.073,0.064	-0.024
0.359,0.297,0.428,0.395	0.604,0.522,0.458,0.481	-0.147
0.019,0.014,0.026,0.015	0.028,0.033,0.024,0.029	-0.01
0.064,0.132,0.13,0.09	0.096,0.066,0.069,0.099	0.022
0.475,0.524,0.519,0.305	0.471,0.343,0.435,0.441	0.033
0.477,0.719,0.633,0.502	0.53,0.58,0.638,0.707	-0.031
1.0,1.0,1.0,1.0	1.0,1.0,0.978,0.982	0.01
1.0,1.0,1.0,1.0	1.0,0.984,0.929,0.981	0.026
1.0,0.366,0.752,1.0	1.0,0.634,1.0,1.0	-0.129
0.0,0.0,0.0,0.226	0.0,0.039,0.196,0.075	-0.021
1.0,1.0,1.0,1.0	1.0,1.0,0.82,1.0	0.045
0.553,0.0,0.0,1.0	0.507,0.121,0.346,0.622	-0.011
0.541,1.0,1.0,1.0	1.0,0.227,1.0,1.0	0.078
1.0,0.0,1.0,NA	NA,1.0,0.238,1.0	-0.079
0.06,0.081,0.098,0.086	0.105,0.098,0.108,0.081	-0.017
0.042,0.05,0.136,0.042	0.108,0.115,0.126,0.05	-0.032
0.853,0.875,0.847,0.88	0.9,0.984,0.776,0.917	-0.03
0.811,0.924,0.841,0.904	0.945,0.929,0.848,0.851	-0.023
1.0,1.0,1.0,0.866	1.0,1.0,1.0,1.0	-0.033
0.238,0.814,0.762,0.539	0.582,0.556,0.531,0.437	0.062
0.549,0.705,0.591,0.417	0.663,0.651,0.715,0.741	-0.127
0.528,0.423,0.49,0.372	0.326,0.462,0.48,0.448	0.024
0.367,0.319,0.366,0.318	0.395,0.375,0.437,0.307	-0.036
0.547,0.569,0.18,0.142	0.099,0.569,0.209,0.664	-0.026
0.393,NA,1.0,1.0	1.0,0.66,1.0,1.0	-0.117
1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.434	0.141
0.171,0.206,0.242,0.107	0.309,0.212,0.247,0.272	-0.079
0.95,1.0,0.973,1.0	1.0,0.966,0.943,1.0	0.004
0.742,0.407,0.536,0.284	0.657,0.578,0.665,0.568	-0.125
0.23,0.373,0.443,NA	0.23,NA,0.417,1.0	-0.2
0.015,0.019,0.025,0.009	0.021,0.021,0.022,0.018	-0.003
0.994,0.994,0.996,0.989	1.0,0.986,0.994,0.998	-0.001
0.044,0.07,0.056,0.035	0.049,0.066,0.046,0.052	-0.002
0.028,0.029,0.039,0.019	0.023,0.037,0.036,0.029	-0.002
0.05,0.063,0.071,0.037	0.061,0.067,0.054,0.066	-0.007
0.6,0.701,0.686,0.436	0.687,0.591,0.557,0.642	-0.013
0.076,0.0,0.0,0.0	0.147,0.0,0.117,0.0	-0.047
1.0,1.0,1.0,1.0	1.0,0.978,1.0,0.976	0.012
0.051,0.074,0.074,0.044	0.063,0.063,0.049,0.069	-0.0
