IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
50,48,47,54	7,8,11,5	51,49,40,49	10,14,9,4	152	149
22,44,67,49	1,1,1,5	41,66,46,44	0,0,0,3	161	149
11,16,29,19	134,120,226,121	14,22,16,17	152,187,146,146	173	149
0,0,0,0	2,3,2,1	0,0,1,3	3,3,0,5	152	149
34,41,56,29	0,0,1,0	34,41,58,46	0,1,0,0	298	149
2,1,3,1	283,290,421,338	1,1,2,0	366,362,326,305	173	149
514,570,700,589	3,2,3,2	661,707,596,609	1,5,1,1	250	149
287,343,373,372	161,190,191,198	332,311,358,300	160,180,177,178	298	149
3,1,1,0	1,0,1,0	0,1,6,6	0,1,0,0	181	149
8,3,6,10	1,5,2,4	8,11,10,9	6,6,3,8	219	149
13,16,24,15	1,5,2,4	16,30,24,16	6,6,3,8	223	149
6,13,18,7	1,0,0,2	12,21,14,7	4,2,0,0	153	149
5,6,5,9	0,0,0,0	16,5,21,9	0,0,1,0	298	149
14,35,31,32	0,2,0,0	24,34,53,20	2,3,1,0	206	149
5,3,5,5	0,1,6,7	3,5,1,4	2,0,2,4	152	149
5,3,4,1	2,1,3,1	7,6,1,3	4,6,8,2	152	149
0,0,0,0	0,0,3,0	0,0,0,2	0,0,0,0	152	149
7,4,4,12	1,2,4,0	3,14,7,5	7,6,1,2	152	149
16,19,31,23	1,0,4,4	9,25,16,15	1,2,1,1	166	149
20,20,33,25	3,8,2,3	9,30,22,18	1,0,5,2	166	149
30,31,50,39	12,18,26,32	28,37,35,19	31,30,22,13	166	149
11,6,25,13	0,2,0,0	19,23,18,23	5,3,3,0	153	149
1,0,0,5	4,2,2,2	0,2,2,0	5,5,2,4	167	149
91,153,183,186	0,1,0,0	124,183,198,144	0,0,0,0	154	149
0,2,0,2	112,143,174,141	1,3,2,1	166,207,155,145	282	149
0,0,0,0	145,124,176,152	0,0,0,1	113,175,163,122	240	149
0,0,0,1	113,104,111,141	0,1,1,1	127,159,144,96	175	149
46,38,42,66	12,2,9,5	45,77,52,51	10,10,12,5	239	149
143,173,258,149	2,2,0,2	241,267,220,184	0,3,0,0	298	149
1024,1094,1640,1598	15,15,28,26	1099,1567,1260,1287	5,16,25,16	224	149
188,241,305,343	7,6,10,4	277,264,303,220	6,4,3,5	152	149
53,54,104,63	1,3,2,5	76,101,73,84	2,8,2,5	298	149
175,204,361,237	14,17,25,4	327,370,333,321	20,15,33,17	298	149
126,183,213,231	222,267,307,297	132,227,200,175	257,338,321,233	167	149
3,13,10,19	53,37,36,53	15,9,8,14	35,49,47,36	221	149
3,11,9,15	1,7,0,2	13,6,8,8	2,2,0,2	221	149
3,12,9,15	0,0,1,0	12,6,8,8	0,1,0,1	221	149
25,40,57,37	11,11,8,8	78,67,72,72	15,11,17,7	298	149
18,37,44,25	1,1,1,0	59,63,65,47	5,2,1,2	170	149
0,0,0,1	37,28,38,51	1,2,0,1	37,53,44,47	173	149
47,27,57,40	0,0,0,0	44,56,51,47	0,1,0,0	151	149
6,11,14,13	0,4,1,0	4,13,23,14	0,4,0,0	152	149
23,36,40,38	1,2,4,1	35,30,32,26	2,2,4,0	168	149
0,0,1,0	107,132,168,123	0,0,0,0	155,125,156,128	176	149
1,7,7,5	0,1,1,0	4,7,7,4	4,3,1,0	181	149
108,139,174,128	0,1,1,0	159,132,163,132	4,3,1,0	154	149
0,0,4,0	4,3,6,7	1,1,0,1	7,4,5,10	271	149
18,28,42,23	165,193,301,237	20,33,15,36	201,290,268,210	188	149
10,8,18,16	4,4,9,5	17,16,23,14	3,2,11,6	164	149
96,116,126,130	4,0,1,1	121,142,121,107	1,1,6,0	155	149
1,0,3,0	13,11,21,25	1,0,0,2	7,13,16,4	298	149
9,3,2,5	133,89,164,108	4,5,10,9	156,157,147,133	171	149
8,12,14,12	62,70,93,67	9,17,7,1	60,88,75,57	298	149
110,114,132,106	0,1,1,1	112,129,110,126	0,1,0,0	272	149
70,56,82,65	0,0,0,0	60,91,68,86	0,1,0,0	243	149
149,131,190,147	11,23,21,13	129,197,152,173	13,12,21,22	243	149
5,3,7,0	1,1,2,2	8,10,5,7	1,0,0,0	171	149
1194,1195,1782,1373	518,577,780,617	1317,1487,1692,1265	638,708,765,608	152	149
3,0,2,2	233,267,397,291	3,2,1,1	303,351,318,254	164	149
1,3,8,2	1,1,0,1	6,5,8,3	0,1,4,2	152	149
2,0,0,0	3,0,0,2	0,4,0,0	1,3,2,0	152	149
33,48,61,41	38,29,54,45	40,56,59,44	45,61,51,53	152	149
0,1,3,3	230,240,378,379	2,2,5,2	226,290,287,252	173	149
0,4,8,7	4,1,3,2	3,6,3,2	5,3,2,1	232	149
18,13,29,21	84,66,144,103	29,44,51,26	120,164,136,110	152	149
95,101,179,156	11,2,9,5	146,216,193,146	3,4,6,4	185	149
24,21,51,24	11,2,9,5	29,56,49,41	3,4,6,4	200	149
4,2,4,2	75,82,132,134	2,8,2,4	119,168,146,109	164	149
2,4,7,2	0,3,1,2	9,5,0,3	1,1,0,4	161	149
3,3,5,2	84,110,139,157	2,2,0,0	88,127,121,100	154	149
6,8,9,2	4,1,18,18	17,17,18,13	6,12,13,13	205	149
8,13,16,5	4,1,18,18	10,22,22,15	6,12,13,13	209	149
4,10,12,5	2,5,5,2	3,15,9,8	10,10,5,6	153	149
2,2,9,11	2,5,3,1	11,5,8,9	0,3,2,3	154	149
172,124,225,171	0,0,0,3	174,245,227,180	0,0,0,0	298	149
45,42,55,59	98,142,199,195	42,48,55,40	132,159,181,154	170	149
135,177,250,179	60,61,86,64	167,171,179,148	65,63,85,72	188	149
301,320,524,491	1,5,6,2	347,395,365,361	1,3,3,2	298	149
27,19,27,33	6,4,16,29	20,25,32,38	14,15,13,11	167	149
72,72,137,88	2,4,3,1	96,137,107,96	4,1,2,7	157	149
0,0,0,1	3,0,0,0	0,1,0,1	0,0,0,0	152	149
5,3,16,10	2,1,2,1	12,5,11,4	2,2,0,3	152	149
28,26,39,40	7,5,24,8	42,34,24,35	11,18,9,9	152	149
1710,1975,2491,2592	0,0,0,0	1992,2333,2104,2081	0,0,0,1	215	149
359,501,740,556	0,0,0,0	593,687,667,583	3,0,0,3	263	149
9,8,8,10	0,0,5,1	7,16,2,6	1,4,6,9	297	149
16,6,18,9	0,0,0,0	18,8,6,8	2,0,6,2	152	149
8,15,15,14	0,0,3,0	12,14,15,21	0,0,0,0	176	149
77,77,105,83	12,8,16,18	93,91,95,81	7,11,17,13	176	149
9,4,17,15	333,330,502,448	11,8,7,14	366,463,404,419	218	149
0,2,0,3	39,45,48,42	2,0,1,2	38,67,43,36	170	149
35,38,59,59	0,1,5,1	73,60,71,51	2,4,2,1	210	149
70,53,90,54	184,187,289,195	63,77,43,51	281,255,250,240	152	149
194,222,307,263	46,54,75,63	221,285,255,278	55,74,66,52	152	149
61,67,109,64	2,4,0,0	75,76,71,86	0,1,2,0	253	149
55,51,84,86	2,2,4,2	66,83,65,50	3,2,4,5	298	149
5,7,20,7	652,754,957,1105	4,15,8,5	773,831,796,736	159	149
216,242,387,356	0,1,2,2	311,437,374,352	1,4,1,0	219	149
49,59,81,83	27,46,32,35	63,59,53,60	33,33,32,39	152	149
45,31,45,38	9,6,20,17	34,51,41,39	17,21,23,23	181	149
8,2,0,5	0,0,0,1	6,9,6,5	0,0,0,0	181	149
1048,1272,1552,1428	0,2,0,0	1283,1490,1380,1269	0,0,0,0	298	149
222,260,357,318	0,0,0,0	310,340,349,320	2,0,0,0	176	149
134,178,241,198	11,4,7,2	202,216,209,172	6,4,9,3	298	149
1,0,1,1	8,15,16,9	1,4,2,3	11,12,11,12	186	149
58,77,95,98	0,1,1,0	109,96,58,69	2,0,2,1	199	149
47,30,52,56	5,1,2,3	61,63,43,50	1,5,1,1	173	149
31,41,67,56	0,0,0,1	53,54,39,32	0,0,1,0	164	149
159,163,201,199	237,297,324,324	144,203,185,188	196,328,349,302	152	149
34,42,41,41	69,90,103,77	42,46,43,41	89,107,98,112	180	149
47,43,43,63	3,1,6,8	64,68,64,55	2,3,2,4	196	149
138,194,278,262	3,2,4,4	245,264,235,199	8,8,7,7	199	149
534,588,798,692	64,59,70,77	614,695,666,583	60,83,80,58	188	149
667,804,1095,892	0,0,1,0	930,992,963,839	0,0,0,0	298	149
17,11,16,18	6,14,10,13	8,18,16,7	11,10,6,14	158	149
138,260,342,309	95,102,147,76	291,337,345,242	113,136,128,119	201	149
62,108,172,71	634,659,1025,731	144,138,124,131	701,933,894,945	298	149
402,467,683,597	207,219,374,316	440,659,607,500	242,355,334,234	155	149
129,145,237,178	301,343,533,429	171,248,198,190	474,569,522,393	162	149
2,3,5,5	0,0,0,2	2,5,7,2	0,3,0,0	298	149
5,8,14,6	30,32,65,60	12,14,8,9	29,53,63,42	163	149
30,34,54,40	293,277,400,324	43,56,56,31	321,353,331,347	163	149
0,0,1,0	0,0,2,0	2,1,1,3	0,1,1,1	209	149
501,574,705,761	0,0,3,0	595,703,611,598	3,0,0,0	298	149
321,401,580,437	22,26,34,19	450,477,459,506	24,35,18,19	239	149
261,321,558,388	1,0,4,1	428,425,444,418	0,3,2,1	298	149
286,283,383,340	1,4,1,2	339,293,296,288	3,2,5,1	272	149
315,374,446,461	3,5,3,8	107,421,389,591	5,4,4,0	210	149
4,4,2,4	41,42,66,45	3,7,4,3	45,54,57,43	235	149
48,67,114,75	16,13,29,17	82,92,70,92	7,21,18,18	170	149
302,364,459,380	10,18,11,24	378,453,431,343	21,17,22,11	171	149
27,28,33,47	12,13,16,14	35,37,37,41	8,9,10,10	208	149
445,543,663,575	9,13,22,18	647,728,615,668	13,8,17,19	154	149
30,42,46,38	5,1,3,3	34,53,40,51	1,5,5,1	152	149
96,88,145,80	1,1,0,0	115,102,118,113	0,4,0,2	235	149
842,912,1280,1133	168,191,291,252	993,1184,1029,1021	185,234,208,209	152	149
0,3,4,4	3,5,7,7	4,5,7,2	4,3,5,3	215	149
39,76,115,96	150,159,209,180	80,74,66,64	159,210,183,170	173	149
178,185,260,234	197,223,403,308	242,274,244,261	305,319,302,329	152	149
69,73,86,95	33,29,44,40	101,86,72,87	37,34,32,32	158	149
64,77,96,88	135,138,236,202	62,89,55,76	151,190,181,145	152	149
8,3,2,3	9,14,3,3	4,2,1,7	22,6,4,4	173	149
31,19,72,25	20,14,21,14	29,29,59,40	15,19,13,9	298	149
11,7,7,19	48,56,63,75	3,11,4,8	64,58,43,51	182	149
106,119,180,159	0,0,0,0	136,179,145,139	3,4,0,0	153	149
3,1,6,0	1,0,1,0	3,2,2,2	0,0,0,0	188	149
84,57,103,74	0,1,1,3	78,97,79,59	4,2,1,2	155	149
272,305,388,396	0,2,5,6	315,424,298,309	5,3,10,8	155	149
3,2,9,5	298,322,494,506	4,3,9,7	368,471,412,364	166	149
8,15,20,11	277,256,376,348	13,19,21,20	287,335,317,288	233	149
48,26,81,74	13,21,29,32	61,75,81,87	30,30,22,19	152	149
91,87,97,122	29,18,32,26	100,85,119,99	26,28,20,21	152	149
93,133,168,138	89,98,191,131	115,162,177,111	97,177,133,124	152	149
4,5,7,11	2,5,4,7	4,5,4,5	5,4,11,15	197	149
71,67,128,96	18,13,22,23	108,132,106,83	17,23,16,22	298	149
119,125,218,169	0,4,5,4	172,230,164,153	1,3,0,3	298	149
74,79,125,108	0,4,5,4	97,142,90,98	1,3,0,3	240	149
127,133,222,188	14,12,15,12	179,221,180,153	12,18,9,6	240	149
10,7,19,15	0,0,0,0	13,14,3,10	0,0,3,0	296	149
0,0,0,1	3,2,4,3	0,2,0,2	6,3,1,7	273	149
161,197,219,153	1,3,4,3	152,201,200,163	4,4,8,3	298	149
5,11,7,0	3,2,2,1	10,7,18,8	4,2,5,4	224	149
5,6,1,0	0,0,1,0	2,4,9,1	0,0,0,0	224	149
5,5,1,0	0,0,0,0	2,4,9,4	0,0,1,0	224	149
16,34,32,32	26,13,22,16	22,40,21,32	24,31,16,22	269	149
2,2,5,3	232,205,332,279	8,4,6,5	249,291,287,245	189	149
20,28,23,22	7,18,10,13	21,17,22,15	9,12,20,7	152	149
139,131,174,128	20,17,40,35	156,154,166,183	28,34,22,24	298	149
4,5,5,6	7,10,10,8	5,3,6,3	16,10,15,12	195	149
244,280,306,291	18,15,24,19	249,288,317,275	15,25,22,20	152	149
1,3,10,4	262,319,391,346	7,9,6,4	298,378,367,308	210	149
19,20,30,6	81,75,109,93	26,35,30,20	86,80,96,86	173	149
0,4,4,4	0,1,0,0	8,6,6,7	0,1,0,0	216	149
4,9,14,11	466,503,766,658	17,12,11,13	533,656,579,538	216	149
75,112,116,108	0,0,0,2	102,134,138,131	0,0,2,0	246	149
46,78,72,49	0,0,0,0	60,81,76,67	0,0,4,0	246	149
2,5,5,2	111,167,202,124	6,7,8,6	137,193,192,143	180	149
62,90,121,142	58,70,87,97	77,105,112,79	80,124,82,70	152	149
13,29,19,11	136,135,153,145	12,13,28,29	190,86,114,134	164	149
67,90,120,116	0,0,2,3	103,111,111,123	1,2,1,3	185	149
73,84,122,53	12,15,21,10	95,104,99,103	14,16,26,27	195	149
85,58,126,92	11,9,21,20	82,114,99,85	9,15,6,15	152	149
0,1,4,1	0,0,0,1	0,2,3,4	0,0,0,1	298	149
70,63,105,107	0,0,2,2	92,144,89,96	3,1,2,1	153	149
10,18,29,10	49,61,149,45	23,25,37,29	145,161,155,97	185	149
12,11,21,10	44,31,83,33	25,20,28,29	86,112,134,98	185	149
82,88,147,120	63,53,84,53	115,125,129,104	74,54,74,51	244	149
21,27,54,12	0,2,4,3	26,35,29,25	2,4,5,1	253	149
5,5,3,9	3536,3457,4824,5806	4,7,8,6	3714,4431,4235,3474	171	149
383,418,574,536	1,2,5,0	496,489,419,381	2,2,4,7	168	149
0,0,0,1	10,12,23,16	0,0,2,0	22,15,26,7	154	149
14,12,32,15	0,0,2,1	31,28,23,11	0,2,0,3	206	149
53,68,110,86	32,28,43,23	66,65,66,82	39,33,30,25	182	149
101,95,165,122	0,1,0,4	118,143,129,114	1,2,2,4	152	149
53,38,66,54	105,113,188,156	35,63,68,40	123,151,168,101	205	149
269,298,446,320	0,0,2,0	271,394,347,302	0,0,0,0	298	149
2279,2700,3848,3785	654,714,922,778	2371,3393,3271,2900	749,792,847,720	158	149
54,88,100,101	157,154,177,177	80,81,103,101	153,186,169,168	152	149
40,36,45,56	7,15,11,22	45,56,62,65	10,12,7,12	195	149
36,28,31,49	0,0,0,3	25,37,40,46	0,0,0,0	195	149
12,25,44,25	52,59,66,63	24,28,22,20	43,94,78,77	176	149
211,210,370,230	4,5,2,1	273,316,234,262	0,4,1,5	217	149
0,0,0,1	0,0,0,0	0,1,0,0	0,0,0,1	218	149
112,145,204,153	19,27,32,21	144,217,158,159	19,12,19,25	152	149
0,2,1,1	33,26,33,24	1,2,0,1	23,17,30,14	160	149
107,102,176,114	161,218,262,234	135,151,164,106	218,254,211,210	161	149
2599,2614,3454,3662	1,5,1,8	2949,3073,3034,2655	5,7,0,1	168	149
148,174,223,179	0,0,1,0	209,222,258,195	2,0,2,2	153	149
13,15,28,33	4,0,0,0	20,30,26,28	0,0,9,0	153	149
52,62,122,81	0,1,1,1	67,73,73,80	0,2,0,3	179	149
9,10,13,17	0,0,2,4	10,9,18,11	4,2,1,3	158	149
781,856,1289,1092	22,17,35,33	964,1081,1177,943	25,10,27,27	165	149
101,103,188,122	0,0,0,0	134,126,173,102	0,1,0,0	165	149
127,136,251,189	0,0,0,0	176,186,224,146	0,0,3,0	165	149
714,839,1263,1090	2,1,2,2	1076,1147,981,960	1,1,2,2	173	149
714,762,1156,1010	49,89,104,110	964,1143,1052,900	93,107,89,73	169	149
35,40,51,49	302,293,477,358	31,60,39,27	368,431,464,378	164	149
480,499,844,668	302,293,477,358	635,794,738,690	368,431,464,378	188	149
448,466,803,628	3,7,10,9	610,740,706,665	6,6,7,2	173	149
110,127,215,179	0,0,0,0	133,228,149,138	1,0,0,0	188	149
4,5,10,6	54,29,60,40	9,13,13,9	31,42,44,52	163	149
135,145,165,175	1,3,0,1	152,189,171,164	4,1,0,2	152	149
8,9,25,10	0,0,0,0	13,27,36,15	0,1,0,0	154	149
291,329,502,441	9,5,24,6	399,447,423,375	4,2,4,6	154	149
36,60,69,55	17,20,34,25	64,84,57,37	22,22,28,23	171	149
7,14,16,8	228,264,483,436	8,15,8,5	298,355,349,296	171	149
0,1,0,2	0,2,4,1	1,3,4,4	6,2,9,4	198	149
0,4,7,0	200,165,222,291	8,4,8,5	185,214,236,239	193	149
1,1,0,0	0,1,1,2	0,0,0,3	2,1,0,3	152	149
1,0,0,0	0,0,1,1	0,0,0,2	0,0,0,1	152	149
98,92,152,87	24,31,35,31	106,121,140,107	23,44,40,42	152	149
9,14,30,19	8,7,7,18	15,13,17,16	8,8,7,16	152	149
83,108,147,95	29,31,58,37	95,97,114,101	56,35,41,45	298	149
83,102,144,100	12,12,21,24	97,97,108,96	10,12,11,18	298	149
64,69,141,70	30,16,35,27	119,97,101,100	22,23,17,25	152	149
14,18,25,17	87,100,160,123	26,13,23,18	140,142,121,134	152	149
28,42,44,29	107,117,207,161	48,45,41,49	171,206,189,167	209	149
1,3,2,0	27,42,15,44	1,0,1,4	28,33,38,35	157	149
72,89,132,115	0,0,0,0	84,116,122,96	1,0,0,0	298	149
60,89,122,119	3,15,9,9	76,110,110,84	6,25,8,14	167	149
144,152,288,212	0,0,0,0	202,208,175,190	1,1,0,0	191	149
15,10,25,14	59,60,132,99	13,12,14,18	117,110,109,99	155	149
1,1,0,3	57,42,82,79	0,1,0,2	60,102,85,92	167	149
107,146,162,139	0,0,0,0	159,159,134,108	0,0,0,4	208	149
7,6,10,7	1,0,1,0	15,13,3,22	0,0,1,0	154	149
1,1,0,1	1,2,2,0	0,1,1,0	6,7,4,3	152	149
31,32,38,36	22,18,23,15	38,29,28,32	14,14,14,15	152	149
119,108,168,146	4,2,4,7	133,145,155,139	9,3,6,4	179	149
8,15,15,14	0,1,0,2	16,18,28,13	0,0,0,1	170	149
4,16,17,6	42,70,93,55	21,10,14,18	62,79,56,67	248	149
0,0,2,3	215,196,271,268	5,7,1,1	250,257,244,167	213	149
0,3,7,0	0,0,0,0	1,6,2,0	1,0,0,0	298	149
163,191,258,211	9,3,11,5	226,230,236,239	6,11,8,6	180	149
37,38,72,45	3,2,2,1	54,55,47,38	6,4,4,6	157	149
2,5,4,7	0,0,2,2	6,3,6,9	0,0,0,0	179	149
0,0,0,3	6,2,10,16	1,0,2,0	6,14,12,6	155	149
229,223,355,392	3,1,0,1	264,320,281,266	3,4,0,2	168	149
19,14,42,23	3,0,4,3	20,25,27,20	2,1,2,2	298	149
75,63,68,130	148,175,229,208	70,74,77,73	165,137,178,147	155	149
73,82,85,100	148,175,229,208	68,78,64,69	165,137,178,147	227	149
70,80,83,97	72,61,66,127	67,76,60,65	69,72,73,69	221	149
9,2,21,14	56,71,109,88	15,9,16,10	86,92,72,67	155	149
580,630,904,946	0,1,2,1	734,880,764,722	3,3,4,0	267	149
5,0,0,0	33,29,36,32	2,3,5,6	54,43,50,47	153	149
127,100,163,141	2,0,2,0	202,163,179,141	1,0,1,0	298	149
829,892,1062,1147	12,21,5,13	1049,918,899,914	9,9,10,14	298	149
2027,2190,3283,2551	0,1,1,0	2835,2887,2509,2341	1,5,0,1	298	149
1143,1104,1817,1421	0,2,0,3	1418,1604,1510,1260	0,0,0,0	298	149
2808,2793,4569,3511	330,379,513,534	3596,3791,3527,3299	478,434,406,366	298	149
133,114,172,162	1,1,2,0	128,170,144,121	4,0,0,0	298	149
1,0,0,0	0,2,0,0	0,0,0,0	0,3,0,0	215	149
10,4,6,3	0,0,2,0	5,6,14,15	0,0,0,0	153	149
27,24,40,23	109,102,126,134	30,50,33,36	120,151,167,130	298	149
193,203,260,204	7,15,9,6	237,289,236,244	10,10,9,12	191	149
267,277,415,331	13,13,25,11	323,347,295,291	18,28,12,9	298	149
6,0,1,3	0,1,0,0	2,0,2,0	3,0,0,0	215	149
8,13,12,18	0,0,0,1	16,21,13,17	0,0,0,0	298	149
23,27,37,23	10,13,12,15	26,23,37,27	15,13,9,4	155	149
4,6,3,6	10,13,12,15	2,9,4,2	15,13,9,4	204	149
4,5,0,5	23,26,34,22	2,7,1,1	26,21,34,26	198	149
2,2,5,1	104,102,177,113	1,5,2,2	97,175,159,127	176	149
126,119,191,143	38,52,70,48	141,185,193,136	62,70,52,64	152	149
1364,1352,1976,2185	14,19,32,27	1512,1811,1687,1590	14,24,17,18	152	149
0,1,0,0	30,47,70,61	0,0,0,0	42,54,53,39	172	149
169,189,219,190	4,0,0,19	157,187,234,162	0,15,13,10	182	149
30,32,62,43	63,53,100,58	45,43,27,44	73,76,74,50	155	149
5,9,13,16	6,8,3,7	11,17,19,15	4,14,1,11	164	149
54,58,100,65	1,1,17,3	71,77,112,68	5,8,4,4	153	149
239,306,469,312	3,4,3,1	346,351,342,306	1,7,2,2	206	149
1,2,1,0	35,30,51,31	0,1,0,0	37,60,49,47	163	149
0,0,0,1	29,27,44,40	0,1,0,0	24,31,29,31	160	149
16,29,59,58	1,2,6,0	47,45,45,37	4,2,0,5	197	149
82,66,94,57	49,71,117,64	85,88,72,87	68,83,70,64	298	149
49,27,62,29	1,1,0,1	46,41,38,48	0,0,0,0	298	149
27,29,58,46	6,6,8,4	37,51,44,22	3,9,13,3	154	149
25,25,27,17	28,18,40,31	21,30,33,28	12,33,29,25	152	149
57,54,117,66	70,69,114,105	49,68,78,47	97,70,57,64	237	149
24,30,74,33	0,7,0,0	25,40,43,26	0,0,6,0	237	149
3,6,6,12	78,62,135,101	6,12,7,14	104,104,84,84	231	149
131,104,219,146	37,35,58,39	130,178,145,156	48,74,58,51	158	149
17,15,21,16	14,8,20,13	22,34,29,20	7,17,7,8	213	149
108,146,209,129	0,1,6,1	127,163,195,143	0,1,3,2	164	149
0,0,0,1	8,3,1,2	0,1,0,0	7,3,3,0	194	149
0,0,4,0	0,0,0,0	1,0,0,0	0,0,1,0	298	149
2,3,2,3	0,1,0,0	5,2,2,4	0,0,0,0	298	149
92,106,165,195	0,0,0,0	119,165,173,138	3,1,0,1	189	149
1,1,2,1	0,0,2,0	5,1,10,1	0,0,0,0	227	149
121,156,178,176	7,2,14,4	126,156,172,144	0,7,15,3	207	149
0,1,0,0	6,8,12,4	0,0,0,0	6,10,8,10	191	149
0,0,0,1	17,26,14,10	0,1,0,0	13,14,16,20	174	149
18,17,25,11	226,231,292,277	28,28,24,25	248,286,276,260	152	149
5,3,5,6	12,6,17,17	6,7,4,3	23,22,19,9	206	149
65,86,137,111	1,2,2,1	104,134,79,74	1,0,0,2	153	149
10,9,15,19	35,39,59,49	6,19,13,9	47,61,61,41	152	149
0,0,7,4	15,18,36,26	6,1,5,2	22,34,25,29	152	149
7,6,6,7	403,459,620,523	7,7,11,5	450,617,454,431	200	149
53,46,72,65	97,99,161,132	48,54,50,45	112,138,150,118	233	149
449,499,686,581	97,99,161,132	491,664,493,471	112,138,150,118	182	149
0,0,0,1	9,17,16,19	1,2,0,0	26,32,21,12	196	149
94,86,127,84	0,1,0,0	103,118,110,86	0,0,2,0	298	149
0,0,2,2	20,20,30,33	1,1,0,1	20,12,22,22	167	149
11,10,18,9	3,5,5,5	14,12,8,15	4,2,7,5	230	149
31,30,46,40	3,5,5,5	33,23,30,36	4,2,7,5	212	149
5,6,15,9	880,1038,1418,1403	5,16,10,9	1112,1338,1320,1099	169	149
0,5,4,6	51,66,89,68	5,0,2,3	62,60,57,66	186	149
64,98,108,86	5,3,3,9	93,83,96,78	6,9,3,3	182	149
2,3,9,3	340,375,454,360	10,15,5,2	418,465,447,361	170	149
5,9,7,10	373,388,466,624	10,2,9,5	333,525,457,369	298	149
23,24,49,35	10,22,32,18	40,54,46,61	17,25,33,15	173	149
5,1,3,0	1,4,5,6	4,10,6,5	17,5,10,8	152	149
0,1,0,0	3,5,12,10	2,2,1,3	4,15,16,11	168	149
0,0,3,1	9,2,14,0	2,4,3,3	6,8,9,4	250	149
85,147,185,136	9,2,4,1	137,144,180,146	5,3,11,2	233	149
381,470,713,599	4,7,7,3	587,696,531,453	9,10,6,4	201	149
106,141,237,156	1,0,2,1	158,205,148,151	2,0,0,0	298	149
35,50,57,54	0,6,4,4	47,73,43,58	6,3,4,2	153	149
74,97,132,106	3,4,2,0	93,127,111,96	5,6,2,3	155	149
8,27,33,23	1,1,1,0	18,33,29,12	4,0,0,2	171	149
1,6,4,1	2,1,0,0	5,2,0,3	1,0,0,1	152	149
1,1,5,1	0,0,2,0	6,2,1,5	0,0,0,0	156	149
62,79,130,145	0,0,6,1	104,145,152,106	0,1,1,2	161	149
22,24,31,20	0,0,1,2	27,42,27,26	0,0,2,0	185	149
212,267,387,405	1,1,3,3	279,324,247,274	5,3,5,4	215	149
222,225,326,298	12,4,13,3	296,296,277,253	3,7,9,8	201	149
0,1,0,0	55,70,104,70	0,3,2,0	71,86,94,52	222	149
118,153,208,168	1,0,0,1	158,160,194,142	3,0,0,2	161	149
10,15,14,3	7,19,21,12	10,17,14,2	19,14,16,8	178	149
5,1,5,2	64,73,91,93	5,4,1,2	98,121,119,70	158	149
15,21,32,32	0,0,0,0	36,30,32,24	0,1,0,0	158	149
0,2,0,0	32,34,49,42	3,1,2,2	37,47,34,29	158	149
2,6,13,3	133,148,239,230	9,7,13,12	180,183,202,179	298	149
138,198,217,228	10,18,19,6	160,181,192,157	8,15,22,19	153	149
276,287,487,447	30,25,56,24	336,378,355,335	23,28,40,27	298	149
25,36,68,20	440,454,674,652	47,56,51,53	526,687,575,528	215	149
32,35,66,45	0,9,8,0	38,43,52,41	6,9,6,11	165	149
73,117,236,153	9,7,3,7	144,134,141,171	7,4,5,7	229	149
45,44,63,41	0,0,1,1	66,51,58,54	0,0,0,2	298	149
377,373,506,473	3,9,4,3	352,487,409,440	4,6,2,9	224	149
62,92,124,117	0,5,2,2	104,104,99,104	5,7,2,4	154	149
0,1,2,0	4,2,1,0	4,1,1,0	3,0,0,1	155	149
767,905,1193,1206	16,19,32,17	958,1183,1224,987	18,25,20,24	166	149
47,71,68,71	13,7,17,15	67,89,64,76	7,13,12,18	168	149
73,90,97,89	2,2,3,1	79,110,79,96	2,0,1,0	214	149
39,26,46,33	2,2,3,1	19,34,27,38	2,0,1,0	195	149
75,81,87,145	4,1,2,5	99,112,100,67	4,3,4,2	196	149
77,80,87,148	8,5,5,0	99,113,99,68	4,7,4,1	196	149
3,1,3,2	71,102,168,110	2,3,4,0	134,143,114,83	165	149
735,887,1306,903	0,6,10,6	1082,1332,1197,1006	0,0,0,0	161	149
6,6,4,8	51,63,67,58	7,4,4,5	69,41,62,42	168	149
560,589,829,833	23,24,28,36	581,646,654,590	15,28,34,22	199	149
25,16,42,37	4,4,12,1	26,49,44,38	3,1,12,0	152	149
4,1,1,0	24,34,40,50	1,2,0,0	43,43,42,45	207	149
34,47,60,71	29,14,26,15	44,48,45,49	16,13,17,15	152	149
0,2,3,0	68,89,141,130	6,2,2,0	103,115,114,100	298	149
102,117,172,143	2,3,1,4	151,152,141,110	5,5,5,2	178	149
23,31,43,31	9,8,16,9	27,22,36,15	14,15,25,6	235	149
14,19,41,31	2,0,5,2	27,25,19,25	0,1,2,0	274	149
62,57,104,81	0,3,3,0	83,94,91,92	0,3,0,5	226	149
132,154,203,189	23,22,22,25	180,223,162,177	12,42,33,19	226	149
4,5,14,9	12,22,17,21	10,5,13,11	16,28,18,19	152	149
67,48,110,79	5,2,4,2	102,109,71,77	10,9,5,7	298	149
176,150,247,216	5,2,4,2	225,203,210,216	10,9,5,7	298	149
142,128,197,186	33,26,58,49	175,149,181,174	52,55,40,35	152	149
